GISJOIN,GEOGYEAR,CBSA,CBSAA,CM1AA1990,CM1AA1990L,CM1AA1990U,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AA2020,CM1AA2020L,CM1AA2020U,CM1AB1990,CM1AB1990L,CM1AB1990U,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AB2020,CM1AB2020L,CM1AB2020U,CM1AC1990,CM1AC1990L,CM1AC1990U,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AC2020,CM1AC2020L,CM1AC2020U,CM1AD1990,CM1AD1990L,CM1AD1990U,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AD2020,CM1AD2020L,CM1AD2020U,CM1AE1990,CM1AE1990L,CM1AE1990U,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AE2020,CM1AE2020L,CM1AE2020U,CM1AF1990,CM1AF1990L,CM1AF1990U,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AF2020,CM1AF2020L,CM1AF2020U,CM1AG1990,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,CM1AG2020,CM1AG2020L,CM1AG2020U
"G29580","2010","Lancaster, SC Micro Area","29580",40535.92,39942,40536,43576.97,43041,43577,54844,66128.38,65464,66330,13820.00,13808,13820,16479.00,16477,16479,18278,19270.91,19232,19284,61.00,55,61,133.00,126,133,235,292.00,292,293,59.00,55,59,164.00,164,164,494,1776.69,1730,1778,5.00,5,5,12.00,12,12,17,14.00,14,14,35.00,35,35,548.00,548,548,1815,2732.73,2723,2733,,438.00,432,438,969,5778.91,5740,5791
"G29620","2010","Lansing-East Lansing, MI Metro Area","29620",381371.00,381371,381371,377904.00,377904,377904,378492,357047.98,356863,357048,31365.00,31365,31365,36226.00,36226,36226,41407,44983.00,44982,44983,2655.00,2655,2655,2263.00,2263,2263,2345,2299.00,2299,2299,8158.00,8158,8158,11783.00,11783,11783,17523,20877.00,20877,20877,162.00,162,162,202.00,202,202,147,167.00,167,167,8963.00,8963,8963,8478.00,8478,8478,8740,11443.00,11442,11443,,10872.00,10872,10872,15382,36386.00,36380,36386
"G29660","2010","Laramie, WY Micro Area","29660",28828.92,28789,28833,29234.76,29222,29252,32720,30918.00,30918,30918,253.00,253,253,354.00,354,354,422,432.00,432,432,235.00,235,235,305.00,305,305,259,397.00,397,397,633.00,633,633,545.00,545,545,1021,1041.00,1041,1041,10.00,10,10,18.00,18,18,21,37.00,37,37,837.00,837,837,847.00,847,847,885,1267.00,1267,1267,,710.00,710,710,971,2974.00,2974,2974
"G29700","2010","Laredo, TX Metro Area","29700",93657.26,93657,93693,158670.45,158668,158674,220201,102723.00,102723,102723,156.00,156,156,713.00,713,713,1132,1166.00,1166,1166,201.00,201,201,912.00,912,912,1006,1651.00,1651,1651,473.00,473,473,833.00,833,833,1464,1405.00,1405,1405,11.00,11,11,48.00,48,48,30,53.00,53,53,38741.20,38741,38761,27030.00,27030,27030,22782,52683.00,52683,52683,,4911.00,4911,4911,3689,107433.00,107433,107433
"G29740","2010","Las Cruces, NM Metro Area","29740",123434.00,123434,123434,118478.00,118478,118478,154989,104209.00,104209,104209,2172.00,2172,2172,2723.00,2723,2723,3656,4072.00,4072,4072,1009.00,1009,1009,2580.00,2580,2580,3147,4089.00,4089,4089,1089.00,1089,1089,1330.00,1330,1330,2227,2700.00,2700,2700,75.00,75,75,117.00,117,117,185,195.00,195,195,7731.00,7731,7731,43209.00,43209,43209,38685,44199.00,44199,44199,,6245.00,6245,6245,6344,60097.00,60097,60097
"G29780","2010","Las Vegas, NM Micro Area","29780",16392.00,16392,16530,16938.00,16938,16938,19583,12382.00,12189,12443,170.00,170,170,236.00,236,236,412,344.00,344,344,222.00,222,222,549.00,549,549,508,546.00,542,546,142.00,142,142,163.00,163,163,228,156.00,156,156,9.00,9,9,25.00,25,25,37,2.00,2,2,8808.00,8808,8808,10910.00,10910,10910,7478,5691.00,5641,5696,,1305.00,1305,1305,1147,8080.00,8030,8086
"G29820","2010","Las Vegas-Paradise, NV Metro Area","29820",602631.44,602301,602655,984765.63,984559,984771,1188112,1016368.00,1016368,1016368,70737.98,70736,70738,124883.77,124875,124884,204379,286684.00,286684,286684,6415.99,6415,6416,10895.00,10895,10895,14422,23735.00,23735,23735,24296.00,24295,24296,72546.72,72536,72547,168831,237663.00,237663,237663,1747.00,1747,1747,6411.97,6411,6412,13628,20572.00,20572,20572,35603.96,35600,35604,118464.87,118460,118465,262506,348344.00,348344,348344,,57763.77,57755,57764,99391,332095.00,332095,332095
"G29860","2010","Laurel, MS Micro Area","29860",54602.52,54585,54603,54624.87,54616,54625,53425,49637.00,49637,49637,24176.02,24171,24182,26704.01,26704,26707,28123,27580.00,27580,27580,221.00,221,221,264.00,264,264,345,487.00,487,487,104.00,104,104,186.00,186,186,319,287.00,287,287,5.00,5,5,11.00,11,11,20,30.00,30,30,36.00,36,36,928.00,928,928,1872,3130.00,3130,3130,,389.00,389,389,719,2462.00,2462,2462
"G29900","2010","Laurinburg, NC Micro Area","29900",19030.49,19025,19041,18535.93,18530,18553,16822,14402.00,14402,14402,12179.09,12176,12185,13396.80,13394,13438,13943,13162.00,13162,13162,2430.00,2430,2430,3201.00,3201,3201,3934,3745.00,3745,3745,82.00,82,82,182.00,182,182,276,343.00,343,343,1.00,1,1,7.00,7,7,8,15.00,15,15,40.00,40,40,164.00,164,164,385,718.00,718,718,,479.00,479,479,789,1789.00,1789,1789
"G29940","2010","Lawrence, KS Metro Area","29940",72885.00,72868,72894,86060.00,86049,86060,93667,92694.00,92694,92694,3324.00,3324,3324,4238.00,4238,4238,4357,5301.00,5301,5301,2161.00,2161,2161,2561.00,2561,2561,2951,2950.00,2950,2950,2545.00,2545,2545,3119.00,3119,3119,4146,4685.00,4685,4685,36.00,36,36,62.00,62,62,65,86.00,86,86,847.00,847,847,1197.00,1197,1197,1489,2569.00,2569,2569,,2725.00,2724,2725,4151,10500.00,10500,10500
"G29980","2010","Lawrenceburg, TN Micro Area","29980",34665.95,34645,34666,38660.00,38623,38660,40050,40717.00,40717,40717,482.00,482,482,586.91,582,587,642,710.00,710,710,59.00,59,59,128.00,128,128,152,93.00,93,93,71.00,71,71,96.00,96,96,121,168.00,168,168,2.00,2,2,9.00,9,9,2,1.00,1,1,23.00,23,23,156.00,156,156,222,479.00,479,479,,290.00,290,290,680,1991.00,1991,1991
"G30020","2010","Lawton, OK Metro Area","30020",79666.00,79664,79666,74988.00,74986,74988,79996,69301.00,69301,69301,19908.00,19908,19908,21847.00,21847,21847,21669,19802.00,19802,19802,5153.00,5153,5153,5904.00,5904,5904,7266,7237.00,7237,7237,2614.00,2614,2614,2405.00,2405,2405,2777,3141.00,3141,3141,451.00,451,451,455.00,455,455,686,877.00,877,877,3694.00,3694,3694,4001.00,4001,4001,3671,5222.00,5222,5222,,5396.00,5396,5396,8033,15545.00,15545,15545
"G30060","2010","Lebanon, MO Micro Area","30060",26816.00,26816,26838,31552.00,31552,31560,34051,32848.00,32848,32848,96.00,96,96,138.00,138,138,241,268.00,268,268,144.00,144,144,160.00,160,160,240,219.00,219,219,70.00,70,70,95.00,95,95,156,194.00,194,194,9.00,9,9,15.00,15,15,18,18.00,18,18,23.00,23,23,109.00,109,109,179,277.00,277,277,,444.00,444,444,686,2215.00,2215,2215
"G30100","2010","Lebanon, NH-VT Micro Area","30100",152768.11,152577,153046,162046.94,161957,162353,166026,161126.42,160674,161158,585.00,585,585,693.98,693,695,1265,1448.00,1448,1448,376.98,375,378,465.00,465,465,568,542.00,542,542,1165.00,1165,1165,1874.82,1874,1875,3302,3580.93,3580,3581,17.00,17,17,49.00,49,49,32,45.85,43,46,220.00,220,220,438.00,438,438,589,1546.98,1544,1547,,1816.85,1816,1818,2942,9857.67,9841,9858
"G30140","2010","Lebanon, PA Metro Area","30140",110911.48,109920,111426,113669.07,112944,114054,121566,118410.00,118410,118410,706.00,701,706,1548.00,1547,1548,2885,3233.00,3233,3233,93.00,93,93,157.00,156,157,250,270.00,270,270,900.59,893,923,1067.34,1064,1069,1533,2234.00,2234,2234,17.00,17,17,43.00,43,45,36,82.00,82,82,1124.00,1124,1131,2716.00,2716,2716,5165,9445.00,9445,9445,,1134.09,1131,1139,2133,9583.00,9583,9583
"G30220","2010","Levelland, TX Micro Area","30220",18937.00,18937,18937,16897.00,16897,16897,18000,13760.00,13760,13760,1023.00,1023,1023,846.00,846,846,837,645.00,645,645,86.00,86,86,187.00,187,187,207,227.00,227,227,33.00,33,33,30.00,30,30,63,52.00,52,52,0.00,0,0,8.00,8,8,4,4.00,4,4,4120.00,4120,4120,4244.00,4244,4244,3261,3215.00,3215,3215,,504.00,504,504,563,3634.00,3634,3634
"G30260","2010","Lewisburg, PA Micro Area","30260",34784.04,34784,35103,37497.10,37496,37701,39414,36974.00,36974,36974,972.00,972,975,2878.00,2878,2881,3324,2583.00,2583,2583,76.00,76,76,67.00,67,67,159,102.00,102,102,235.00,235,235,443.04,443,447,522,822.00,822,822,4.00,4,4,17.00,17,17,24,8.00,8,8,105.00,105,106,152.00,152,154,792,601.00,601,601,,571.00,571,571,712,1591.00,1591,1591
"G30280","2010","Lewisburg, TN Micro Area","30280",19535.94,19509,19555,23934.96,23912,23968,27094,28704.00,28704,28704,1909.00,1909,1909,2081.00,2081,2081,2003,2043.00,2043,2043,24.00,24,24,66.00,66,66,108,125.00,125,125,51.00,51,51,84.00,84,84,133,142.00,142,142,2.00,2,2,4.00,4,4,19,14.00,14,14,17.00,17,17,392.00,392,392,747,956.00,956,956,,205.00,205,205,513,2334.00,2334,2334
"G30300","2010","Lewiston, ID-WA Metro Area","30300",48817.00,48817,48817,53910.00,53910,53910,55782,55957.76,55870,56018,86.00,86,86,144.00,144,144,209,309.00,309,309,1952.00,1952,1952,2248.00,2248,2248,2508,2744.00,2741,2744,278.00,278,278,350.00,350,350,396,540.00,538,540,40.00,40,40,32.00,32,32,73,67.00,67,68,186.00,186,186,317.00,317,317,424,711.00,709,712,,960.00,960,960,1496,4041.70,4039,4042
"G30340","2010","Lewiston-Auburn, ME Metro Area","30340",103686.63,103367,103687,100658.00,100215,100658,99939,96625.00,96625,96625,485.00,485,485,683.00,681,683,3931,6531.00,6531,6531,233.00,233,233,282.00,282,282,409,420.00,420,420,540.00,539,540,572.00,571,572,778,906.00,906,906,17.00,17,17,40.00,40,40,32,58.00,58,58,297.00,297,297,294.00,293,294,457,830.00,830,830,,1264.00,1247,1264,2156,5769.00,5769,5769
"G30380","2010","Lewistown, PA Micro Area","30380",45937.56,45887,46125,45803.26,45803,45897,45531,43644.00,43644,43644,108.00,108,108,226.00,226,226,300,388.00,388,388,31.00,31,31,38.00,38,38,52,59.00,59,59,95.00,95,99,135.00,135,135,168,169.00,169,169,3.00,3,3,2.00,2,2,7,2.00,2,2,21.00,21,21,83.00,83,83,143,348.00,348,348,,199.00,199,199,481,1533.00,1533,1533
"G30420","2010","Lexington, NE Micro Area","30420",21456.05,21442,21466,22175.07,22164,22179,20962,16876.00,16876,16876,15.00,15,15,76.00,76,76,752,1214.00,1214,1214,65.00,65,65,167.00,167,167,201,274.00,274,274,41.00,41,41,166.00,166,166,144,211.00,211,211,1.00,1,1,3.00,3,3,45,47.00,47,47,290.00,290,290,3539.00,3539,3539,3728,4801.00,4801,4801,,382.00,382,382,538,2581.00,2581,2581
"G30460","2010","Lexington-Fayette, KY Metro Area","30460",305734.11,305698,306200,348291.11,348239,348675,384351,386969.00,386969,386969,37212.00,37212,37212,42288.00,42288,42289,51075,57248.00,57248,57248,561.00,560,561,789.00,789,789,1138,1691.00,1691,1691,3974.00,3974,3974,6959.00,6959,6959,10766,15127.00,15127,15127,63.00,63,63,103.00,103,103,193,235.00,235,235,893.00,893,893,4326.05,4326,4327,14085,21601.00,21601,21601,,5582.00,5582,5582,10491,33940.00,33940,33940
"G30500","2010","Lexington Park, MD Micro Area","30500",64129.00,64129,64129,70320.00,70320,70320,82636,81952.00,81952,81952,10275.00,10275,10275,12003.00,12003,12003,15030,16294.00,16294,16294,268.00,268,268,291.00,291,291,424,438.00,438,438,882.00,882,882,1553.00,1553,1553,2596,3362.00,3362,3362,46.00,46,46,67.00,67,67,73,90.00,90,90,374.00,374,374,525.00,525,525,1054,2279.00,2279,2279,,1452.00,1452,1452,3338,9362.00,9362,9362
"G30580","2010","Liberal, KS Micro Area","30580",14495.00,14495,14495,14730.00,14730,14730,16171,9015.00,9015,9015,1108.00,1108,1108,852.00,852,852,774,672.00,672,672,143.00,143,143,174.00,174,174,176,527.00,527,527,449.00,449,449,644.00,644,644,611,535.00,535,535,0.00,0,0,14.00,14,14,43,6.00,6,6,2548.00,2548,2548,5359.00,5359,5359,4471,5982.00,5982,5982,,737.00,737,737,706,5227.00,5227,5227
"G30620","2010","Lima, OH Metro Area","30620",96177.00,96177,96182,92147.01,92147,92155,89089,80753.00,80753,80753,12313.00,12313,12313,13225.00,13225,13225,12639,12573.00,12573,12573,202.00,202,202,224.00,224,224,207,300.00,300,300,560.00,560,560,601.00,601,601,740,840.00,840,840,12.00,12,12,13.00,13,13,15,53.00,53,53,491.00,491,491,686.00,686,686,845,1450.00,1450,1450,,1577.00,1577,1577,2796,6237.00,6237,6237
"G30660","2010","Lincoln, IL Micro Area","30660",29223.00,29222,29223,28593.00,28593,28593,27008,24669.00,24657,24669,1291.00,1291,1291,2045.00,2045,2045,2285,1520.00,1520,1520,37.00,37,37,49.00,49,49,60,50.00,50,50,132.00,132,132,171.00,171,171,184,181.00,181,181,11.00,11,11,4.00,4,4,5,1.00,1,1,104.00,104,104,129.00,129,129,371,437.00,437,437,,192.00,192,192,392,1129.00,1129,1129
"G30700","2010","Lincoln, NE Metro Area","30700",217997.00,217995,218007,241600.00,241595,241613,264930,275004.00,275004,275004,4679.00,4679,4679,7099.00,7099,7099,9980,13864.00,13864,13864,1238.00,1238,1238,1633.00,1633,1633,2193,2721.00,2721,2721,3318.00,3318,3318,7210.00,7210,7210,10033,14143.00,14143,14143,85.00,85,85,157.00,157,157,152,212.00,212,212,1774.00,1774,1774,4291.00,4291,4291,6804,10636.00,10636,10636,,4797.00,4797,4797,8065,23637.00,23637,23637
"G30740","2010","Lincolnton, NC Micro Area","30740",45709.96,45656,45710,57556.96,57512,57557,69940,73019.00,73019,73088,4108.00,4108,4108,4108.00,4108,4108,4340,4524.00,4524,4524,120.00,120,120,172.00,172,172,250,336.00,336,336,163.00,159,163,196.00,196,196,421,732.00,732,732,9.00,9,9,8.00,8,8,17,34.00,34,34,209.00,208,209,1104.00,1104,1104,2078,3020.00,3020,3020,,635.00,635,635,1219,5601.00,5601,5601
"G30780","2010","Little Rock-North Little Rock-Conway, AR Metro Area","30780",426078.97,426007,426088,460341.03,460170,460375,500681,478768.92,477603,479531,102358.00,102301,102358,128320.00,128320,128320,155081,173297.12,173291,173311,1950.00,1950,1950,2701.00,2701,2701,3265,4281.06,4279,4284,3279.00,3279,3279,5865.00,5863,5865,10310,13799.09,13796,13804,106.00,106,106,226.00,226,226,373,421.00,421,421,1262.00,1262,1262,5309.00,5309,5309,16792,27980.59,27967,27990,,7756.00,7756,7756,13255,49485.73,49436,49529
"G30820","2010","Lock Haven, PA Micro Area","30820",36857.00,36857,36858,37264.00,37264,37296,37860,35169.00,35169,35169,144.00,144,144,197.00,197,197,625,447.00,447,447,49.00,49,49,42.00,42,42,34,72.00,72,72,108.00,108,108,151.00,151,151,200,212.00,212,212,9.00,9,9,9.00,9,9,15,7.00,7,7,15.00,15,15,55.00,55,55,171,254.00,254,254,,196.00,196,196,333,1289.00,1289,1289
"G30860","2010","Logan, UT-ID Metro Area","30860",75603.00,75603,75603,95061.00,95061,95061,112461,125824.07,125733,125887,222.00,222,222,360.00,360,360,725,1141.00,1141,1141,585.00,585,585,562.00,562,562,743,1211.00,1211,1211,1800.00,1800,1800,1830.00,1830,1830,2137,2383.00,2383,2383,122.00,122,122,186.00,186,186,443,712.00,712,712,1083.00,1083,1083,3413.00,3413,3413,6588,7363.00,7363,7363,,1308.00,1308,1308,2345,8795.00,8786,8803
"G30900","2010","Logansport, IN Micro Area","30900",37765.00,37765,37765,38352.00,38352,38352,34385,30122.00,30122,30122,330.00,330,330,527.00,527,527,578,604.00,604,604,138.00,138,138,127.00,127,127,199,426.00,426,426,110.00,110,110,221.00,221,221,419,577.00,577,577,4.00,4,4,17.00,17,17,30,8.00,8,8,66.00,66,66,1320.00,1320,1320,2745,3385.00,3385,3385,,366.00,366,366,610,2748.00,2748,2748
"G30940","2010","London, KY Micro Area","30940",42969.00,42969,42969,51484.00,51484,51484,57112,58888.00,58888,58888,245.00,245,245,331.00,331,331,417,447.00,447,447,127.00,127,127,193.00,193,193,175,169.00,169,169,74.00,74,74,182.00,182,182,287,429.00,429,429,2.00,2,2,5.00,5,5,5,4.00,4,4,21.00,21,21,44.00,44,44,257,410.00,410,410,,476.00,476,476,596,2266.00,2266,2266
"G30980","2010","Longview, TX Metro Area","30980",142688.72,142683,142689,146906.86,146904,146907,153906,139146.00,139146,139146,32802.00,32802,32802,34798.99,34798,34799,37241,36546.00,36546,36546,749.00,749,749,968.00,968,968,1277,1559.00,1559,1559,548.00,548,548,930.00,930,930,1707,2047.00,2047,2047,23.00,23,23,44.00,44,44,78,92.00,92,92,3242.00,3242,3242,7807.00,7807,7807,15510,18628.00,18628,18628,,2586.99,2586,2587,4650,19327.00,19327,19327
"G31020","2010","Longview, WA Metro Area","31020",78517.20,78479,78566,85326.45,85323,85362,91069,90813.84,90431,91043,288.00,288,288,482.00,482,482,642,820.00,818,820,1347.00,1347,1347,1417.02,1417,1428,1570,1720.00,1720,1720,1039.00,1039,1039,1206.00,1206,1206,1500,1772.00,1767,1772,98.00,98,98,124.00,124,124,232,668.00,668,672,831.00,831,831,1958.00,1958,1958,3575,4744.00,4707,4745,,2435.00,2434,2435,3822,10194.43,10160,10210
"G31060","2010","Los Alamos, NM Micro Area","31060",17064.00,17064,17064,16556.00,16556,16556,15765,14513.00,14513,14513,96.00,96,96,67.00,67,67,102,167.00,167,167,126.00,126,126,107.00,107,107,142,157.00,157,157,423.00,423,423,694.00,694,694,1071,1238.00,1238,1238,5.00,5,5,6.00,6,6,10,15.00,15,15,401.00,401,401,495.00,495,495,393,730.00,730,730,,418.00,418,418,467,2599.00,2599,2599
"G31100","2010","Los Angeles-Long Beach-Santa Ana, CA Metro Area","31100",6929596.96,6922830,6938295,6481507.81,6477784,6483235,6767357,4642681.18,4642123,4643727,1035653.94,1035600,1036367,978607.07,978568,978698,907618,848204.55,848184,848276,57672.79,57651,57729,96892.55,96883,96907,90960,201785.46,201780,201822,1166259.01,1165546,1169053,1524265.75,1523972,1524733,1884669,2206797.14,2206476,2206969,37413.02,37411,37426,35990.91,35989,35993,35448,33557.00,33557,33559,2047019.05,2046935,2047829,2661204.50,2661162,2661308,2576273,3332719.12,3332672,3333204,,586929.40,586816,587021,566512,1935244.92,1935101,1935563
"G31140","2010","Louisville/Jefferson County, KY-IN Metro Area","31140",916447.00,916447,916447,975375.00,975375,975375,1036676,1009949.55,1009946,1009979,129630.00,129630,129630,149533.00,149533,149533,176107,192880.00,192880,192880,1749.00,1749,1749,2755.00,2755,2755,3233,4551.00,4551,4551,5772.00,5772,5772,11550.00,11550,11550,20098,32367.00,32367,32367,236.00,236,236,426.00,426,426,710,968.00,968,968,2139.00,2139,2139,7726.00,7726,7726,20653,38248.00,38248,38248,,14610.00,14610,14610,26089,91694.32,91694,91697
"G31180","2010","Lubbock, TX Metro Area","31180",181821.00,181821,181821,184779.00,184779,184779,220303,194974.00,194974,194974,17475.00,17475,17475,18877.00,18877,18877,21161,27430.00,27430,27430,699.00,699,699,1458.00,1458,1458,2075,3248.00,3248,3248,2666.00,2666,2666,3170.00,3170,3170,5759,9713.00,9713,9713,64.00,64,64,90.00,90,90,192,249.00,249,249,27215.00,27215,27215,36443.00,36443,36443,28410,36061.00,36061,36061,,4883.00,4883,4883,6990,44097.00,44097,44097
"G31260","2010","Lufkin, TX Micro Area","31260",54752.00,54691,54752,60174.00,60084,60174,62537,54887.00,54887,54887,10731.00,10731,10731,11792.00,11790,11792,13035,13098.00,13098,13098,153.00,153,153,240.00,240,240,411,563.00,563,563,284.00,284,284,538.00,538,538,785,919.00,919,919,11.00,11,11,15.00,15,15,13,42.00,42,42,3953.00,3953,3953,6230.00,6226,6230,8466,8588.00,8588,8588,,1141.00,1140,1141,1524,8298.00,8298,8298
"G31300","2010","Lumberton, NC Micro Area","31300",37986.00,37982,37986,40460.00,40460,40460,38877,30053.12,29949,30111,26185.00,26185,26185,30973.00,30973,30973,32637,26468.32,26388,26486,40511.00,40496,40511,46896.00,46891,46896,51502,44858.84,44840,44862,229.00,229,229,404.00,404,404,993,909.00,909,909,10.00,10,10,77.00,77,77,86,79.00,79,79,258.00,258,258,2787.00,2787,2787,6672,8201.22,8109,8206,,1742.00,1741,1742,3401,6033.83,6014,6035
"G31340","2010","Lynchburg, VA Metro Area","31340",166853.00,166852,166853,181577.00,181570,181577,197654,196013.00,196000,196184,37845.00,37845,37845,41526.00,41526,41526,44260,42504.00,42504,42508,358.00,358,358,679.00,679,679,904,948.00,948,948,863.00,863,863,1586.00,1586,1586,3351,3568.00,3568,3568,33.00,33,33,54.00,54,54,79,127.00,127,127,274.00,274,274,887.00,887,887,1950,4713.00,4713,4713,,2307.00,2307,2307,4436,13720.00,13717,13733
"G31380","2010","Macomb, IL Micro Area","31380",32992.00,32992,32992,30568.00,30568,30568,29476,23330.18,23303,23380,1254.00,1254,1254,1138.00,1138,1138,1642,1531.00,1531,1531,65.00,65,65,47.00,47,47,75,58.00,58,58,795.00,795,795,664.00,664,664,580,567.00,567,567,7.00,7,7,12.00,12,12,2,6.00,6,6,131.00,131,131,154.00,154,154,237,431.00,431,431,,330.00,330,330,600,1315.00,1312,1315
"G31420","2010","Macon, GA Metro Area","31420",124547.00,124547,124562,125105.92,125062,125140,122104,111636.00,111636,111636,80507.02,80507,80555,91998.02,91997,92048,100934,104157.00,104157,104157,302.00,302,302,456.00,456,456,550,545.00,545,545,880.00,880,880,1890.00,1890,1890,2979,3704.00,3704,3704,18.00,18,18,53.00,53,53,136,68.00,68,68,362.00,362,362,1078.00,1078,1078,2502,4426.00,4426,4426,,1787.00,1787,1787,3088,9266.00,9266,9266
"G31460","2010","Madera-Chowchilla, CA Metro Area","31460",63369.00,63339,63369,76612.00,76581,76612,94456,65248.00,65228,65248,2494.00,2494,2494,5072.00,5072,5072,5629,4596.00,4596,4596,1418.00,1418,1418,3212.00,3212,3212,4136,7674.00,7674,7674,1192.00,1192,1192,1566.00,1566,1566,2802,3907.00,3906,3907,72.00,72,72,210.00,210,210,162,173.00,173,173,19545.00,19545,19545,29979.00,29977,29979,37380,49303.00,49303,49303,,6458.00,6455,6458,6300,25354.00,25354,25354
"G31500","2010","Madison, IN Micro Area","31500",29181.00,29181,29181,30498.00,30498,30498,30876,30340.00,30340,30340,363.00,363,363,461.00,461,461,542,524.00,524,524,58.00,58,58,75.00,75,75,69,97.00,97,97,116.00,116,116,187.00,187,187,211,299.00,299,299,6.00,6,6,5.00,5,5,6,10.00,10,10,73.00,73,73,124.00,124,124,305,596.00,596,596,,355.00,355,355,419,1281.00,1281,1281
"G31540","2010","Madison, WI Metro Area","31540",409179.00,409179,409179,452921.00,452921,452921,491226,511528.35,511227,511862,10761.00,10761,10761,17567.00,17567,17567,26151,31492.00,31491,31493,1358.00,1358,1358,1614.00,1614,1614,2043,2756.00,2756,2756,8733.00,8733,8733,14988.00,14988,14988,23465,36319.00,36319,36319,88.00,88,88,148.00,148,148,200,264.00,264,264,2204.00,2204,2204,6376.00,6376,6376,12607,19146.02,19145,19154,,8160.00,8160,8160,12901,42204.24,42196,42213
"G31580","2010","Madisonville, KY Micro Area","31580",42847.00,42599,42847,42808.00,42689,42808,42289,39331.00,39331,39331,3057.00,3051,3057,2887.00,2887,2887,3086,2947.00,2947,2947,53.00,52,53,89.00,89,89,65,98.00,98,98,130.00,130,130,157.00,157,157,259,232.00,232,232,6.00,6,6,9.00,9,9,21,29.00,29,29,33.00,33,33,170.00,169,170,289,540.00,540,540,,399.00,399,399,911,2246.00,2246,2246
"G31620","2010","Magnolia, AR Micro Area","31620",16564.00,16564,16564,15894.00,15894,15894,14696,13370.98,13332,13440,8992.00,8989,8992,9231.93,9223,9232,9059,7866.00,7865,7866,53.00,53,53,67.00,67,67,71,74.00,74,74,62.00,62,62,88.00,88,88,177,168.00,168,168,0.00,0,0,7.00,7,7,4,0.00,0,0,20.00,20,20,118.00,118,118,289,481.00,481,481,,197.00,197,197,256,841.00,841,842
"G31660","2010","Malone, NY Micro Area","31660",41897.00,41897,41897,42970.00,42970,42970,43437,39036.00,38962,39036,1741.00,1741,1741,3389.00,3389,3389,3127,1848.00,1848,1848,2348.00,2348,2348,3171.00,3171,3171,3797,4141.00,4141,4141,124.00,124,124,194.00,194,194,219,191.00,191,191,3.00,3,3,0.00,0,0,10,0.00,0,0,427.00,427,427,1056.00,1056,1056,385,483.00,483,483,,354.00,354,354,624,1856.00,1855,1856
"G31700","2010","Manchester-Nashua, NH Metro Area","31700",326817.92,326203,326821,357610.33,356993,357615,362153,350275.96,349474,350492,3001.00,3000,3001,4903.99,4899,4904,8298,10937.00,10933,10937,612.00,612,612,943.00,943,943,961,1021.00,1021,1021,3741.98,3735,3742,7601.00,7589,7601,12954,16524.82,16514,16530,74.00,74,74,112.00,112,112,140,141.00,140,141,1823.00,1823,1823,5006.00,4999,5006,8276,14855.82,14854,14860,,4659.99,4653,4660,7939,29191.46,29148,29201
"G31740","2010","Manhattan, KS Metro Area","31740",92603.00,92249,92637,88743.00,88743,88795,102153,99042.00,99042,99070,14098.00,13952,14098,10603.00,10603,10603,11076,11600.00,11600,11600,800.00,800,800,712.00,712,712,940,915.00,915,915,3364.00,3317,3365,2964.00,2964,2964,4241,4817.00,4817,4817,321.00,316,321,221.00,221,221,420,710.00,710,710,2534.00,2493,2534,2441.00,2441,2451,2808,4298.00,4298,4298,,3315.00,3315,3315,5443,12664.00,12664,12664
"G31820","2010","Manitowoc, WI Micro Area","31820",78730.17,78696,78746,79485.20,79485,79504,76402,72034.00,72034,72034,115.00,115,115,245.00,245,245,442,1070.00,1070,1070,318.00,318,318,356.00,356,356,450,464.00,464,464,1068.00,1068,1068,1644.00,1644,1644,2050,2253.00,2253,2253,3.00,3,3,34.00,34,34,10,15.00,15,15,187.00,187,187,494.00,494,494,1069,1496.00,1496,1496,,629.00,629,629,1019,4027.00,4027,4027
"G31860","2010","Mankato-North Mankato, MN Metro Area","31860",80284.00,80284,80284,81812.00,81812,81812,90066,87949.00,87695,87955,340.00,340,340,905.00,905,905,2408,5677.00,5677,5677,189.00,189,189,233.00,233,233,277,470.00,470,470,1000.00,1000,1000,1339.00,1339,1339,1680,2403.00,2402,2403,7.00,7,7,42.00,42,42,23,48.00,48,48,300.00,300,300,580.00,580,580,795,1970.00,1970,1970,,801.00,801,801,1491,5049.00,5047,5049
"G31900","2010","Mansfield, OH Metro Area","31900",115078.00,115078,115088,113600.00,113600,113600,108870,105139.00,105139,105139,9981.00,9981,9981,12151.00,12151,12151,11709,11312.00,11312,11312,223.00,223,223,263.00,263,263,240,246.00,246,246,549.00,549,549,656.00,656,656,808,793.00,793,793,29.00,29,29,38.00,38,38,37,58.00,58,58,277.00,277,277,493.00,493,493,439,1024.00,1024,1024,,1651.00,1651,1651,2372,6364.00,6364,6364
