GISJOIN,GEOGYEAR,CBSA,CBSAA,CM1AA1990,CM1AA1990L,CM1AA1990U,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AA2020,CM1AA2020L,CM1AA2020U,CM1AB1990,CM1AB1990L,CM1AB1990U,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AB2020,CM1AB2020L,CM1AB2020U,CM1AC1990,CM1AC1990L,CM1AC1990U,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AC2020,CM1AC2020L,CM1AC2020U,CM1AD1990,CM1AD1990L,CM1AD1990U,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AD2020,CM1AD2020L,CM1AD2020U,CM1AE1990,CM1AE1990L,CM1AE1990U,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AE2020,CM1AE2020L,CM1AE2020U,CM1AF1990,CM1AF1990L,CM1AF1990U,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AF2020,CM1AF2020L,CM1AF2020U,CM1AG1990,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,CM1AG2020,CM1AG2020L,CM1AG2020U
"G42660","2010","Seattle-Tacoma-Bellevue, WA Metro Area","42660",2211715.07,2211684,2212346,2383830.42,2383824,2384550,2474896,2415355.28,2415008,2415763,123266.08,123266,123272,152718.07,152718,152724,191967,246766.96,246764,246770,32071.06,32071,32076,34135.04,34135,34138,36819,42654.96,42653,42756,153887.06,153887,153893,258358.09,258358,258370,392961,617398.99,617397,617408,10399.00,10399,10399,16640.00,16640,16641,28209,43882.00,43882,43882,27831.07,27831,27836,71512.00,71512,71512,131089,211331.57,211325,211348,,126691.24,126691,126714,183868,441375.77,441337,441416
"G42680","2010","Sebastian-Vero Beach, FL Metro Area","42680",81418.02,81418,81736,98754.04,98754,99516,116346,122541.00,122541,122541,7660.00,7660,7660,9253.00,9253,9256,12397,13367.00,13367,13367,136.00,136,136,277.00,277,277,408,531.00,531,531,452.00,452,452,838.00,838,838,1666,2390.00,2390,2390,21.00,21,21,30.00,30,30,51,68.00,68,68,521.00,521,521,2428.00,2428,2428,4909,6823.00,6823,6823,,1367.00,1367,1367,2251,14068.00,14068,14068
"G42700","2010","Sebring, FL Micro Area","42700",59735.00,59493,60174,72926.00,72920,73264,79972,71545.41,71433,71557,6848.00,6846,6850,8155.00,8155,8155,9263,9891.00,9887,9891,227.00,227,227,387.00,387,389,471,503.00,502,503,369.00,366,369,917.00,917,919,1439,1644.00,1644,1644,21.00,21,21,29.00,29,30,45,58.00,58,58,1232.00,1232,1242,3614.00,3614,3619,5401,6638.99,6632,6639,,1338.00,1338,1346,2195,10950.77,10928,10955
"G42740","2010","Sedalia, MO Micro Area","42740",33962.98,33917,33963,36274.97,36241,36279,37839,35507.95,35501,35508,1167.00,1167,1167,1197.00,1197,1197,1264,1390.00,1390,1390,103.00,103,103,148.00,148,148,177,238.00,238,238,118.00,118,118,154.00,154,154,253,296.00,296,296,5.00,5,5,21.00,21,21,31,120.00,120,120,81.00,81,81,970.00,970,970,1686,2169.00,2169,2169,,638.00,638,638,951,3259.00,3259,3259
"G42780","2010","Selinsgrove, PA Micro Area","42780",36346.90,35876,36537,36766.81,36469,36903,38476,37328.00,37328,37328,146.00,143,146,307.01,304,312,428,539.00,539,539,30.00,30,30,18.00,18,18,53,50.00,50,50,92.00,92,92,155.96,152,156,214,299.00,299,299,3.00,3,3,2.00,2,2,6,12.00,12,12,62.00,61,62,113.00,111,113,198,313.00,313,313,,182.00,182,182,327,1195.00,1195,1195
"G42820","2010","Selma, AL Micro Area","42820",20121.00,20119,20121,16496.00,16495,16496,12769,10409.00,10409,10409,27825.00,27819,27825,29332.00,29327,29332,30423,26899.00,26899,26899,41.00,41,41,50.00,50,50,85,65.00,65,65,125.00,125,125,160.00,160,160,149,146.00,146,146,4.00,4,4,5.00,5,5,11,17.00,17,17,14.00,14,14,67.00,67,67,84,120.00,120,120,,255.00,255,255,299,806.00,806,806
"G42860","2010","Seneca, SC Micro Area","42860",52033.06,51962,52079,59019.74,58930,59030,65177,65765.67,65761,65820,5060.00,5054,5062,5549.73,5545,5550,5613,5193.00,5193,5193,72.00,72,73,145.00,145,145,176,301.00,301,301,164.96,159,168,235.00,235,235,436,591.00,591,591,6.92,6,7,13.00,13,13,10,24.00,24,24,152.00,152,152,701.12,683,702,1686,2095.01,2095,2100,,544.98,540,545,1175,4636.69,4633,4639
"G42900","2010","Seneca Falls, NY Micro Area","42900",32731.00,32731,32740,31682.01,31682,31705,32591,29737.00,29737,29737,538.00,538,538,758.00,758,758,1607,1414.00,1414,1414,84.00,84,84,83.00,83,83,104,162.00,162,162,211.00,211,211,227.00,227,227,244,269.00,269,269,4.00,4,4,5.00,5,5,2,3.00,3,3,115.00,115,115,222.00,222,222,240,454.00,454,454,,365.00,365,365,463,1775.00,1775,1775
"G42940","2010","Sevierville, TN Micro Area","42940",50463.30,50462,50549,69230.10,69230,69277,84217,85656.00,85653,85656,216.00,216,216,396.00,396,396,711,812.00,812,812,130.00,130,130,229.00,229,229,342,454.00,454,454,194.00,194,194,394.00,394,394,774,1122.00,1121,1122,9.00,9,9,14.00,14,14,20,24.00,24,24,32.00,32,32,299.00,299,299,2616,4288.00,4288,4288,,608.00,608,608,1209,6024.00,6023,6024
"G42980","2010","Seymour, IN Micro Area","42980",37289.00,37289,37289,39736.00,39736,39736,40044,38701.00,38701,38701,138.00,138,138,227.00,227,227,282,501.00,501,501,66.00,66,66,101.00,101,101,89,462.00,462,462,184.00,184,184,323.00,323,323,359,471.00,471,471,5.00,5,5,23.00,23,23,27,12.00,12,12,48.00,48,48,637.00,637,637,1019,2962.00,2962,2962,,288.00,288,288,556,3319.00,3319,3319
"G43060","2010","Shawnee, OK Micro Area","43060",49930.98,49923,50001,52336.01,52334,52388,52969,50485.07,50439,50547,1326.00,1326,1329,1893.00,1893,1893,2014,2242.00,2242,2242,6847.99,6846,6855,7337.00,7337,7341,8961,9145.01,9140,9146,314.00,314,314,395.00,395,395,385,514.00,514,514,23.00,23,23,72.00,72,72,44,47.00,47,47,318.00,318,328,425.00,425,431,682,1457.00,1457,1457,,3063.00,3063,3063,4387,8565.18,8560,8575
"G43100","2010","Sheboygan, WI Metro Area","43100",100389.00,100355,100423,104438.00,104438,104438,103861,98204.00,98204,98204,430.00,430,430,1224.00,1224,1224,1684,2539.00,2539,2539,357.00,357,357,409.00,409,409,444,540.00,540,540,2039.00,2039,2039,3698.00,3698,3698,5310,6913.00,6913,6913,22.00,22,22,28.00,28,28,35,21.00,21,21,640.00,640,640,1642.00,1642,1642,2297,3400.00,3400,3400,,1207.00,1207,1207,1876,6417.00,6417,6417
"G43140","2010","Shelby, NC Micro Area","43140",66361.02,65485,67078,73838.67,73293,74057,74123,71088.26,71039,71146,17699.34,17278,17893,20134.70,19855,20167,20332,20160.04,20160,20166,113.97,112,114,145.00,145,145,232,277.00,277,277,390.11,386,396,668.42,666,681,756,865.00,865,865,3.00,3,3,10.00,10,10,24,25.00,25,25,102.68,100,103,657.00,657,657,1131,2088.00,2080,2088,,695.81,693,696,1480,5032.01,5032,5034
"G43180","2010","Shelbyville, TN Micro Area","43180",27096.91,27033,27134,32639.97,32576,32679,36848,37996.00,37996,37996,3068.00,3068,3068,3189.00,3189,3189,3564,3641.00,3641,3641,36.00,36,36,105.00,105,105,167,426.00,426,426,143.00,143,143,169.95,167,170,350,341.00,341,341,4.00,4,4,20.00,20,20,47,27.00,27,27,63.00,63,63,1025.00,1025,1025,3150,4539.00,4539,4539,,437.00,437,437,932,3267.00,3267,3267
"G43220","2010","Shelton, WA Micro Area","43220",35769.24,35769,35811,43705.79,43705,43771,52281,51037.87,50760,51505,332.00,332,332,587.00,587,588,659,713.04,713,717,1430.00,1430,1430,1840.00,1840,1840,2239,2631.90,2623,2635,332.00,332,333,519.00,519,519,731,783.10,779,790,146.00,146,146,221.00,221,221,227,223.96,222,227,332.00,332,332,1036.00,1036,1036,2049,3810.21,3802,3815,,1497.02,1497,1502,2513,6542.53,6517,6593
"G43260","2010","Sheridan, WY Micro Area","43260",23095.00,23095,23095,25465.00,25465,25465,27782,28000.06,28000,28017,36.00,36,36,49.00,49,49,107,115.00,115,115,210.00,210,210,338.00,338,338,359,379.00,379,379,99.00,99,99,102.00,102,102,192,181.00,181,181,1.00,1,1,33.00,33,33,23,19.00,19,19,121.00,121,121,217.00,217,217,209,456.00,456,456,,356.00,356,356,444,1771.00,1771,1771
"G43300","2010","Sherman-Denison, TX Metro Area","43300",85553.00,85553,85553,96443.00,96443,96443,101371,99852.00,99852,99852,6565.00,6565,6565,6471.00,6471,6471,7081,7663.00,7663,7663,1046.00,1046,1046,1446.00,1446,1446,1835,2387.00,2387,2387,385.00,385,385,625.00,625,625,1046,1990.00,1990,1990,27.00,27,27,53.00,53,53,41,83.00,83,83,1445.00,1445,1445,3206.00,3206,3206,6261,9435.00,9435,9435,,2351.00,2351,2351,3242,14133.00,14133,14133
"G43320","2010","Show Low, AZ Micro Area","43320",34205.00,34205,34205,44752.00,44752,44752,52972,48431.31,48426,48456,703.00,703,703,857.00,857,857,938,760.00,757,760,40417.00,40417,40417,46532.00,46532,46532,46611,47442.02,47436,47445,212.00,212,212,322.00,322,322,580,567.00,567,567,52.00,52,52,46.00,46,46,75,86.00,86,86,2069.00,2069,2069,3067.00,3067,3067,3625,3149.01,3148,3150,,1894.00,1894,1894,2648,6283.01,6282,6284
"G43340","2010","Shreveport-Bossier City, LA Metro Area","43340",227613.13,227613,227664,221096.10,221096,221136,224828,199792.19,199677,199845,128033.00,128033,128033,143699.01,143699,143703,155174,155018.05,155009,155031,926.00,926,926,1618.00,1618,1618,1937,2159.00,2159,2159,1934.00,1934,1934,2995.00,2995,2995,4652,5701.01,5701,5705,98.00,98,98,171.00,171,171,300,245.00,245,245,1083.00,1083,1083,2181.00,2181,2181,5095,9158.00,9158,9159,,4205.00,4205,4206,6618,21332.00,21331,21335
"G43380","2010","Sidney, OH Micro Area","43380",43789.00,43789,43789,46011.00,46011,46011,46793,44280.00,44280,44280,615.00,615,615,714.00,714,714,935,849.00,849,849,49.00,49,49,80.00,80,80,78,98.00,98,98,386.00,386,386,464.00,464,464,423,451.00,451,451,7.00,7,7,25.00,25,25,48,29.00,29,29,69.00,69,69,113.00,113,113,228,455.00,455,455,,503.00,503,503,918,2068.00,2068,2068
"G43420","2010","Sierra Vista-Douglas, AZ Micro Area","43420",79724.00,79167,79724,90269.00,90231,90269,103085,81731.09,81725,81780,5078.00,5075,5078,5321.00,5321,5321,5465,4781.00,4781,4783,790.00,785,790,1350.00,1350,1350,1589,1510.00,1508,1512,1979.00,1977,1979,1942.00,1942,1942,2525,2712.00,2711,2712,268.00,268,268,301.00,301,301,418,488.00,488,488,9785.00,9781,9785,14193.00,14192,14193,12989,12678.00,12678,12680,,4379.00,4379,4379,5275,21543.00,21543,21547
