GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALLJE001,NAME_M,ALLJM001
"G5300210","2019","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",252800,"Franklin County, Washington",14834
"G5300250","2019","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",201900,"Grant County, Washington",12723
"G5300270","2019","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",220600,"Grays Harbor County, Washington",14304
"G5300290","2019","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",383100,"Island County, Washington",11716
"G5300330","2019","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",643000,"King County, Washington",8037
"G5300350","2019","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",378800,"Kitsap County, Washington",7582
"G5300410","2019","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",247600,"Lewis County, Washington",14209
"G5300450","2019","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,"05000US53045","Mason County, Washington",254200,"Mason County, Washington",18507
"G5300530","2019","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",362100,"Pierce County, Washington",4015
"G5300570","2019","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",353300,"Skagit County, Washington",12576
"G5300610","2019","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",472600,"Snohomish County, Washington",6857
"G5300630","2019","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",261400,"Spokane County, Washington",7566
"G5300670","2019","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",333100,"Thurston County, Washington",7291
"G5300730","2019","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",398300,"Whatcom County, Washington",16389
"G5300770","2019","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",213800,"Yakima County, Washington",9078
"G5400030","2019","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",197800,"Berkeley County, West Virginia",9751
"G5400110","2019","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",125900,"Cabell County, West Virginia",13609
"G5400330","2019","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",123900,"Harrison County, West Virginia",16545
"G5400390","2019","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",106800,"Kanawha County, West Virginia",7302
"G5400610","2019","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",220400,"Monongalia County, West Virginia",10367
"G5400810","2019","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",103900,"Raleigh County, West Virginia",16442
"G5401070","2019","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",130800,"Wood County, West Virginia",8487
"G5500090","2019","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",196100,"Brown County, Wisconsin",5064
"G5500250","2019","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",294100,"Dane County, Wisconsin",4021
"G5500270","2019","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",173400,"Dodge County, Wisconsin",8577
"G5500350","2019","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",193100,"Eau Claire County, Wisconsin",8600
"G5500390","2019","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",172700,"Fond du Lac County, Wisconsin",8871
"G5500550","2019","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",209000,"Jefferson County, Wisconsin",8626
"G5500590","2019","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",203200,"Kenosha County, Wisconsin",9604
"G5500630","2019","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",196600,"La Crosse County, Wisconsin",11242
"G5500710","2019","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",140300,"Manitowoc County, Wisconsin",6949
"G5500730","2019","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",165500,"Marathon County, Wisconsin",6213
"G5500790","2019","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",169700,"Milwaukee County, Wisconsin",2892
"G5500870","2019","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",182500,"Outagamie County, Wisconsin",5305
"G5500890","2019","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",303200,"Ozaukee County, Wisconsin",14353
"G5500970","2019","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",180300,"Portage County, Wisconsin",8495
"G5501010","2019","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",200800,"Racine County, Wisconsin",8731
"G5501050","2019","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",162800,"Rock County, Wisconsin",4071
"G5501090","2019","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",270200,"St. Croix County, Wisconsin",12189
"G5501170","2019","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",169100,"Sheboygan County, Wisconsin",4996
"G5501270","2019","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",222100,"Walworth County, Wisconsin",11579
"G5501310","2019","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",261200,"Washington County, Wisconsin",7921
"G5501330","2019","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",302700,"Waukesha County, Wisconsin",6919
"G5501390","2019","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",164800,"Winnebago County, Wisconsin",5160
"G5501410","2019","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",131000,"Wood County, Wisconsin",11460
"G5600210","2019","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",267200,"Laramie County, Wyoming",9202
"G5600250","2019","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",225400,"Natrona County, Wyoming",13529
"G7200130","2019","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",91700,"Arecibo Municipio, Puerto Rico",4400
"G7200210","2019","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",124000,"Bayamón Municipio, Puerto Rico",3332
"G7200250","2019","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",124500,"Caguas Municipio, Puerto Rico",5103
"G7200310","2019","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",134300,"Carolina Municipio, Puerto Rico",4692
"G7200610","2019","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",174700,"Guaynabo Municipio, Puerto Rico",11243
"G7200970","2019","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",91900,"Mayagüez Municipio, Puerto Rico",5497
"G7201130","2019","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",96900,"Ponce Municipio, Puerto Rico",2047
"G7201270","2019","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,"05000US72127","San Juan Municipio, Puerto Rico",151700,"San Juan Municipio, Puerto Rico",4265
"G7201350","2019","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,"05000US72135","Toa Alta Municipio, Puerto Rico",125200,"Toa Alta Municipio, Puerto Rico",7435
"G7201370","2019","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,"05000US72137","Toa Baja Municipio, Puerto Rico",111100,"Toa Baja Municipio, Puerto Rico",5019
"G7201390","2019","PR",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,"05000US72139","Trujillo Alto Municipio, Puerto Rico",154000,"Trujillo Alto Municipio, Puerto Rico",11928
