GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMWBE001,NAME_M,AMWBM001
"G53000500108154","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010815","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108154",,,"Block Group 4, Census Tract 108.15, Benton County, Washington",260200,"Block Group 4, Census Tract 108.15, Benton County, Washington",20406
"G53000500108161","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010816","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108161",,,"Block Group 1, Census Tract 108.16, Benton County, Washington",257600,"Block Group 1, Census Tract 108.16, Benton County, Washington",27638
"G53000500108162","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010816","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108162",,,"Block Group 2, Census Tract 108.16, Benton County, Washington",319500,"Block Group 2, Census Tract 108.16, Benton County, Washington",43248
"G53000500108163","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010816","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108163",,,"Block Group 3, Census Tract 108.16, Benton County, Washington",285100,"Block Group 3, Census Tract 108.16, Benton County, Washington",33078
"G53000500108171","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010817","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108171",,,"Block Group 1, Census Tract 108.17, Benton County, Washington",457000,"Block Group 1, Census Tract 108.17, Benton County, Washington",30947
"G53000500108172","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010817","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108172",,,"Block Group 2, Census Tract 108.17, Benton County, Washington",321300,"Block Group 2, Census Tract 108.17, Benton County, Washington",32482
"G53000500108173","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010817","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108173",,,"Block Group 3, Census Tract 108.17, Benton County, Washington",315400,"Block Group 3, Census Tract 108.17, Benton County, Washington",45225
"G53000500108181","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010818","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108181",,,"Block Group 1, Census Tract 108.18, Benton County, Washington",58000,"Block Group 1, Census Tract 108.18, Benton County, Washington",20122
"G53000500108182","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010818","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108182",,,"Block Group 2, Census Tract 108.18, Benton County, Washington",364000,"Block Group 2, Census Tract 108.18, Benton County, Washington",31432
"G53000500108191","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010819","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108191",,,"Block Group 1, Census Tract 108.19, Benton County, Washington",407200,"Block Group 1, Census Tract 108.19, Benton County, Washington",39167
"G53000500108192","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010819","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108192",,,"Block Group 2, Census Tract 108.19, Benton County, Washington",350500,"Block Group 2, Census Tract 108.19, Benton County, Washington",15653
"G53000500108201","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010820","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108201",,,"Block Group 1, Census Tract 108.20, Benton County, Washington",219800,"Block Group 1, Census Tract 108.20, Benton County, Washington",19363
"G53000500108202","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010820","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108202",,,"Block Group 2, Census Tract 108.20, Benton County, Washington",274300,"Block Group 2, Census Tract 108.20, Benton County, Washington",30856
"G53000500108203","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010820","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108203",,,"Block Group 3, Census Tract 108.20, Benton County, Washington",,"Block Group 3, Census Tract 108.20, Benton County, Washington",
"G53000500109011","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010901","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109011",,,"Block Group 1, Census Tract 109.01, Benton County, Washington",187600,"Block Group 1, Census Tract 109.01, Benton County, Washington",17290
"G53000500109012","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010901","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109012",,,"Block Group 2, Census Tract 109.01, Benton County, Washington",232300,"Block Group 2, Census Tract 109.01, Benton County, Washington",78347
"G53000500109013","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010901","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109013",,,"Block Group 3, Census Tract 109.01, Benton County, Washington",122900,"Block Group 3, Census Tract 109.01, Benton County, Washington",116305
"G53000500109014","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010901","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109014",,,"Block Group 4, Census Tract 109.01, Benton County, Washington",161300,"Block Group 4, Census Tract 109.01, Benton County, Washington",53945
"G53000500109015","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010901","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109015",,,"Block Group 5, Census Tract 109.01, Benton County, Washington",,"Block Group 5, Census Tract 109.01, Benton County, Washington",
"G53000500109021","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010902","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109021",,,"Block Group 1, Census Tract 109.02, Benton County, Washington",190400,"Block Group 1, Census Tract 109.02, Benton County, Washington",6270
"G53000500109022","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010902","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109022",,,"Block Group 2, Census Tract 109.02, Benton County, Washington",119400,"Block Group 2, Census Tract 109.02, Benton County, Washington",74698
"G53000500109023","2016-2020","WA",,,"Washington","53","Benton County","005",,,"010902","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109023",,,"Block Group 3, Census Tract 109.02, Benton County, Washington",196800,"Block Group 3, Census Tract 109.02, Benton County, Washington",36642
"G53000500110011","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011001","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110011",,,"Block Group 1, Census Tract 110.01, Benton County, Washington",222700,"Block Group 1, Census Tract 110.01, Benton County, Washington",17133
"G53000500110012","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011001","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110012",,,"Block Group 2, Census Tract 110.01, Benton County, Washington",188700,"Block Group 2, Census Tract 110.01, Benton County, Washington",18350
"G53000500110013","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011001","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110013",,,"Block Group 3, Census Tract 110.01, Benton County, Washington",169700,"Block Group 3, Census Tract 110.01, Benton County, Washington",71182
"G53000500110014","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011001","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110014",,,"Block Group 4, Census Tract 110.01, Benton County, Washington",140000,"Block Group 4, Census Tract 110.01, Benton County, Washington",102723
"G53000500110015","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011001","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110015",,,"Block Group 5, Census Tract 110.01, Benton County, Washington",184000,"Block Group 5, Census Tract 110.01, Benton County, Washington",115866
"G53000500110021","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011002","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110021",,,"Block Group 1, Census Tract 110.02, Benton County, Washington",169300,"Block Group 1, Census Tract 110.02, Benton County, Washington",19152
"G53000500110022","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011002","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110022",,,"Block Group 2, Census Tract 110.02, Benton County, Washington",,"Block Group 2, Census Tract 110.02, Benton County, Washington",
"G53000500110023","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011002","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110023",,,"Block Group 3, Census Tract 110.02, Benton County, Washington",208800,"Block Group 3, Census Tract 110.02, Benton County, Washington",33294
"G53000500110024","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011002","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110024",,,"Block Group 4, Census Tract 110.02, Benton County, Washington",193200,"Block Group 4, Census Tract 110.02, Benton County, Washington",24917
"G53000500111001","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050111001",,,"Block Group 1, Census Tract 111, Benton County, Washington",260100,"Block Group 1, Census Tract 111, Benton County, Washington",72782
"G53000500111002","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050111002",,,"Block Group 2, Census Tract 111, Benton County, Washington",196800,"Block Group 2, Census Tract 111, Benton County, Washington",33476
"G53000500111003","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050111003",,,"Block Group 3, Census Tract 111, Benton County, Washington",197800,"Block Group 3, Census Tract 111, Benton County, Washington",38759
"G53000500111004","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050111004",,,"Block Group 4, Census Tract 111, Benton County, Washington",166800,"Block Group 4, Census Tract 111, Benton County, Washington",80680
"G53000500111005","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011100","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050111005",,,"Block Group 5, Census Tract 111, Benton County, Washington",239500,"Block Group 5, Census Tract 111, Benton County, Washington",35138
"G53000500111006","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011100","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050111006",,,"Block Group 6, Census Tract 111, Benton County, Washington",251500,"Block Group 6, Census Tract 111, Benton County, Washington",31968
"G53000500112011","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011201","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050112011",,,"Block Group 1, Census Tract 112.01, Benton County, Washington",208000,"Block Group 1, Census Tract 112.01, Benton County, Washington",52120
"G53000500112012","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011201","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050112012",,,"Block Group 2, Census Tract 112.01, Benton County, Washington",165600,"Block Group 2, Census Tract 112.01, Benton County, Washington",38241
"G53000500112013","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011201","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050112013",,,"Block Group 3, Census Tract 112.01, Benton County, Washington",140300,"Block Group 3, Census Tract 112.01, Benton County, Washington",29298
"G53000500112014","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011201","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050112014",,,"Block Group 4, Census Tract 112.01, Benton County, Washington",,"Block Group 4, Census Tract 112.01, Benton County, Washington",
"G53000500112021","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011202","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050112021",,,"Block Group 1, Census Tract 112.02, Benton County, Washington",179500,"Block Group 1, Census Tract 112.02, Benton County, Washington",72797
"G53000500112022","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011202","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050112022",,,"Block Group 2, Census Tract 112.02, Benton County, Washington",121500,"Block Group 2, Census Tract 112.02, Benton County, Washington",56458
"G53000500113001","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050113001",,,"Block Group 1, Census Tract 113, Benton County, Washington",157800,"Block Group 1, Census Tract 113, Benton County, Washington",82388
"G53000500113002","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050113002",,,"Block Group 2, Census Tract 113, Benton County, Washington",176400,"Block Group 2, Census Tract 113, Benton County, Washington",20059
"G53000500113003","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050113003",,,"Block Group 3, Census Tract 113, Benton County, Washington",117200,"Block Group 3, Census Tract 113, Benton County, Washington",8121
"G53000500113004","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050113004",,,"Block Group 4, Census Tract 113, Benton County, Washington",163000,"Block Group 4, Census Tract 113, Benton County, Washington",20615
"G53000500114011","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011401","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114011",,,"Block Group 1, Census Tract 114.01, Benton County, Washington",219800,"Block Group 1, Census Tract 114.01, Benton County, Washington",17753
"G53000500114012","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011401","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114012",,,"Block Group 2, Census Tract 114.01, Benton County, Washington",189600,"Block Group 2, Census Tract 114.01, Benton County, Washington",80326
"G53000500114013","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011401","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114013",,,"Block Group 3, Census Tract 114.01, Benton County, Washington",107100,"Block Group 3, Census Tract 114.01, Benton County, Washington",35161
"G53000500114021","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011402","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114021",,,"Block Group 1, Census Tract 114.02, Benton County, Washington",260600,"Block Group 1, Census Tract 114.02, Benton County, Washington",26567
"G53000500114022","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011402","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114022",,,"Block Group 2, Census Tract 114.02, Benton County, Washington",241400,"Block Group 2, Census Tract 114.02, Benton County, Washington",72417
"G53000500114023","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011402","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114023",,,"Block Group 3, Census Tract 114.02, Benton County, Washington",228800,"Block Group 3, Census Tract 114.02, Benton County, Washington",22542
"G53000500114024","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011402","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114024",,,"Block Group 4, Census Tract 114.02, Benton County, Washington",270500,"Block Group 4, Census Tract 114.02, Benton County, Washington",16235
"G53000500114025","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011402","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114025",,,"Block Group 5, Census Tract 114.02, Benton County, Washington",310400,"Block Group 5, Census Tract 114.02, Benton County, Washington",55418
"G53000500115011","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011501","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115011",,,"Block Group 1, Census Tract 115.01, Benton County, Washington",173800,"Block Group 1, Census Tract 115.01, Benton County, Washington",69465
"G53000500115012","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011501","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115012",,,"Block Group 2, Census Tract 115.01, Benton County, Washington",177600,"Block Group 2, Census Tract 115.01, Benton County, Washington",26712
"G53000500115013","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011501","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115013",,,"Block Group 3, Census Tract 115.01, Benton County, Washington",158500,"Block Group 3, Census Tract 115.01, Benton County, Washington",59025
"G53000500115014","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011501","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115014",,,"Block Group 4, Census Tract 115.01, Benton County, Washington",200000,"Block Group 4, Census Tract 115.01, Benton County, Washington",67470
"G53000500115015","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011501","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115015",,,"Block Group 5, Census Tract 115.01, Benton County, Washington",279800,"Block Group 5, Census Tract 115.01, Benton County, Washington",32557
"G53000500115041","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011504","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115041",,,"Block Group 1, Census Tract 115.04, Benton County, Washington",,"Block Group 1, Census Tract 115.04, Benton County, Washington",
"G53000500115042","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011504","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115042",,,"Block Group 2, Census Tract 115.04, Benton County, Washington",249000,"Block Group 2, Census Tract 115.04, Benton County, Washington",23037
"G53000500115051","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011505","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115051",,,"Block Group 1, Census Tract 115.05, Benton County, Washington",237000,"Block Group 1, Census Tract 115.05, Benton County, Washington",36703
"G53000500115052","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011505","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115052",,,"Block Group 2, Census Tract 115.05, Benton County, Washington",164500,"Block Group 2, Census Tract 115.05, Benton County, Washington",81425
"G53000500115053","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011505","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115053",,,"Block Group 3, Census Tract 115.05, Benton County, Washington",308300,"Block Group 3, Census Tract 115.05, Benton County, Washington",39636
"G53000500115061","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011506","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115061",,,"Block Group 1, Census Tract 115.06, Benton County, Washington",416200,"Block Group 1, Census Tract 115.06, Benton County, Washington",56573
"G53000500115062","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011506","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115062",,,"Block Group 2, Census Tract 115.06, Benton County, Washington",254400,"Block Group 2, Census Tract 115.06, Benton County, Washington",29585
"G53000500115063","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011506","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115063",,,"Block Group 3, Census Tract 115.06, Benton County, Washington",305100,"Block Group 3, Census Tract 115.06, Benton County, Washington",40527
"G53000500116001","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050116001",,,"Block Group 1, Census Tract 116, Benton County, Washington",195800,"Block Group 1, Census Tract 116, Benton County, Washington",30241
"G53000500117011","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011701","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050117011",,,"Block Group 1, Census Tract 117.01, Benton County, Washington",213100,"Block Group 1, Census Tract 117.01, Benton County, Washington",40870
"G53000500117021","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011702","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050117021",,,"Block Group 1, Census Tract 117.02, Benton County, Washington",176700,"Block Group 1, Census Tract 117.02, Benton County, Washington",53303
"G53000500117022","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011702","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050117022",,,"Block Group 2, Census Tract 117.02, Benton County, Washington",132600,"Block Group 2, Census Tract 117.02, Benton County, Washington",112390
"G53000500117023","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011702","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050117023",,,"Block Group 3, Census Tract 117.02, Benton County, Washington",179200,"Block Group 3, Census Tract 117.02, Benton County, Washington",28255
"G53000500117024","2016-2020","WA",,,"Washington","53","Benton County","005",,,"011702","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530050117024",,,"Block Group 4, Census Tract 117.02, Benton County, Washington",227900,"Block Group 4, Census Tract 117.02, Benton County, Washington",30773
