GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMWBE001,NAME_M,AMWBM001
"G53005300632004","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530632004",,,"Block Group 4, Census Tract 632, Pierce County, Washington",265800,"Block Group 4, Census Tract 632, Pierce County, Washington",41933
"G53005300633011","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063301","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530633011",,,"Block Group 1, Census Tract 633.01, Pierce County, Washington",264900,"Block Group 1, Census Tract 633.01, Pierce County, Washington",30677
"G53005300633012","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063301","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530633012",,,"Block Group 2, Census Tract 633.01, Pierce County, Washington",258100,"Block Group 2, Census Tract 633.01, Pierce County, Washington",52378
"G53005300633013","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063301","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530633013",,,"Block Group 3, Census Tract 633.01, Pierce County, Washington",263200,"Block Group 3, Census Tract 633.01, Pierce County, Washington",46955
"G53005300633021","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063302","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530633021",,,"Block Group 1, Census Tract 633.02, Pierce County, Washington",173300,"Block Group 1, Census Tract 633.02, Pierce County, Washington",58572
"G53005300633022","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063302","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530633022",,,"Block Group 2, Census Tract 633.02, Pierce County, Washington",369700,"Block Group 2, Census Tract 633.02, Pierce County, Washington",174450
"G53005300633023","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063302","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530633023",,,"Block Group 3, Census Tract 633.02, Pierce County, Washington",256000,"Block Group 3, Census Tract 633.02, Pierce County, Washington",46352
"G53005300634011","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063401","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530634011",,,"Block Group 1, Census Tract 634.01, Pierce County, Washington",182300,"Block Group 1, Census Tract 634.01, Pierce County, Washington",76770
"G53005300634012","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063401","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530634012",,,"Block Group 2, Census Tract 634.01, Pierce County, Washington",230900,"Block Group 2, Census Tract 634.01, Pierce County, Washington",17020
"G53005300634013","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063401","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530634013",,,"Block Group 3, Census Tract 634.01, Pierce County, Washington",281300,"Block Group 3, Census Tract 634.01, Pierce County, Washington",54515
"G53005300634021","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063402","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530634021",,,"Block Group 1, Census Tract 634.02, Pierce County, Washington",196700,"Block Group 1, Census Tract 634.02, Pierce County, Washington",87383
"G53005300634022","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063402","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530634022",,,"Block Group 2, Census Tract 634.02, Pierce County, Washington",178800,"Block Group 2, Census Tract 634.02, Pierce County, Washington",66904
"G53005300634023","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063402","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530634023",,,"Block Group 3, Census Tract 634.02, Pierce County, Washington",233800,"Block Group 3, Census Tract 634.02, Pierce County, Washington",14288
"G53005300635011","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063501","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530635011",,,"Block Group 1, Census Tract 635.01, Pierce County, Washington",271800,"Block Group 1, Census Tract 635.01, Pierce County, Washington",28130
"G53005300635012","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063501","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530635012",,,"Block Group 2, Census Tract 635.01, Pierce County, Washington",285700,"Block Group 2, Census Tract 635.01, Pierce County, Washington",43750
"G53005300635013","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063501","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530635013",,,"Block Group 3, Census Tract 635.01, Pierce County, Washington",234900,"Block Group 3, Census Tract 635.01, Pierce County, Washington",35536
"G53005300635021","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063502","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530635021",,,"Block Group 1, Census Tract 635.02, Pierce County, Washington",256700,"Block Group 1, Census Tract 635.02, Pierce County, Washington",107725
"G53005300635022","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063502","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530635022",,,"Block Group 2, Census Tract 635.02, Pierce County, Washington",261600,"Block Group 2, Census Tract 635.02, Pierce County, Washington",38374
"G53005300635023","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063502","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530635023",,,"Block Group 3, Census Tract 635.02, Pierce County, Washington",277500,"Block Group 3, Census Tract 635.02, Pierce County, Washington",16423
"G53005300635024","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"063502","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530635024",,,"Block Group 4, Census Tract 635.02, Pierce County, Washington",225000,"Block Group 4, Census Tract 635.02, Pierce County, Washington",55610
"G53005300701001","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530701001",,,"Block Group 1, Census Tract 701, Pierce County, Washington",432500,"Block Group 1, Census Tract 701, Pierce County, Washington",91432
"G53005300701002","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530701002",,,"Block Group 2, Census Tract 701, Pierce County, Washington",,"Block Group 2, Census Tract 701, Pierce County, Washington",
"G53005300701003","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530701003",,,"Block Group 3, Census Tract 701, Pierce County, Washington",336200,"Block Group 3, Census Tract 701, Pierce County, Washington",16921
"G53005300701004","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530701004",,,"Block Group 4, Census Tract 701, Pierce County, Washington",291000,"Block Group 4, Census Tract 701, Pierce County, Washington",69754
"G53005300702041","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070204","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702041",,,"Block Group 1, Census Tract 702.04, Pierce County, Washington",248800,"Block Group 1, Census Tract 702.04, Pierce County, Washington",36454
"G53005300702042","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070204","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702042",,,"Block Group 2, Census Tract 702.04, Pierce County, Washington",385800,"Block Group 2, Census Tract 702.04, Pierce County, Washington",145645
"G53005300702043","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070204","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702043",,,"Block Group 3, Census Tract 702.04, Pierce County, Washington",246300,"Block Group 3, Census Tract 702.04, Pierce County, Washington",57035
"G53005300702051","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070205","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702051",,,"Block Group 1, Census Tract 702.05, Pierce County, Washington",105400,"Block Group 1, Census Tract 702.05, Pierce County, Washington",69004
"G53005300702052","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070205","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702052",,,"Block Group 2, Census Tract 702.05, Pierce County, Washington",422000,"Block Group 2, Census Tract 702.05, Pierce County, Washington",47660
"G53005300702053","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070205","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702053",,,"Block Group 3, Census Tract 702.05, Pierce County, Washington",368900,"Block Group 3, Census Tract 702.05, Pierce County, Washington",15448
"G53005300702061","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070206","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702061",,,"Block Group 1, Census Tract 702.06, Pierce County, Washington",287700,"Block Group 1, Census Tract 702.06, Pierce County, Washington",25379
"G53005300702062","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070206","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702062",,,"Block Group 2, Census Tract 702.06, Pierce County, Washington",407300,"Block Group 2, Census Tract 702.06, Pierce County, Washington",108486
"G53005300702063","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070206","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702063",,,"Block Group 3, Census Tract 702.06, Pierce County, Washington",396400,"Block Group 3, Census Tract 702.06, Pierce County, Washington",49419
"G53005300702071","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070207","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702071",,,"Block Group 1, Census Tract 702.07, Pierce County, Washington",339600,"Block Group 1, Census Tract 702.07, Pierce County, Washington",158412
"G53005300702072","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070207","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702072",,,"Block Group 2, Census Tract 702.07, Pierce County, Washington",380800,"Block Group 2, Census Tract 702.07, Pierce County, Washington",48403
"G53005300702073","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070207","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702073",,,"Block Group 3, Census Tract 702.07, Pierce County, Washington",410300,"Block Group 3, Census Tract 702.07, Pierce County, Washington",31529
"G53005300702081","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070208","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702081",,,"Block Group 1, Census Tract 702.08, Pierce County, Washington",385400,"Block Group 1, Census Tract 702.08, Pierce County, Washington",29302
"G53005300702082","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070208","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702082",,,"Block Group 2, Census Tract 702.08, Pierce County, Washington",531900,"Block Group 2, Census Tract 702.08, Pierce County, Washington",58361
"G53005300702083","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070208","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702083",,,"Block Group 3, Census Tract 702.08, Pierce County, Washington",531300,"Block Group 3, Census Tract 702.08, Pierce County, Washington",68783
"G53005300702091","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070209","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702091",,,"Block Group 1, Census Tract 702.09, Pierce County, Washington",339800,"Block Group 1, Census Tract 702.09, Pierce County, Washington",13909
"G53005300702092","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070209","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702092",,,"Block Group 2, Census Tract 702.09, Pierce County, Washington",279400,"Block Group 2, Census Tract 702.09, Pierce County, Washington",28807
"G53005300702093","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070209","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530702093",,,"Block Group 3, Census Tract 702.09, Pierce County, Washington",170500,"Block Group 3, Census Tract 702.09, Pierce County, Washington",82224
"G53005300703071","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070307","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530703071",,,"Block Group 1, Census Tract 703.07, Pierce County, Washington",611900,"Block Group 1, Census Tract 703.07, Pierce County, Washington",116935
"G53005300703072","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070307","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530703072",,,"Block Group 2, Census Tract 703.07, Pierce County, Washington",823600,"Block Group 2, Census Tract 703.07, Pierce County, Washington",222446
"G53005300703073","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070307","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530703073",,,"Block Group 3, Census Tract 703.07, Pierce County, Washington",589800,"Block Group 3, Census Tract 703.07, Pierce County, Washington",44866
"G53005300703074","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070307","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530703074",,,"Block Group 4, Census Tract 703.07, Pierce County, Washington",446600,"Block Group 4, Census Tract 703.07, Pierce County, Washington",50734
"G53005300703081","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070308","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530703081",,,"Block Group 1, Census Tract 703.08, Pierce County, Washington",367600,"Block Group 1, Census Tract 703.08, Pierce County, Washington",32109
"G53005300703082","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070308","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530703082",,,"Block Group 2, Census Tract 703.08, Pierce County, Washington",286200,"Block Group 2, Census Tract 703.08, Pierce County, Washington",35183
"G53005300703083","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070308","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530703083",,,"Block Group 3, Census Tract 703.08, Pierce County, Washington",329200,"Block Group 3, Census Tract 703.08, Pierce County, Washington",46582
"G53005300703091","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070309","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530703091",,,"Block Group 1, Census Tract 703.09, Pierce County, Washington",491900,"Block Group 1, Census Tract 703.09, Pierce County, Washington",147133
"G53005300703092","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070309","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530703092",,,"Block Group 2, Census Tract 703.09, Pierce County, Washington",370900,"Block Group 2, Census Tract 703.09, Pierce County, Washington",25379
"G53005300703093","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070309","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530703093",,,"Block Group 3, Census Tract 703.09, Pierce County, Washington",360000,"Block Group 3, Census Tract 703.09, Pierce County, Washington",179064
"G53005300703094","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070309","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530703094",,,"Block Group 4, Census Tract 703.09, Pierce County, Washington",306400,"Block Group 4, Census Tract 703.09, Pierce County, Washington",58480
"G53005300703101","2016-2020","WA",,,"Washington","53","Pierce County","053",,,"070310","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530530703101",,,"Block Group 1, Census Tract 703.10, Pierce County, Washington",339100,"Block Group 1, Census Tract 703.10, Pierce County, Washington",23424
