GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADRWE001,NAME_M,ADRWM001
"G17700","2011-2015","US",,,,,,,,,,,,,,,,"Coffeyville, KS Micro Area","17700",,,,,,,,,,,,,,,,,"31000US17700",,,"Coffeyville, KS Micro Area",70600,"Coffeyville, KS Micro Area",2720
"G17740","2011-2015","US",,,,,,,,,,,,,,,,"Coldwater, MI Micro Area","17740",,,,,,,,,,,,,,,,,"31000US17740",,,"Coldwater, MI Micro Area",95200,"Coldwater, MI Micro Area",2788
"G17780","2011-2015","US",,,,,,,,,,,,,,,,"College Station-Bryan, TX Metro Area","17780",,,,,,,,,,,,,,,,,"31000US17780",,,"College Station-Bryan, TX Metro Area",150000,"College Station-Bryan, TX Metro Area",3564
"G17820","2011-2015","US",,,,,,,,,,,,,,,,"Colorado Springs, CO Metro Area","17820",,,,,,,,,,,,,,,,,"31000US17820",,,"Colorado Springs, CO Metro Area",219300,"Colorado Springs, CO Metro Area",1804
"G17860","2011-2015","US",,,,,,,,,,,,,,,,"Columbia, MO Metro Area","17860",,,,,,,,,,,,,,,,,"31000US17860",,,"Columbia, MO Metro Area",169400,"Columbia, MO Metro Area",3161
"G17900","2011-2015","US",,,,,,,,,,,,,,,,"Columbia, SC Metro Area","17900",,,,,,,,,,,,,,,,,"31000US17900",,,"Columbia, SC Metro Area",140600,"Columbia, SC Metro Area",1275
"G17980","2011-2015","US",,,,,,,,,,,,,,,,"Columbus, GA-AL Metro Area","17980",,,,,,,,,,,,,,,,,"31000US17980",,,"Columbus, GA-AL Metro Area",135700,"Columbus, GA-AL Metro Area",3065
"G18020","2011-2015","US",,,,,,,,,,,,,,,,"Columbus, IN Metro Area","18020",,,,,,,,,,,,,,,,,"31000US18020",,,"Columbus, IN Metro Area",136000,"Columbus, IN Metro Area",3423
"G18060","2011-2015","US",,,,,,,,,,,,,,,,"Columbus, MS Micro Area","18060",,,,,,,,,,,,,,,,,"31000US18060",,,"Columbus, MS Micro Area",115700,"Columbus, MS Micro Area",5781
"G18100","2011-2015","US",,,,,,,,,,,,,,,,"Columbus, NE Micro Area","18100",,,,,,,,,,,,,,,,,"31000US18100",,,"Columbus, NE Micro Area",125200,"Columbus, NE Micro Area",4543
"G18140","2011-2015","US",,,,,,,,,,,,,,,,"Columbus, OH Metro Area","18140",,,,,,,,,,,,,,,,,"31000US18140",,,"Columbus, OH Metro Area",159100,"Columbus, OH Metro Area",876
"G18180","2011-2015","US",,,,,,,,,,,,,,,,"Concord, NH Micro Area","18180",,,,,,,,,,,,,,,,,"31000US18180",,,"Concord, NH Micro Area",225200,"Concord, NH Micro Area",2958
"G18220","2011-2015","US",,,,,,,,,,,,,,,,"Connersville, IN Micro Area","18220",,,,,,,,,,,,,,,,,"31000US18220",,,"Connersville, IN Micro Area",81900,"Connersville, IN Micro Area",3819
"G18260","2011-2015","US",,,,,,,,,,,,,,,,"Cookeville, TN Micro Area","18260",,,,,,,,,,,,,,,,,"31000US18260",,,"Cookeville, TN Micro Area",129800,"Cookeville, TN Micro Area",4671
"G18300","2011-2015","US",,,,,,,,,,,,,,,,"Coos Bay, OR Micro Area","18300",,,,,,,,,,,,,,,,,"31000US18300",,,"Coos Bay, OR Micro Area",170500,"Coos Bay, OR Micro Area",4427
"G18380","2011-2015","US",,,,,,,,,,,,,,,,"Cordele, GA Micro Area","18380",,,,,,,,,,,,,,,,,"31000US18380",,,"Cordele, GA Micro Area",98200,"Cordele, GA Micro Area",12889
"G18420","2011-2015","US",,,,,,,,,,,,,,,,"Corinth, MS Micro Area","18420",,,,,,,,,,,,,,,,,"31000US18420",,,"Corinth, MS Micro Area",84800,"Corinth, MS Micro Area",2566
"G18460","2011-2015","US",,,,,,,,,,,,,,,,"Cornelia, GA Micro Area","18460",,,,,,,,,,,,,,,,,"31000US18460",,,"Cornelia, GA Micro Area",131500,"Cornelia, GA Micro Area",6352
"G18500","2011-2015","US",,,,,,,,,,,,,,,,"Corning, NY Micro Area","18500",,,,,,,,,,,,,,,,,"31000US18500",,,"Corning, NY Micro Area",91000,"Corning, NY Micro Area",1677
"G18580","2011-2015","US",,,,,,,,,,,,,,,,"Corpus Christi, TX Metro Area","18580",,,,,,,,,,,,,,,,,"31000US18580",,,"Corpus Christi, TX Metro Area",111500,"Corpus Christi, TX Metro Area",1649
"G18620","2011-2015","US",,,,,,,,,,,,,,,,"Corsicana, TX Micro Area","18620",,,,,,,,,,,,,,,,,"31000US18620",,,"Corsicana, TX Micro Area",81300,"Corsicana, TX Micro Area",3338
"G18660","2011-2015","US",,,,,,,,,,,,,,,,"Cortland, NY Micro Area","18660",,,,,,,,,,,,,,,,,"31000US18660",,,"Cortland, NY Micro Area",108200,"Cortland, NY Micro Area",2762
"G18700","2011-2015","US",,,,,,,,,,,,,,,,"Corvallis, OR Metro Area","18700",,,,,,,,,,,,,,,,,"31000US18700",,,"Corvallis, OR Metro Area",269700,"Corvallis, OR Metro Area",6344
"G18740","2011-2015","US",,,,,,,,,,,,,,,,"Coshocton, OH Micro Area","18740",,,,,,,,,,,,,,,,,"31000US18740",,,"Coshocton, OH Micro Area",96500,"Coshocton, OH Micro Area",3192
"G18780","2011-2015","US",,,,,,,,,,,,,,,,"Craig, CO Micro Area","18780",,,,,,,,,,,,,,,,,"31000US18780",,,"Craig, CO Micro Area",175800,"Craig, CO Micro Area",7507
"G18820","2011-2015","US",,,,,,,,,,,,,,,,"Crawfordsville, IN Micro Area","18820",,,,,,,,,,,,,,,,,"31000US18820",,,"Crawfordsville, IN Micro Area",110600,"Crawfordsville, IN Micro Area",3416
"G18860","2011-2015","US",,,,,,,,,,,,,,,,"Crescent City, CA Micro Area","18860",,,,,,,,,,,,,,,,,"31000US18860",,,"Crescent City, CA Micro Area",183700,"Crescent City, CA Micro Area",12929
"G18880","2011-2015","US",,,,,,,,,,,,,,,,"Crestview-Fort Walton Beach-Destin, FL Metro Area","18880",,,,,,,,,,,,,,,,,"31000US18880",,,"Crestview-Fort Walton Beach-Destin, FL Metro Area",182800,"Crestview-Fort Walton Beach-Destin, FL Metro Area",4496
"G18900","2011-2015","US",,,,,,,,,,,,,,,,"Crossville, TN Micro Area","18900",,,,,,,,,,,,,,,,,"31000US18900",,,"Crossville, TN Micro Area",139500,"Crossville, TN Micro Area",5775
"G18980","2011-2015","US",,,,,,,,,,,,,,,,"Cullman, AL Micro Area","18980",,,,,,,,,,,,,,,,,"31000US18980",,,"Cullman, AL Micro Area",115200,"Cullman, AL Micro Area",4582
"G19000","2011-2015","US",,,,,,,,,,,,,,,,"Cullowhee, NC Micro Area","19000",,,,,,,,,,,,,,,,,"31000US19000",,,"Cullowhee, NC Micro Area",171900,"Cullowhee, NC Micro Area",7879
"G19060","2011-2015","US",,,,,,,,,,,,,,,,"Cumberland, MD-WV Metro Area","19060",,,,,,,,,,,,,,,,,"31000US19060",,,"Cumberland, MD-WV Metro Area",120200,"Cumberland, MD-WV Metro Area",3379
"G19100","2011-2015","US",,,,,,,,,,,,,,,,"Dallas-Fort Worth-Arlington, TX Metro Area","19100",,,,,,,,,,,,,,,,,"31000US19100",,,"Dallas-Fort Worth-Arlington, TX Metro Area",156500,"Dallas-Fort Worth-Arlington, TX Metro Area",536
"G19140","2011-2015","US",,,,,,,,,,,,,,,,"Dalton, GA Metro Area","19140",,,,,,,,,,,,,,,,,"31000US19140",,,"Dalton, GA Metro Area",111700,"Dalton, GA Metro Area",3585
"G19180","2011-2015","US",,,,,,,,,,,,,,,,"Danville, IL Metro Area","19180",,,,,,,,,,,,,,,,,"31000US19180",,,"Danville, IL Metro Area",75800,"Danville, IL Metro Area",1802
"G19220","2011-2015","US",,,,,,,,,,,,,,,,"Danville, KY Micro Area","19220",,,,,,,,,,,,,,,,,"31000US19220",,,"Danville, KY Micro Area",109400,"Danville, KY Micro Area",3871
"G19260","2011-2015","US",,,,,,,,,,,,,,,,"Danville, VA Micro Area","19260",,,,,,,,,,,,,,,,,"31000US19260",,,"Danville, VA Micro Area",101900,"Danville, VA Micro Area",2827
"G19300","2011-2015","US",,,,,,,,,,,,,,,,"Daphne-Fairhope-Foley, AL Metro Area","19300",,,,,,,,,,,,,,,,,"31000US19300",,,"Daphne-Fairhope-Foley, AL Metro Area",169300,"Daphne-Fairhope-Foley, AL Metro Area",2933
"G19340","2011-2015","US",,,,,,,,,,,,,,,,"Davenport-Moline-Rock Island, IA-IL Metro Area","19340",,,,,,,,,,,,,,,,,"31000US19340",,,"Davenport-Moline-Rock Island, IA-IL Metro Area",125700,"Davenport-Moline-Rock Island, IA-IL Metro Area",1758
"G19380","2011-2015","US",,,,,,,,,,,,,,,,"Dayton, OH Metro Area","19380",,,,,,,,,,,,,,,,,"31000US19380",,,"Dayton, OH Metro Area",122600,"Dayton, OH Metro Area",1035
"G19420","2011-2015","US",,,,,,,,,,,,,,,,"Dayton, TN Micro Area","19420",,,,,,,,,,,,,,,,,"31000US19420",,,"Dayton, TN Micro Area",106400,"Dayton, TN Micro Area",8381
"G19460","2011-2015","US",,,,,,,,,,,,,,,,"Decatur, AL Metro Area","19460",,,,,,,,,,,,,,,,,"31000US19460",,,"Decatur, AL Metro Area",116300,"Decatur, AL Metro Area",3102
"G19500","2011-2015","US",,,,,,,,,,,,,,,,"Decatur, IL Metro Area","19500",,,,,,,,,,,,,,,,,"31000US19500",,,"Decatur, IL Metro Area",94900,"Decatur, IL Metro Area",2070
"G19540","2011-2015","US",,,,,,,,,,,,,,,,"Decatur, IN Micro Area","19540",,,,,,,,,,,,,,,,,"31000US19540",,,"Decatur, IN Micro Area",116900,"Decatur, IN Micro Area",4926
"G19580","2011-2015","US",,,,,,,,,,,,,,,,"Defiance, OH Micro Area","19580",,,,,,,,,,,,,,,,,"31000US19580",,,"Defiance, OH Micro Area",108900,"Defiance, OH Micro Area",2987
"G19620","2011-2015","US",,,,,,,,,,,,,,,,"Del Rio, TX Micro Area","19620",,,,,,,,,,,,,,,,,"31000US19620",,,"Del Rio, TX Micro Area",92400,"Del Rio, TX Micro Area",4351
"G19660","2011-2015","US",,,,,,,,,,,,,,,,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area","19660",,,,,,,,,,,,,,,,,"31000US19660",,,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",138900,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",1907
"G19700","2011-2015","US",,,,,,,,,,,,,,,,"Deming, NM Micro Area","19700",,,,,,,,,,,,,,,,,"31000US19700",,,"Deming, NM Micro Area",81900,"Deming, NM Micro Area",6908
"G19740","2011-2015","US",,,,,,,,,,,,,,,,"Denver-Aurora-Lakewood, CO Metro Area","19740",,,,,,,,,,,,,,,,,"31000US19740",,,"Denver-Aurora-Lakewood, CO Metro Area",267000,"Denver-Aurora-Lakewood, CO Metro Area",1072
"G19760","2011-2015","US",,,,,,,,,,,,,,,,"DeRidder, LA Micro Area","19760",,,,,,,,,,,,,,,,,"31000US19760",,,"DeRidder, LA Micro Area",104100,"DeRidder, LA Micro Area",12486
"G19780","2011-2015","US",,,,,,,,,,,,,,,,"Des Moines-West Des Moines, IA Metro Area","19780",,,,,,,,,,,,,,,,,"31000US19780",,,"Des Moines-West Des Moines, IA Metro Area",160100,"Des Moines-West Des Moines, IA Metro Area",1291
"G19820","2011-2015","US",,,,,,,,,,,,,,,,"Detroit-Warren-Dearborn, MI Metro Area","19820",,,,,,,,,,,,,,,,,"31000US19820",,,"Detroit-Warren-Dearborn, MI Metro Area",127500,"Detroit-Warren-Dearborn, MI Metro Area",744
"G19860","2011-2015","US",,,,,,,,,,,,,,,,"Dickinson, ND Micro Area","19860",,,,,,,,,,,,,,,,,"31000US19860",,,"Dickinson, ND Micro Area",206200,"Dickinson, ND Micro Area",6933
"G19940","2011-2015","US",,,,,,,,,,,,,,,,"Dixon, IL Micro Area","19940",,,,,,,,,,,,,,,,,"31000US19940",,,"Dixon, IL Micro Area",113600,"Dixon, IL Micro Area",4148
"G19980","2011-2015","US",,,,,,,,,,,,,,,,"Dodge City, KS Micro Area","19980",,,,,,,,,,,,,,,,,"31000US19980",,,"Dodge City, KS Micro Area",99500,"Dodge City, KS Micro Area",6365
"G20020","2011-2015","US",,,,,,,,,,,,,,,,"Dothan, AL Metro Area","20020",,,,,,,,,,,,,,,,,"31000US20020",,,"Dothan, AL Metro Area",108700,"Dothan, AL Metro Area",2366
"G20060","2011-2015","US",,,,,,,,,,,,,,,,"Douglas, GA Micro Area","20060",,,,,,,,,,,,,,,,,"31000US20060",,,"Douglas, GA Micro Area",83400,"Douglas, GA Micro Area",5059
"G20100","2011-2015","US",,,,,,,,,,,,,,,,"Dover, DE Metro Area","20100",,,,,,,,,,,,,,,,,"31000US20100",,,"Dover, DE Metro Area",200500,"Dover, DE Metro Area",3818
"G20140","2011-2015","US",,,,,,,,,,,,,,,,"Dublin, GA Micro Area","20140",,,,,,,,,,,,,,,,,"31000US20140",,,"Dublin, GA Micro Area",80400,"Dublin, GA Micro Area",3213
"G20180","2011-2015","US",,,,,,,,,,,,,,,,"DuBois, PA Micro Area","20180",,,,,,,,,,,,,,,,,"31000US20180",,,"DuBois, PA Micro Area",87300,"DuBois, PA Micro Area",1865
"G20220","2011-2015","US",,,,,,,,,,,,,,,,"Dubuque, IA Metro Area","20220",,,,,,,,,,,,,,,,,"31000US20220",,,"Dubuque, IA Metro Area",149400,"Dubuque, IA Metro Area",2259
"G20260","2011-2015","US",,,,,,,,,,,,,,,,"Duluth, MN-WI Metro Area","20260",,,,,,,,,,,,,,,,,"31000US20260",,,"Duluth, MN-WI Metro Area",141000,"Duluth, MN-WI Metro Area",1747
"G20300","2011-2015","US",,,,,,,,,,,,,,,,"Dumas, TX Micro Area","20300",,,,,,,,,,,,,,,,,"31000US20300",,,"Dumas, TX Micro Area",93000,"Dumas, TX Micro Area",7417
"G20340","2011-2015","US",,,,,,,,,,,,,,,,"Duncan, OK Micro Area","20340",,,,,,,,,,,,,,,,,"31000US20340",,,"Duncan, OK Micro Area",98400,"Duncan, OK Micro Area",3935
"G20380","2011-2015","US",,,,,,,,,,,,,,,,"Dunn, NC Micro Area","20380",,,,,,,,,,,,,,,,,"31000US20380",,,"Dunn, NC Micro Area",135400,"Dunn, NC Micro Area",3402
"G20420","2011-2015","US",,,,,,,,,,,,,,,,"Durango, CO Micro Area","20420",,,,,,,,,,,,,,,,,"31000US20420",,,"Durango, CO Micro Area",332700,"Durango, CO Micro Area",7205
"G20460","2011-2015","US",,,,,,,,,,,,,,,,"Durant, OK Micro Area","20460",,,,,,,,,,,,,,,,,"31000US20460",,,"Durant, OK Micro Area",90100,"Durant, OK Micro Area",4098
"G20500","2011-2015","US",,,,,,,,,,,,,,,,"Durham-Chapel Hill, NC Metro Area","20500",,,,,,,,,,,,,,,,,"31000US20500",,,"Durham-Chapel Hill, NC Metro Area",197600,"Durham-Chapel Hill, NC Metro Area",2836
"G20540","2011-2015","US",,,,,,,,,,,,,,,,"Dyersburg, TN Micro Area","20540",,,,,,,,,,,,,,,,,"31000US20540",,,"Dyersburg, TN Micro Area",98800,"Dyersburg, TN Micro Area",4887
"G20580","2011-2015","US",,,,,,,,,,,,,,,,"Eagle Pass, TX Micro Area","20580",,,,,,,,,,,,,,,,,"31000US20580",,,"Eagle Pass, TX Micro Area",88700,"Eagle Pass, TX Micro Area",3782
"G20660","2011-2015","US",,,,,,,,,,,,,,,,"Easton, MD Micro Area","20660",,,,,,,,,,,,,,,,,"31000US20660",,,"Easton, MD Micro Area",319500,"Easton, MD Micro Area",11970
"G20700","2011-2015","US",,,,,,,,,,,,,,,,"East Stroudsburg, PA Metro Area","20700",,,,,,,,,,,,,,,,,"31000US20700",,,"East Stroudsburg, PA Metro Area",174500,"East Stroudsburg, PA Metro Area",3522
"G20740","2011-2015","US",,,,,,,,,,,,,,,,"Eau Claire, WI Metro Area","20740",,,,,,,,,,,,,,,,,"31000US20740",,,"Eau Claire, WI Metro Area",150600,"Eau Claire, WI Metro Area",2327
"G20780","2011-2015","US",,,,,,,,,,,,,,,,"Edwards, CO Micro Area","20780",,,,,,,,,,,,,,,,,"31000US20780",,,"Edwards, CO Micro Area",419400,"Edwards, CO Micro Area",23001
"G20820","2011-2015","US",,,,,,,,,,,,,,,,"Effingham, IL Micro Area","20820",,,,,,,,,,,,,,,,,"31000US20820",,,"Effingham, IL Micro Area",128200,"Effingham, IL Micro Area",5419
"G20900","2011-2015","US",,,,,,,,,,,,,,,,"El Campo, TX Micro Area","20900",,,,,,,,,,,,,,,,,"31000US20900",,,"El Campo, TX Micro Area",102300,"El Campo, TX Micro Area",7312
"G20940","2011-2015","US",,,,,,,,,,,,,,,,"El Centro, CA Metro Area","20940",,,,,,,,,,,,,,,,,"31000US20940",,,"El Centro, CA Metro Area",151600,"El Centro, CA Metro Area",3755
"G20980","2011-2015","US",,,,,,,,,,,,,,,,"El Dorado, AR Micro Area","20980",,,,,,,,,,,,,,,,,"31000US20980",,,"El Dorado, AR Micro Area",74600,"El Dorado, AR Micro Area",4456
"G21020","2011-2015","US",,,,,,,,,,,,,,,,"Elizabeth City, NC Micro Area","21020",,,,,,,,,,,,,,,,,"31000US21020",,,"Elizabeth City, NC Micro Area",167300,"Elizabeth City, NC Micro Area",5394
"G21060","2011-2015","US",,,,,,,,,,,,,,,,"Elizabethtown-Fort Knox, KY Metro Area","21060",,,,,,,,,,,,,,,,,"31000US21060",,,"Elizabethtown-Fort Knox, KY Metro Area",137600,"Elizabethtown-Fort Knox, KY Metro Area",3309
"G21120","2011-2015","US",,,,,,,,,,,,,,,,"Elk City, OK Micro Area","21120",,,,,,,,,,,,,,,,,"31000US21120",,,"Elk City, OK Micro Area",122400,"Elk City, OK Micro Area",11106
"G21140","2011-2015","US",,,,,,,,,,,,,,,,"Elkhart-Goshen, IN Metro Area","21140",,,,,,,,,,,,,,,,,"31000US21140",,,"Elkhart-Goshen, IN Metro Area",124000,"Elkhart-Goshen, IN Metro Area",2227
"G21180","2011-2015","US",,,,,,,,,,,,,,,,"Elkins, WV Micro Area","21180",,,,,,,,,,,,,,,,,"31000US21180",,,"Elkins, WV Micro Area",101200,"Elkins, WV Micro Area",6529
"G21220","2011-2015","US",,,,,,,,,,,,,,,,"Elko, NV Micro Area","21220",,,,,,,,,,,,,,,,,"31000US21220",,,"Elko, NV Micro Area",181000,"Elko, NV Micro Area",9621
"G21260","2011-2015","US",,,,,,,,,,,,,,,,"Ellensburg, WA Micro Area","21260",,,,,,,,,,,,,,,,,"31000US21260",,,"Ellensburg, WA Micro Area",242900,"Ellensburg, WA Micro Area",9257
"G21300","2011-2015","US",,,,,,,,,,,,,,,,"Elmira, NY Metro Area","21300",,,,,,,,,,,,,,,,,"31000US21300",,,"Elmira, NY Metro Area",100400,"Elmira, NY Metro Area",2657
"G21340","2011-2015","US",,,,,,,,,,,,,,,,"El Paso, TX Metro Area","21340",,,,,,,,,,,,,,,,,"31000US21340",,,"El Paso, TX Metro Area",113600,"El Paso, TX Metro Area",913
"G21380","2011-2015","US",,,,,,,,,,,,,,,,"Emporia, KS Micro Area","21380",,,,,,,,,,,,,,,,,"31000US21380",,,"Emporia, KS Micro Area",93400,"Emporia, KS Micro Area",3284
"G21420","2011-2015","US",,,,,,,,,,,,,,,,"Enid, OK Micro Area","21420",,,,,,,,,,,,,,,,,"31000US21420",,,"Enid, OK Micro Area",96900,"Enid, OK Micro Area",3147
"G21460","2011-2015","US",,,,,,,,,,,,,,,,"Enterprise, AL Micro Area","21460",,,,,,,,,,,,,,,,,"31000US21460",,,"Enterprise, AL Micro Area",142400,"Enterprise, AL Micro Area",7046
"G21500","2011-2015","US",,,,,,,,,,,,,,,,"Erie, PA Metro Area","21500",,,,,,,,,,,,,,,,,"31000US21500",,,"Erie, PA Metro Area",118200,"Erie, PA Metro Area",1525
"G21540","2011-2015","US",,,,,,,,,,,,,,,,"Escanaba, MI Micro Area","21540",,,,,,,,,,,,,,,,,"31000US21540",,,"Escanaba, MI Micro Area",101900,"Escanaba, MI Micro Area",3335
"G21580","2011-2015","US",,,,,,,,,,,,,,,,"Española, NM Micro Area","21580",,,,,,,,,,,,,,,,,"31000US21580",,,"Española, NM Micro Area",155900,"Española, NM Micro Area",7997
"G21660","2011-2015","US",,,,,,,,,,,,,,,,"Eugene, OR Metro Area","21660",,,,,,,,,,,,,,,,,"31000US21660",,,"Eugene, OR Metro Area",215300,"Eugene, OR Metro Area",2425
"G21700","2011-2015","US",,,,,,,,,,,,,,,,"Eureka-Arcata-Fortuna, CA Micro Area","21700",,,,,,,,,,,,,,,,,"31000US21700",,,"Eureka-Arcata-Fortuna, CA Micro Area",279300,"Eureka-Arcata-Fortuna, CA Micro Area",4539
"G21740","2011-2015","US",,,,,,,,,,,,,,,,"Evanston, WY Micro Area","21740",,,,,,,,,,,,,,,,,"31000US21740",,,"Evanston, WY Micro Area",176700,"Evanston, WY Micro Area",11865
"G21780","2011-2015","US",,,,,,,,,,,,,,,,"Evansville, IN-KY Metro Area","21780",,,,,,,,,,,,,,,,,"31000US21780",,,"Evansville, IN-KY Metro Area",123400,"Evansville, IN-KY Metro Area",2111
"G21820","2011-2015","US",,,,,,,,,,,,,,,,"Fairbanks, AK Metro Area","21820",,,,,,,,,,,,,,,,,"31000US21820",,,"Fairbanks, AK Metro Area",218100,"Fairbanks, AK Metro Area",6608
"G21840","2011-2015","US",,,,,,,,,,,,,,,,"Fairfield, IA Micro Area","21840",,,,,,,,,,,,,,,,,"31000US21840",,,"Fairfield, IA Micro Area",101000,"Fairfield, IA Micro Area",10255
"G21900","2011-2015","US",,,,,,,,,,,,,,,,"Fairmont, WV Micro Area","21900",,,,,,,,,,,,,,,,,"31000US21900",,,"Fairmont, WV Micro Area",99800,"Fairmont, WV Micro Area",4639
"G21980","2011-2015","US",,,,,,,,,,,,,,,,"Fallon, NV Micro Area","21980",,,,,,,,,,,,,,,,,"31000US21980",,,"Fallon, NV Micro Area",151000,"Fallon, NV Micro Area",7737
"G22020","2011-2015","US",,,,,,,,,,,,,,,,"Fargo, ND-MN Metro Area","22020",,,,,,,,,,,,,,,,,"31000US22020",,,"Fargo, ND-MN Metro Area",167700,"Fargo, ND-MN Metro Area",2110
"G22060","2011-2015","US",,,,,,,,,,,,,,,,"Faribault-Northfield, MN Micro Area","22060",,,,,,,,,,,,,,,,,"31000US22060",,,"Faribault-Northfield, MN Micro Area",185200,"Faribault-Northfield, MN Micro Area",4613
"G22100","2011-2015","US",,,,,,,,,,,,,,,,"Farmington, MO Micro Area","22100",,,,,,,,,,,,,,,,,"31000US22100",,,"Farmington, MO Micro Area",103500,"Farmington, MO Micro Area",6939
"G22140","2011-2015","US",,,,,,,,,,,,,,,,"Farmington, NM Metro Area","22140",,,,,,,,,,,,,,,,,"31000US22140",,,"Farmington, NM Metro Area",145400,"Farmington, NM Metro Area",5633
"G22180","2011-2015","US",,,,,,,,,,,,,,,,"Fayetteville, NC Metro Area","22180",,,,,,,,,,,,,,,,,"31000US22180",,,"Fayetteville, NC Metro Area",131000,"Fayetteville, NC Metro Area",2150
"G22220","2011-2015","US",,,,,,,,,,,,,,,,"Fayetteville-Springdale-Rogers, AR-MO Metro Area","22220",,,,,,,,,,,,,,,,,"31000US22220",,,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",146800,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",1967
"G22260","2011-2015","US",,,,,,,,,,,,,,,,"Fergus Falls, MN Micro Area","22260",,,,,,,,,,,,,,,,,"31000US22260",,,"Fergus Falls, MN Micro Area",164900,"Fergus Falls, MN Micro Area",3050
"G22280","2011-2015","US",,,,,,,,,,,,,,,,"Fernley, NV Micro Area","22280",,,,,,,,,,,,,,,,,"31000US22280",,,"Fernley, NV Micro Area",131700,"Fernley, NV Micro Area",4798
"G22300","2011-2015","US",,,,,,,,,,,,,,,,"Findlay, OH Micro Area","22300",,,,,,,,,,,,,,,,,"31000US22300",,,"Findlay, OH Micro Area",127100,"Findlay, OH Micro Area",4490
"G22340","2011-2015","US",,,,,,,,,,,,,,,,"Fitzgerald, GA Micro Area","22340",,,,,,,,,,,,,,,,,"31000US22340",,,"Fitzgerald, GA Micro Area",80900,"Fitzgerald, GA Micro Area",4208
"G22380","2011-2015","US",,,,,,,,,,,,,,,,"Flagstaff, AZ Metro Area","22380",,,,,,,,,,,,,,,,,"31000US22380",,,"Flagstaff, AZ Metro Area",219300,"Flagstaff, AZ Metro Area",6216
"G22420","2011-2015","US",,,,,,,,,,,,,,,,"Flint, MI Metro Area","22420",,,,,,,,,,,,,,,,,"31000US22420",,,"Flint, MI Metro Area",88500,"Flint, MI Metro Area",1104
"G22500","2011-2015","US",,,,,,,,,,,,,,,,"Florence, SC Metro Area","22500",,,,,,,,,,,,,,,,,"31000US22500",,,"Florence, SC Metro Area",109000,"Florence, SC Metro Area",2872
"G22520","2011-2015","US",,,,,,,,,,,,,,,,"Florence-Muscle Shoals, AL Metro Area","22520",,,,,,,,,,,,,,,,,"31000US22520",,,"Florence-Muscle Shoals, AL Metro Area",112300,"Florence-Muscle Shoals, AL Metro Area",2946
"G22540","2011-2015","US",,,,,,,,,,,,,,,,"Fond du Lac, WI Metro Area","22540",,,,,,,,,,,,,,,,,"31000US22540",,,"Fond du Lac, WI Metro Area",146100,"Fond du Lac, WI Metro Area",2354
"G22580","2011-2015","US",,,,,,,,,,,,,,,,"Forest City, NC Micro Area","22580",,,,,,,,,,,,,,,,,"31000US22580",,,"Forest City, NC Micro Area",106600,"Forest City, NC Micro Area",4354
"G22620","2011-2015","US",,,,,,,,,,,,,,,,"Forrest City, AR Micro Area","22620",,,,,,,,,,,,,,,,,"31000US22620",,,"Forrest City, AR Micro Area",60800,"Forrest City, AR Micro Area",4336
"G22660","2011-2015","US",,,,,,,,,,,,,,,,"Fort Collins, CO Metro Area","22660",,,,,,,,,,,,,,,,,"31000US22660",,,"Fort Collins, CO Metro Area",263400,"Fort Collins, CO Metro Area",2806
"G22700","2011-2015","US",,,,,,,,,,,,,,,,"Fort Dodge, IA Micro Area","22700",,,,,,,,,,,,,,,,,"31000US22700",,,"Fort Dodge, IA Micro Area",85900,"Fort Dodge, IA Micro Area",3114
"G22780","2011-2015","US",,,,,,,,,,,,,,,,"Fort Leonard Wood, MO Micro Area","22780",,,,,,,,,,,,,,,,,"31000US22780",,,"Fort Leonard Wood, MO Micro Area",129800,"Fort Leonard Wood, MO Micro Area",9695
"G22800","2011-2015","US",,,,,,,,,,,,,,,,"Fort Madison-Keokuk, IA-IL-MO Micro Area","22800",,,,,,,,,,,,,,,,,"31000US22800",,,"Fort Madison-Keokuk, IA-IL-MO Micro Area",84600,"Fort Madison-Keokuk, IA-IL-MO Micro Area",1726
"G22820","2011-2015","US",,,,,,,,,,,,,,,,"Fort Morgan, CO Micro Area","22820",,,,,,,,,,,,,,,,,"31000US22820",,,"Fort Morgan, CO Micro Area",145500,"Fort Morgan, CO Micro Area",6709
"G22860","2011-2015","US",,,,,,,,,,,,,,,,"Fort Polk South, LA Micro Area","22860",,,,,,,,,,,,,,,,,"31000US22860",,,"Fort Polk South, LA Micro Area",98000,"Fort Polk South, LA Micro Area",4915
