GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADRWE001,NAME_M,ADRWM001
"G42300","2011-2015","US",,,,,,,,,,,,,,,,"Sault Ste. Marie, MI Micro Area","42300",,,,,,,,,,,,,,,,,"31000US42300",,,"Sault Ste. Marie, MI Micro Area",106300,"Sault Ste. Marie, MI Micro Area",3683
"G42340","2011-2015","US",,,,,,,,,,,,,,,,"Savannah, GA Metro Area","42340",,,,,,,,,,,,,,,,,"31000US42340",,,"Savannah, GA Metro Area",168800,"Savannah, GA Metro Area",2094
"G42380","2011-2015","US",,,,,,,,,,,,,,,,"Sayre, PA Micro Area","42380",,,,,,,,,,,,,,,,,"31000US42380",,,"Sayre, PA Micro Area",135900,"Sayre, PA Micro Area",4899
"G42420","2011-2015","US",,,,,,,,,,,,,,,,"Scottsbluff, NE Micro Area","42420",,,,,,,,,,,,,,,,,"31000US42420",,,"Scottsbluff, NE Micro Area",107400,"Scottsbluff, NE Micro Area",5133
"G42460","2011-2015","US",,,,,,,,,,,,,,,,"Scottsboro, AL Micro Area","42460",,,,,,,,,,,,,,,,,"31000US42460",,,"Scottsboro, AL Micro Area",98900,"Scottsboro, AL Micro Area",4035
"G42540","2011-2015","US",,,,,,,,,,,,,,,,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area","42540",,,,,,,,,,,,,,,,,"31000US42540",,,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",133000,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",1567
"G42620","2011-2015","US",,,,,,,,,,,,,,,,"Searcy, AR Micro Area","42620",,,,,,,,,,,,,,,,,"31000US42620",,,"Searcy, AR Micro Area",108800,"Searcy, AR Micro Area",6082
"G42660","2011-2015","US",,,,,,,,,,,,,,,,"Seattle-Tacoma-Bellevue, WA Metro Area","42660",,,,,,,,,,,,,,,,,"31000US42660",,,"Seattle-Tacoma-Bellevue, WA Metro Area",321400,"Seattle-Tacoma-Bellevue, WA Metro Area",1277
"G42680","2011-2015","US",,,,,,,,,,,,,,,,"Sebastian-Vero Beach, FL Metro Area","42680",,,,,,,,,,,,,,,,,"31000US42680",,,"Sebastian-Vero Beach, FL Metro Area",157800,"Sebastian-Vero Beach, FL Metro Area",3696
"G42700","2011-2015","US",,,,,,,,,,,,,,,,"Sebring, FL Metro Area","42700",,,,,,,,,,,,,,,,,"31000US42700",,,"Sebring, FL Metro Area",85200,"Sebring, FL Metro Area",2897
"G42740","2011-2015","US",,,,,,,,,,,,,,,,"Sedalia, MO Micro Area","42740",,,,,,,,,,,,,,,,,"31000US42740",,,"Sedalia, MO Micro Area",101400,"Sedalia, MO Micro Area",4396
"G42780","2011-2015","US",,,,,,,,,,,,,,,,"Selinsgrove, PA Micro Area","42780",,,,,,,,,,,,,,,,,"31000US42780",,,"Selinsgrove, PA Micro Area",144700,"Selinsgrove, PA Micro Area",4181
"G42820","2011-2015","US",,,,,,,,,,,,,,,,"Selma, AL Micro Area","42820",,,,,,,,,,,,,,,,,"31000US42820",,,"Selma, AL Micro Area",81500,"Selma, AL Micro Area",3586
"G42860","2011-2015","US",,,,,,,,,,,,,,,,"Seneca, SC Micro Area","42860",,,,,,,,,,,,,,,,,"31000US42860",,,"Seneca, SC Micro Area",147000,"Seneca, SC Micro Area",7180
"G42900","2011-2015","US",,,,,,,,,,,,,,,,"Seneca Falls, NY Micro Area","42900",,,,,,,,,,,,,,,,,"31000US42900",,,"Seneca Falls, NY Micro Area",97000,"Seneca Falls, NY Micro Area",3147
"G42940","2011-2015","US",,,,,,,,,,,,,,,,"Sevierville, TN Micro Area","42940",,,,,,,,,,,,,,,,,"31000US42940",,,"Sevierville, TN Micro Area",159000,"Sevierville, TN Micro Area",4627
"G42980","2011-2015","US",,,,,,,,,,,,,,,,"Seymour, IN Micro Area","42980",,,,,,,,,,,,,,,,,"31000US42980",,,"Seymour, IN Micro Area",112200,"Seymour, IN Micro Area",4053
"G43020","2011-2015","US",,,,,,,,,,,,,,,,"Shawano, WI Micro Area","43020",,,,,,,,,,,,,,,,,"31000US43020",,,"Shawano, WI Micro Area",128300,"Shawano, WI Micro Area",2649
"G43060","2011-2015","US",,,,,,,,,,,,,,,,"Shawnee, OK Micro Area","43060",,,,,,,,,,,,,,,,,"31000US43060",,,"Shawnee, OK Micro Area",102700,"Shawnee, OK Micro Area",3443
"G43100","2011-2015","US",,,,,,,,,,,,,,,,"Sheboygan, WI Metro Area","43100",,,,,,,,,,,,,,,,,"31000US43100",,,"Sheboygan, WI Metro Area",148200,"Sheboygan, WI Metro Area",1887
"G43140","2011-2015","US",,,,,,,,,,,,,,,,"Shelby, NC Micro Area","43140",,,,,,,,,,,,,,,,,"31000US43140",,,"Shelby, NC Micro Area",104400,"Shelby, NC Micro Area",2941
"G43180","2011-2015","US",,,,,,,,,,,,,,,,"Shelbyville, TN Micro Area","43180",,,,,,,,,,,,,,,,,"31000US43180",,,"Shelbyville, TN Micro Area",115700,"Shelbyville, TN Micro Area",4563
"G43220","2011-2015","US",,,,,,,,,,,,,,,,"Shelton, WA Micro Area","43220",,,,,,,,,,,,,,,,,"31000US43220",,,"Shelton, WA Micro Area",204300,"Shelton, WA Micro Area",9366
"G43260","2011-2015","US",,,,,,,,,,,,,,,,"Sheridan, WY Micro Area","43260",,,,,,,,,,,,,,,,,"31000US43260",,,"Sheridan, WY Micro Area",228000,"Sheridan, WY Micro Area",9750
"G43300","2011-2015","US",,,,,,,,,,,,,,,,"Sherman-Denison, TX Metro Area","43300",,,,,,,,,,,,,,,,,"31000US43300",,,"Sherman-Denison, TX Metro Area",107000,"Sherman-Denison, TX Metro Area",2950
"G43320","2011-2015","US",,,,,,,,,,,,,,,,"Show Low, AZ Micro Area","43320",,,,,,,,,,,,,,,,,"31000US43320",,,"Show Low, AZ Micro Area",104400,"Show Low, AZ Micro Area",5358
"G43340","2011-2015","US",,,,,,,,,,,,,,,,"Shreveport-Bossier City, LA Metro Area","43340",,,,,,,,,,,,,,,,,"31000US43340",,,"Shreveport-Bossier City, LA Metro Area",127600,"Shreveport-Bossier City, LA Metro Area",3106
"G43380","2011-2015","US",,,,,,,,,,,,,,,,"Sidney, OH Micro Area","43380",,,,,,,,,,,,,,,,,"31000US43380",,,"Sidney, OH Micro Area",130000,"Sidney, OH Micro Area",4354
"G43420","2011-2015","US",,,,,,,,,,,,,,,,"Sierra Vista-Douglas, AZ Metro Area","43420",,,,,,,,,,,,,,,,,"31000US43420",,,"Sierra Vista-Douglas, AZ Metro Area",143900,"Sierra Vista-Douglas, AZ Metro Area",5108
"G43460","2011-2015","US",,,,,,,,,,,,,,,,"Sikeston, MO Micro Area","43460",,,,,,,,,,,,,,,,,"31000US43460",,,"Sikeston, MO Micro Area",94300,"Sikeston, MO Micro Area",4608
"G43500","2011-2015","US",,,,,,,,,,,,,,,,"Silver City, NM Micro Area","43500",,,,,,,,,,,,,,,,,"31000US43500",,,"Silver City, NM Micro Area",132800,"Silver City, NM Micro Area",11886
"G43580","2011-2015","US",,,,,,,,,,,,,,,,"Sioux City, IA-NE-SD Metro Area","43580",,,,,,,,,,,,,,,,,"31000US43580",,,"Sioux City, IA-NE-SD Metro Area",110900,"Sioux City, IA-NE-SD Metro Area",2108
"G43620","2011-2015","US",,,,,,,,,,,,,,,,"Sioux Falls, SD Metro Area","43620",,,,,,,,,,,,,,,,,"31000US43620",,,"Sioux Falls, SD Metro Area",160300,"Sioux Falls, SD Metro Area",1291
"G43660","2011-2015","US",,,,,,,,,,,,,,,,"Snyder, TX Micro Area","43660",,,,,,,,,,,,,,,,,"31000US43660",,,"Snyder, TX Micro Area",89100,"Snyder, TX Micro Area",7931
"G43700","2011-2015","US",,,,,,,,,,,,,,,,"Somerset, KY Micro Area","43700",,,,,,,,,,,,,,,,,"31000US43700",,,"Somerset, KY Micro Area",106800,"Somerset, KY Micro Area",5231
"G43740","2011-2015","US",,,,,,,,,,,,,,,,"Somerset, PA Micro Area","43740",,,,,,,,,,,,,,,,,"31000US43740",,,"Somerset, PA Micro Area",98800,"Somerset, PA Micro Area",1794
"G43760","2011-2015","US",,,,,,,,,,,,,,,,"Sonora, CA Micro Area","43760",,,,,,,,,,,,,,,,,"31000US43760",,,"Sonora, CA Micro Area",259300,"Sonora, CA Micro Area",9474
"G43780","2011-2015","US",,,,,,,,,,,,,,,,"South Bend-Mishawaka, IN-MI Metro Area","43780",,,,,,,,,,,,,,,,,"31000US43780",,,"South Bend-Mishawaka, IN-MI Metro Area",116100,"South Bend-Mishawaka, IN-MI Metro Area",1572
"G43900","2011-2015","US",,,,,,,,,,,,,,,,"Spartanburg, SC Metro Area","43900",,,,,,,,,,,,,,,,,"31000US43900",,,"Spartanburg, SC Metro Area",118200,"Spartanburg, SC Metro Area",1795
"G43940","2011-2015","US",,,,,,,,,,,,,,,,"Spearfish, SD Micro Area","43940",,,,,,,,,,,,,,,,,"31000US43940",,,"Spearfish, SD Micro Area",180100,"Spearfish, SD Micro Area",11835
"G43980","2011-2015","US",,,,,,,,,,,,,,,,"Spencer, IA Micro Area","43980",,,,,,,,,,,,,,,,,"31000US43980",,,"Spencer, IA Micro Area",110500,"Spencer, IA Micro Area",6945
"G44020","2011-2015","US",,,,,,,,,,,,,,,,"Spirit Lake, IA Micro Area","44020",,,,,,,,,,,,,,,,,"31000US44020",,,"Spirit Lake, IA Micro Area",167800,"Spirit Lake, IA Micro Area",9973
"G44060","2011-2015","US",,,,,,,,,,,,,,,,"Spokane-Spokane Valley, WA Metro Area","44060",,,,,,,,,,,,,,,,,"31000US44060",,,"Spokane-Spokane Valley, WA Metro Area",182200,"Spokane-Spokane Valley, WA Metro Area",2005
"G44100","2011-2015","US",,,,,,,,,,,,,,,,"Springfield, IL Metro Area","44100",,,,,,,,,,,,,,,,,"31000US44100",,,"Springfield, IL Metro Area",130700,"Springfield, IL Metro Area",1783
"G44140","2011-2015","US",,,,,,,,,,,,,,,,"Springfield, MA Metro Area","44140",,,,,,,,,,,,,,,,,"31000US44140",,,"Springfield, MA Metro Area",214100,"Springfield, MA Metro Area",2007
"G44180","2011-2015","US",,,,,,,,,,,,,,,,"Springfield, MO Metro Area","44180",,,,,,,,,,,,,,,,,"31000US44180",,,"Springfield, MO Metro Area",129500,"Springfield, MO Metro Area",1376
"G44220","2011-2015","US",,,,,,,,,,,,,,,,"Springfield, OH Metro Area","44220",,,,,,,,,,,,,,,,,"31000US44220",,,"Springfield, OH Metro Area",103600,"Springfield, OH Metro Area",2108
"G44260","2011-2015","US",,,,,,,,,,,,,,,,"Starkville, MS Micro Area","44260",,,,,,,,,,,,,,,,,"31000US44260",,,"Starkville, MS Micro Area",142100,"Starkville, MS Micro Area",11023
"G44300","2011-2015","US",,,,,,,,,,,,,,,,"State College, PA Metro Area","44300",,,,,,,,,,,,,,,,,"31000US44300",,,"State College, PA Metro Area",197200,"State College, PA Metro Area",4271
"G44340","2011-2015","US",,,,,,,,,,,,,,,,"Statesboro, GA Micro Area","44340",,,,,,,,,,,,,,,,,"31000US44340",,,"Statesboro, GA Micro Area",129700,"Statesboro, GA Micro Area",5836
"G44420","2011-2015","US",,,,,,,,,,,,,,,,"Staunton-Waynesboro, VA Metro Area","44420",,,,,,,,,,,,,,,,,"31000US44420",,,"Staunton-Waynesboro, VA Metro Area",183400,"Staunton-Waynesboro, VA Metro Area",3488
"G44460","2011-2015","US",,,,,,,,,,,,,,,,"Steamboat Springs, CO Micro Area","44460",,,,,,,,,,,,,,,,,"31000US44460",,,"Steamboat Springs, CO Micro Area",394600,"Steamboat Springs, CO Micro Area",23739
"G44500","2011-2015","US",,,,,,,,,,,,,,,,"Stephenville, TX Micro Area","44500",,,,,,,,,,,,,,,,,"31000US44500",,,"Stephenville, TX Micro Area",121700,"Stephenville, TX Micro Area",9786
"G44540","2011-2015","US",,,,,,,,,,,,,,,,"Sterling, CO Micro Area","44540",,,,,,,,,,,,,,,,,"31000US44540",,,"Sterling, CO Micro Area",124700,"Sterling, CO Micro Area",7910
"G44580","2011-2015","US",,,,,,,,,,,,,,,,"Sterling, IL Micro Area","44580",,,,,,,,,,,,,,,,,"31000US44580",,,"Sterling, IL Micro Area",99200,"Sterling, IL Micro Area",2606
"G44620","2011-2015","US",,,,,,,,,,,,,,,,"Stevens Point, WI Micro Area","44620",,,,,,,,,,,,,,,,,"31000US44620",,,"Stevens Point, WI Micro Area",151700,"Stevens Point, WI Micro Area",2542
"G44660","2011-2015","US",,,,,,,,,,,,,,,,"Stillwater, OK Micro Area","44660",,,,,,,,,,,,,,,,,"31000US44660",,,"Stillwater, OK Micro Area",135600,"Stillwater, OK Micro Area",4994
"G44700","2011-2015","US",,,,,,,,,,,,,,,,"Stockton-Lodi, CA Metro Area","44700",,,,,,,,,,,,,,,,,"31000US44700",,,"Stockton-Lodi, CA Metro Area",223000,"Stockton-Lodi, CA Metro Area",2709
"G44740","2011-2015","US",,,,,,,,,,,,,,,,"Storm Lake, IA Micro Area","44740",,,,,,,,,,,,,,,,,"31000US44740",,,"Storm Lake, IA Micro Area",103900,"Storm Lake, IA Micro Area",5243
"G44780","2011-2015","US",,,,,,,,,,,,,,,,"Sturgis, MI Micro Area","44780",,,,,,,,,,,,,,,,,"31000US44780",,,"Sturgis, MI Micro Area",105900,"Sturgis, MI Micro Area",3436
"G44860","2011-2015","US",,,,,,,,,,,,,,,,"Sulphur Springs, TX Micro Area","44860",,,,,,,,,,,,,,,,,"31000US44860",,,"Sulphur Springs, TX Micro Area",92800,"Sulphur Springs, TX Micro Area",4904
"G44900","2011-2015","US",,,,,,,,,,,,,,,,"Summerville, GA Micro Area","44900",,,,,,,,,,,,,,,,,"31000US44900",,,"Summerville, GA Micro Area",63900,"Summerville, GA Micro Area",6967
"G44920","2011-2015","US",,,,,,,,,,,,,,,,"Summit Park, UT Micro Area","44920",,,,,,,,,,,,,,,,,"31000US44920",,,"Summit Park, UT Micro Area",497300,"Summit Park, UT Micro Area",22570
"G44940","2011-2015","US",,,,,,,,,,,,,,,,"Sumter, SC Metro Area","44940",,,,,,,,,,,,,,,,,"31000US44940",,,"Sumter, SC Metro Area",107100,"Sumter, SC Metro Area",4328
"G44980","2011-2015","US",,,,,,,,,,,,,,,,"Sunbury, PA Micro Area","44980",,,,,,,,,,,,,,,,,"31000US44980",,,"Sunbury, PA Micro Area",104300,"Sunbury, PA Micro Area",3921
"G45000","2011-2015","US",,,,,,,,,,,,,,,,"Susanville, CA Micro Area","45000",,,,,,,,,,,,,,,,,"31000US45000",,,"Susanville, CA Micro Area",172900,"Susanville, CA Micro Area",7331
"G45020","2011-2015","US",,,,,,,,,,,,,,,,"Sweetwater, TX Micro Area","45020",,,,,,,,,,,,,,,,,"31000US45020",,,"Sweetwater, TX Micro Area",57200,"Sweetwater, TX Micro Area",6817
"G45060","2011-2015","US",,,,,,,,,,,,,,,,"Syracuse, NY Metro Area","45060",,,,,,,,,,,,,,,,,"31000US45060",,,"Syracuse, NY Metro Area",126700,"Syracuse, NY Metro Area",1499
"G45140","2011-2015","US",,,,,,,,,,,,,,,,"Tahlequah, OK Micro Area","45140",,,,,,,,,,,,,,,,,"31000US45140",,,"Tahlequah, OK Micro Area",108100,"Tahlequah, OK Micro Area",4197
"G45180","2011-2015","US",,,,,,,,,,,,,,,,"Talladega-Sylacauga, AL Micro Area","45180",,,,,,,,,,,,,,,,,"31000US45180",,,"Talladega-Sylacauga, AL Micro Area",91900,"Talladega-Sylacauga, AL Micro Area",3571
"G45220","2011-2015","US",,,,,,,,,,,,,,,,"Tallahassee, FL Metro Area","45220",,,,,,,,,,,,,,,,,"31000US45220",,,"Tallahassee, FL Metro Area",164700,"Tallahassee, FL Metro Area",2021
"G45300","2011-2015","US",,,,,,,,,,,,,,,,"Tampa-St. Petersburg-Clearwater, FL Metro Area","45300",,,,,,,,,,,,,,,,,"31000US45300",,,"Tampa-St. Petersburg-Clearwater, FL Metro Area",144600,"Tampa-St. Petersburg-Clearwater, FL Metro Area",944
"G45340","2011-2015","US",,,,,,,,,,,,,,,,"Taos, NM Micro Area","45340",,,,,,,,,,,,,,,,,"31000US45340",,,"Taos, NM Micro Area",216200,"Taos, NM Micro Area",13633
"G45380","2011-2015","US",,,,,,,,,,,,,,,,"Taylorville, IL Micro Area","45380",,,,,,,,,,,,,,,,,"31000US45380",,,"Taylorville, IL Micro Area",83800,"Taylorville, IL Micro Area",2179
"G45460","2011-2015","US",,,,,,,,,,,,,,,,"Terre Haute, IN Metro Area","45460",,,,,,,,,,,,,,,,,"31000US45460",,,"Terre Haute, IN Metro Area",88200,"Terre Haute, IN Metro Area",1644
"G45500","2011-2015","US",,,,,,,,,,,,,,,,"Texarkana, TX-AR Metro Area","45500",,,,,,,,,,,,,,,,,"31000US45500",,,"Texarkana, TX-AR Metro Area",96400,"Texarkana, TX-AR Metro Area",2892
"G45520","2011-2015","US",,,,,,,,,,,,,,,,"The Dalles, OR Micro Area","45520",,,,,,,,,,,,,,,,,"31000US45520",,,"The Dalles, OR Micro Area",174800,"The Dalles, OR Micro Area",6274
"G45540","2011-2015","US",,,,,,,,,,,,,,,,"The Villages, FL Metro Area","45540",,,,,,,,,,,,,,,,,"31000US45540",,,"The Villages, FL Metro Area",213900,"The Villages, FL Metro Area",4992
"G45580","2011-2015","US",,,,,,,,,,,,,,,,"Thomaston, GA Micro Area","45580",,,,,,,,,,,,,,,,,"31000US45580",,,"Thomaston, GA Micro Area",85600,"Thomaston, GA Micro Area",3819
"G45620","2011-2015","US",,,,,,,,,,,,,,,,"Thomasville, GA Micro Area","45620",,,,,,,,,,,,,,,,,"31000US45620",,,"Thomasville, GA Micro Area",123100,"Thomasville, GA Micro Area",5251
"G45660","2011-2015","US",,,,,,,,,,,,,,,,"Tiffin, OH Micro Area","45660",,,,,,,,,,,,,,,,,"31000US45660",,,"Tiffin, OH Micro Area",96900,"Tiffin, OH Micro Area",2469
"G45700","2011-2015","US",,,,,,,,,,,,,,,,"Tifton, GA Micro Area","45700",,,,,,,,,,,,,,,,,"31000US45700",,,"Tifton, GA Micro Area",112400,"Tifton, GA Micro Area",8811
"G45740","2011-2015","US",,,,,,,,,,,,,,,,"Toccoa, GA Micro Area","45740",,,,,,,,,,,,,,,,,"31000US45740",,,"Toccoa, GA Micro Area",101100,"Toccoa, GA Micro Area",7137
"G45780","2011-2015","US",,,,,,,,,,,,,,,,"Toledo, OH Metro Area","45780",,,,,,,,,,,,,,,,,"31000US45780",,,"Toledo, OH Metro Area",114700,"Toledo, OH Metro Area",1130
"G45820","2011-2015","US",,,,,,,,,,,,,,,,"Topeka, KS Metro Area","45820",,,,,,,,,,,,,,,,,"31000US45820",,,"Topeka, KS Metro Area",120400,"Topeka, KS Metro Area",1558
"G45860","2011-2015","US",,,,,,,,,,,,,,,,"Torrington, CT Micro Area","45860",,,,,,,,,,,,,,,,,"31000US45860",,,"Torrington, CT Micro Area",254600,"Torrington, CT Micro Area",3562
"G45900","2011-2015","US",,,,,,,,,,,,,,,,"Traverse City, MI Micro Area","45900",,,,,,,,,,,,,,,,,"31000US45900",,,"Traverse City, MI Micro Area",166000,"Traverse City, MI Micro Area",2204
"G45940","2011-2015","US",,,,,,,,,,,,,,,,"Trenton, NJ Metro Area","45940",,,,,,,,,,,,,,,,,"31000US45940",,,"Trenton, NJ Metro Area",276500,"Trenton, NJ Metro Area",3502
"G45980","2011-2015","US",,,,,,,,,,,,,,,,"Troy, AL Micro Area","45980",,,,,,,,,,,,,,,,,"31000US45980",,,"Troy, AL Micro Area",105500,"Troy, AL Micro Area",8708
"G46020","2011-2015","US",,,,,,,,,,,,,,,,"Truckee-Grass Valley, CA Micro Area","46020",,,,,,,,,,,,,,,,,"31000US46020",,,"Truckee-Grass Valley, CA Micro Area",347000,"Truckee-Grass Valley, CA Micro Area",6403
"G46060","2011-2015","US",,,,,,,,,,,,,,,,"Tucson, AZ Metro Area","46060",,,,,,,,,,,,,,,,,"31000US46060",,,"Tucson, AZ Metro Area",159900,"Tucson, AZ Metro Area",1136
"G46100","2011-2015","US",,,,,,,,,,,,,,,,"Tullahoma-Manchester, TN Micro Area","46100",,,,,,,,,,,,,,,,,"31000US46100",,,"Tullahoma-Manchester, TN Micro Area",114700,"Tullahoma-Manchester, TN Micro Area",4142
"G46140","2011-2015","US",,,,,,,,,,,,,,,,"Tulsa, OK Metro Area","46140",,,,,,,,,,,,,,,,,"31000US46140",,,"Tulsa, OK Metro Area",131400,"Tulsa, OK Metro Area",988
"G46180","2011-2015","US",,,,,,,,,,,,,,,,"Tupelo, MS Micro Area","46180",,,,,,,,,,,,,,,,,"31000US46180",,,"Tupelo, MS Micro Area",102300,"Tupelo, MS Micro Area",3329
"G46220","2011-2015","US",,,,,,,,,,,,,,,,"Tuscaloosa, AL Metro Area","46220",,,,,,,,,,,,,,,,,"31000US46220",,,"Tuscaloosa, AL Metro Area",146000,"Tuscaloosa, AL Metro Area",3133
"G46300","2011-2015","US",,,,,,,,,,,,,,,,"Twin Falls, ID Micro Area","46300",,,,,,,,,,,,,,,,,"31000US46300",,,"Twin Falls, ID Micro Area",145500,"Twin Falls, ID Micro Area",3315
"G46340","2011-2015","US",,,,,,,,,,,,,,,,"Tyler, TX Metro Area","46340",,,,,,,,,,,,,,,,,"31000US46340",,,"Tyler, TX Metro Area",130600,"Tyler, TX Metro Area",3616
"G46380","2011-2015","US",,,,,,,,,,,,,,,,"Ukiah, CA Micro Area","46380",,,,,,,,,,,,,,,,,"31000US46380",,,"Ukiah, CA Micro Area",308400,"Ukiah, CA Micro Area",10347
"G46460","2011-2015","US",,,,,,,,,,,,,,,,"Union City, TN-KY Micro Area","46460",,,,,,,,,,,,,,,,,"31000US46460",,,"Union City, TN-KY Micro Area",84000,"Union City, TN-KY Micro Area",2469
"G46500","2011-2015","US",,,,,,,,,,,,,,,,"Urbana, OH Micro Area","46500",,,,,,,,,,,,,,,,,"31000US46500",,,"Urbana, OH Micro Area",123200,"Urbana, OH Micro Area",4751
"G46520","2011-2015","US",,,,,,,,,,,,,,,,"Urban Honolulu, HI Metro Area","46520",,,,,,,,,,,,,,,,,"31000US46520",,,"Urban Honolulu, HI Metro Area",580200,"Urban Honolulu, HI Metro Area",3505
"G46540","2011-2015","US",,,,,,,,,,,,,,,,"Utica-Rome, NY Metro Area","46540",,,,,,,,,,,,,,,,,"31000US46540",,,"Utica-Rome, NY Metro Area",109900,"Utica-Rome, NY Metro Area",1725
"G46620","2011-2015","US",,,,,,,,,,,,,,,,"Uvalde, TX Micro Area","46620",,,,,,,,,,,,,,,,,"31000US46620",,,"Uvalde, TX Micro Area",77000,"Uvalde, TX Micro Area",6790
"G46660","2011-2015","US",,,,,,,,,,,,,,,,"Valdosta, GA Metro Area","46660",,,,,,,,,,,,,,,,,"31000US46660",,,"Valdosta, GA Metro Area",122900,"Valdosta, GA Metro Area",3643
"G46700","2011-2015","US",,,,,,,,,,,,,,,,"Vallejo-Fairfield, CA Metro Area","46700",,,,,,,,,,,,,,,,,"31000US46700",,,"Vallejo-Fairfield, CA Metro Area",279100,"Vallejo-Fairfield, CA Metro Area",2749
"G46740","2011-2015","US",,,,,,,,,,,,,,,,"Valley, AL Micro Area","46740",,,,,,,,,,,,,,,,,"31000US46740",,,"Valley, AL Micro Area",80800,"Valley, AL Micro Area",3595
"G46780","2011-2015","US",,,,,,,,,,,,,,,,"Van Wert, OH Micro Area","46780",,,,,,,,,,,,,,,,,"31000US46780",,,"Van Wert, OH Micro Area",95800,"Van Wert, OH Micro Area",5389
"G46820","2011-2015","US",,,,,,,,,,,,,,,,"Vermillion, SD Micro Area","46820",,,,,,,,,,,,,,,,,"31000US46820",,,"Vermillion, SD Micro Area",135000,"Vermillion, SD Micro Area",14385
"G46860","2011-2015","US",,,,,,,,,,,,,,,,"Vernal, UT Micro Area","46860",,,,,,,,,,,,,,,,,"31000US46860",,,"Vernal, UT Micro Area",189400,"Vernal, UT Micro Area",6962
"G46900","2011-2015","US",,,,,,,,,,,,,,,,"Vernon, TX Micro Area","46900",,,,,,,,,,,,,,,,,"31000US46900",,,"Vernon, TX Micro Area",69200,"Vernon, TX Micro Area",5450
"G46980","2011-2015","US",,,,,,,,,,,,,,,,"Vicksburg, MS Micro Area","46980",,,,,,,,,,,,,,,,,"31000US46980",,,"Vicksburg, MS Micro Area",92800,"Vicksburg, MS Micro Area",3920
"G47020","2011-2015","US",,,,,,,,,,,,,,,,"Victoria, TX Metro Area","47020",,,,,,,,,,,,,,,,,"31000US47020",,,"Victoria, TX Metro Area",119000,"Victoria, TX Metro Area",4119
"G47080","2011-2015","US",,,,,,,,,,,,,,,,"Vidalia, GA Micro Area","47080",,,,,,,,,,,,,,,,,"31000US47080",,,"Vidalia, GA Micro Area",86000,"Vidalia, GA Micro Area",5795
"G47180","2011-2015","US",,,,,,,,,,,,,,,,"Vincennes, IN Micro Area","47180",,,,,,,,,,,,,,,,,"31000US47180",,,"Vincennes, IN Micro Area",84700,"Vincennes, IN Micro Area",3370
"G47220","2011-2015","US",,,,,,,,,,,,,,,,"Vineland-Bridgeton, NJ Metro Area","47220",,,,,,,,,,,,,,,,,"31000US47220",,,"Vineland-Bridgeton, NJ Metro Area",162400,"Vineland-Bridgeton, NJ Metro Area",2326
"G47240","2011-2015","US",,,,,,,,,,,,,,,,"Vineyard Haven, MA Micro Area","47240",,,,,,,,,,,,,,,,,"31000US47240",,,"Vineyard Haven, MA Micro Area",660800,"Vineyard Haven, MA Micro Area",29353
"G47260","2011-2015","US",,,,,,,,,,,,,,,,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","47260",,,,,,,,,,,,,,,,,"31000US47260",,,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",233800,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1133
"G47300","2011-2015","US",,,,,,,,,,,,,,,,"Visalia-Porterville, CA Metro Area","47300",,,,,,,,,,,,,,,,,"31000US47300",,,"Visalia-Porterville, CA Metro Area",162700,"Visalia-Porterville, CA Metro Area",2032
"G47340","2011-2015","US",,,,,,,,,,,,,,,,"Wabash, IN Micro Area","47340",,,,,,,,,,,,,,,,,"31000US47340",,,"Wabash, IN Micro Area",95100,"Wabash, IN Micro Area",3432
"G47380","2011-2015","US",,,,,,,,,,,,,,,,"Waco, TX Metro Area","47380",,,,,,,,,,,,,,,,,"31000US47380",,,"Waco, TX Metro Area",110800,"Waco, TX Metro Area",2429
"G47420","2011-2015","US",,,,,,,,,,,,,,,,"Wahpeton, ND-MN Micro Area","47420",,,,,,,,,,,,,,,,,"31000US47420",,,"Wahpeton, ND-MN Micro Area",106900,"Wahpeton, ND-MN Micro Area",4991
"G47460","2011-2015","US",,,,,,,,,,,,,,,,"Walla Walla, WA Metro Area","47460",,,,,,,,,,,,,,,,,"31000US47460",,,"Walla Walla, WA Metro Area",188700,"Walla Walla, WA Metro Area",7712
"G47540","2011-2015","US",,,,,,,,,,,,,,,,"Wapakoneta, OH Micro Area","47540",,,,,,,,,,,,,,,,,"31000US47540",,,"Wapakoneta, OH Micro Area",133300,"Wapakoneta, OH Micro Area",4358
"G47580","2011-2015","US",,,,,,,,,,,,,,,,"Warner Robins, GA Metro Area","47580",,,,,,,,,,,,,,,,,"31000US47580",,,"Warner Robins, GA Metro Area",130300,"Warner Robins, GA Metro Area",3151
