GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JTIE001,NAME_M,JTIM001
"G20940","2006-2010","US",,,,,,,,,,,,,,,,"El Centro, CA Metro Area","20940",,,,,,,,,,,,,,,,"31000US20940",,,"El Centro, CA Metro Area",192600,"El Centro, CA Metro Area",5725
"G20980","2006-2010","US",,,,,,,,,,,,,,,,"El Dorado, AR Micro Area","20980",,,,,,,,,,,,,,,,"31000US20980",,,"El Dorado, AR Micro Area",71200,"El Dorado, AR Micro Area",3140
"G21020","2006-2010","US",,,,,,,,,,,,,,,,"Elizabeth City, NC Micro Area","21020",,,,,,,,,,,,,,,,"31000US21020",,,"Elizabeth City, NC Micro Area",175600,"Elizabeth City, NC Micro Area",6652
"G21060","2006-2010","US",,,,,,,,,,,,,,,,"Elizabethtown, KY Metro Area","21060",,,,,,,,,,,,,,,,"31000US21060",,,"Elizabethtown, KY Metro Area",127000,"Elizabethtown, KY Metro Area",4008
"G21120","2006-2010","US",,,,,,,,,,,,,,,,"Elk City, OK Micro Area","21120",,,,,,,,,,,,,,,,"31000US21120",,,"Elk City, OK Micro Area",86100,"Elk City, OK Micro Area",5859
"G21140","2006-2010","US",,,,,,,,,,,,,,,,"Elkhart-Goshen, IN Metro Area","21140",,,,,,,,,,,,,,,,"31000US21140",,,"Elkhart-Goshen, IN Metro Area",128000,"Elkhart-Goshen, IN Metro Area",2109
"G21220","2006-2010","US",,,,,,,,,,,,,,,,"Elko, NV Micro Area","21220",,,,,,,,,,,,,,,,"31000US21220",,,"Elko, NV Micro Area",175600,"Elko, NV Micro Area",6828
"G21260","2006-2010","US",,,,,,,,,,,,,,,,"Ellensburg, WA Micro Area","21260",,,,,,,,,,,,,,,,"31000US21260",,,"Ellensburg, WA Micro Area",265600,"Ellensburg, WA Micro Area",11807
"G21300","2006-2010","US",,,,,,,,,,,,,,,,"Elmira, NY Metro Area","21300",,,,,,,,,,,,,,,,"31000US21300",,,"Elmira, NY Metro Area",85900,"Elmira, NY Metro Area",1860
"G21340","2006-2010","US",,,,,,,,,,,,,,,,"El Paso, TX Metro Area","21340",,,,,,,,,,,,,,,,"31000US21340",,,"El Paso, TX Metro Area",101800,"El Paso, TX Metro Area",1232
"G21380","2006-2010","US",,,,,,,,,,,,,,,,"Emporia, KS Micro Area","21380",,,,,,,,,,,,,,,,"31000US21380",,,"Emporia, KS Micro Area",90500,"Emporia, KS Micro Area",5123
"G21420","2006-2010","US",,,,,,,,,,,,,,,,"Enid, OK Micro Area","21420",,,,,,,,,,,,,,,,"31000US21420",,,"Enid, OK Micro Area",82100,"Enid, OK Micro Area",2902
"G21460","2006-2010","US",,,,,,,,,,,,,,,,"Enterprise-Ozark, AL Micro Area","21460",,,,,,,,,,,,,,,,"31000US21460",,,"Enterprise-Ozark, AL Micro Area",102900,"Enterprise-Ozark, AL Micro Area",3588
"G21500","2006-2010","US",,,,,,,,,,,,,,,,"Erie, PA Metro Area","21500",,,,,,,,,,,,,,,,"31000US21500",,,"Erie, PA Metro Area",111300,"Erie, PA Metro Area",1537
"G21540","2006-2010","US",,,,,,,,,,,,,,,,"Escanaba, MI Micro Area","21540",,,,,,,,,,,,,,,,"31000US21540",,,"Escanaba, MI Micro Area",100600,"Escanaba, MI Micro Area",3604
"G21580","2006-2010","US",,,,,,,,,,,,,,,,"Espanola, NM Micro Area","21580",,,,,,,,,,,,,,,,"31000US21580",,,"Espanola, NM Micro Area",136300,"Espanola, NM Micro Area",12686
"G21640","2006-2010","US",,,,,,,,,,,,,,,,"Eufaula, AL-GA Micro Area","21640",,,,,,,,,,,,,,,,"31000US21640",,,"Eufaula, AL-GA Micro Area",85900,"Eufaula, AL-GA Micro Area",5566
"G21660","2006-2010","US",,,,,,,,,,,,,,,,"Eugene-Springfield, OR Metro Area","21660",,,,,,,,,,,,,,,,"31000US21660",,,"Eugene-Springfield, OR Metro Area",230000,"Eugene-Springfield, OR Metro Area",2189
"G21700","2006-2010","US",,,,,,,,,,,,,,,,"Eureka-Arcata-Fortuna, CA Micro Area","21700",,,,,,,,,,,,,,,,"31000US21700",,,"Eureka-Arcata-Fortuna, CA Micro Area",324700,"Eureka-Arcata-Fortuna, CA Micro Area",6068
"G21740","2006-2010","US",,,,,,,,,,,,,,,,"Evanston, WY Micro Area","21740",,,,,,,,,,,,,,,,"31000US21740",,,"Evanston, WY Micro Area",171600,"Evanston, WY Micro Area",8954
"G21780","2006-2010","US",,,,,,,,,,,,,,,,"Evansville, IN-KY Metro Area","21780",,,,,,,,,,,,,,,,"31000US21780",,,"Evansville, IN-KY Metro Area",113800,"Evansville, IN-KY Metro Area",1917
"G21820","2006-2010","US",,,,,,,,,,,,,,,,"Fairbanks, AK Metro Area","21820",,,,,,,,,,,,,,,,"31000US21820",,,"Fairbanks, AK Metro Area",206800,"Fairbanks, AK Metro Area",5230
"G21860","2006-2010","US",,,,,,,,,,,,,,,,"Fairmont, MN Micro Area","21860",,,,,,,,,,,,,,,,"31000US21860",,,"Fairmont, MN Micro Area",96200,"Fairmont, MN Micro Area",4123
"G21900","2006-2010","US",,,,,,,,,,,,,,,,"Fairmont, WV Micro Area","21900",,,,,,,,,,,,,,,,"31000US21900",,,"Fairmont, WV Micro Area",87500,"Fairmont, WV Micro Area",3356
"G21940","2006-2010","PR",,,,,,,,,,,,,,,,"Fajardo, PR Metro Area","21940",,,,,,,,,,,,,,,,"31000US21940",,,"Fajardo, PR Metro Area",102600,"Fajardo, PR Metro Area",2437
"G21980","2006-2010","US",,,,,,,,,,,,,,,,"Fallon, NV Micro Area","21980",,,,,,,,,,,,,,,,"31000US21980",,,"Fallon, NV Micro Area",188300,"Fallon, NV Micro Area",6929
"G22020","2006-2010","US",,,,,,,,,,,,,,,,"Fargo, ND-MN Metro Area","22020",,,,,,,,,,,,,,,,"31000US22020",,,"Fargo, ND-MN Metro Area",147400,"Fargo, ND-MN Metro Area",1734
"G22060","2006-2010","US",,,,,,,,,,,,,,,,"Faribault-Northfield, MN Micro Area","22060",,,,,,,,,,,,,,,,"31000US22060",,,"Faribault-Northfield, MN Micro Area",210400,"Faribault-Northfield, MN Micro Area",4409
"G22100","2006-2010","US",,,,,,,,,,,,,,,,"Farmington, MO Micro Area","22100",,,,,,,,,,,,,,,,"31000US22100",,,"Farmington, MO Micro Area",101800,"Farmington, MO Micro Area",4125
"G22140","2006-2010","US",,,,,,,,,,,,,,,,"Farmington, NM Metro Area","22140",,,,,,,,,,,,,,,,"31000US22140",,,"Farmington, NM Metro Area",149400,"Farmington, NM Metro Area",5642
"G22180","2006-2010","US",,,,,,,,,,,,,,,,"Fayetteville, NC Metro Area","22180",,,,,,,,,,,,,,,,"31000US22180",,,"Fayetteville, NC Metro Area",116900,"Fayetteville, NC Metro Area",1789
"G22220","2006-2010","US",,,,,,,,,,,,,,,,"Fayetteville-Springdale-Rogers, AR-MO Metro Area","22220",,,,,,,,,,,,,,,,"31000US22220",,,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",150700,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",1628
"G22260","2006-2010","US",,,,,,,,,,,,,,,,"Fergus Falls, MN Micro Area","22260",,,,,,,,,,,,,,,,"31000US22260",,,"Fergus Falls, MN Micro Area",158600,"Fergus Falls, MN Micro Area",3370
"G22280","2006-2010","US",,,,,,,,,,,,,,,,"Fernley, NV Micro Area","22280",,,,,,,,,,,,,,,,"31000US22280",,,"Fernley, NV Micro Area",185000,"Fernley, NV Micro Area",11426
"G22300","2006-2010","US",,,,,,,,,,,,,,,,"Findlay, OH Micro Area","22300",,,,,,,,,,,,,,,,"31000US22300",,,"Findlay, OH Micro Area",130400,"Findlay, OH Micro Area",3358
"G22340","2006-2010","US",,,,,,,,,,,,,,,,"Fitzgerald, GA Micro Area","22340",,,,,,,,,,,,,,,,"31000US22340",,,"Fitzgerald, GA Micro Area",75600,"Fitzgerald, GA Micro Area",3086
"G22380","2006-2010","US",,,,,,,,,,,,,,,,"Flagstaff, AZ Metro Area","22380",,,,,,,,,,,,,,,,"31000US22380",,,"Flagstaff, AZ Metro Area",257700,"Flagstaff, AZ Metro Area",7956
"G22420","2006-2010","US",,,,,,,,,,,,,,,,"Flint, MI Metro Area","22420",,,,,,,,,,,,,,,,"31000US22420",,,"Flint, MI Metro Area",118000,"Flint, MI Metro Area",1309
"G22500","2006-2010","US",,,,,,,,,,,,,,,,"Florence, SC Metro Area","22500",,,,,,,,,,,,,,,,"31000US22500",,,"Florence, SC Metro Area",97500,"Florence, SC Metro Area",1948
"G22520","2006-2010","US",,,,,,,,,,,,,,,,"Florence-Muscle Shoals, AL Metro Area","22520",,,,,,,,,,,,,,,,"31000US22520",,,"Florence-Muscle Shoals, AL Metro Area",102600,"Florence-Muscle Shoals, AL Metro Area",2641
"G22540","2006-2010","US",,,,,,,,,,,,,,,,"Fond du Lac, WI Metro Area","22540",,,,,,,,,,,,,,,,"31000US22540",,,"Fond du Lac, WI Metro Area",143000,"Fond du Lac, WI Metro Area",2159
"G22580","2006-2010","US",,,,,,,,,,,,,,,,"Forest City, NC Micro Area","22580",,,,,,,,,,,,,,,,"31000US22580",,,"Forest City, NC Micro Area",101100,"Forest City, NC Micro Area",6038
"G22620","2006-2010","US",,,,,,,,,,,,,,,,"Forrest City, AR Micro Area","22620",,,,,,,,,,,,,,,,"31000US22620",,,"Forrest City, AR Micro Area",66100,"Forrest City, AR Micro Area",3563
"G22660","2006-2010","US",,,,,,,,,,,,,,,,"Fort Collins-Loveland, CO Metro Area","22660",,,,,,,,,,,,,,,,"31000US22660",,,"Fort Collins-Loveland, CO Metro Area",246000,"Fort Collins-Loveland, CO Metro Area",2412
"G22700","2006-2010","US",,,,,,,,,,,,,,,,"Fort Dodge, IA Micro Area","22700",,,,,,,,,,,,,,,,"31000US22700",,,"Fort Dodge, IA Micro Area",85600,"Fort Dodge, IA Micro Area",2678
"G22780","2006-2010","US",,,,,,,,,,,,,,,,"Fort Leonard Wood, MO Micro Area","22780",,,,,,,,,,,,,,,,"31000US22780",,,"Fort Leonard Wood, MO Micro Area",120200,"Fort Leonard Wood, MO Micro Area",6600
"G22800","2006-2010","US",,,,,,,,,,,,,,,,"Fort Madison-Keokuk, IA-MO Micro Area","22800",,,,,,,,,,,,,,,,"31000US22800",,,"Fort Madison-Keokuk, IA-MO Micro Area",77000,"Fort Madison-Keokuk, IA-MO Micro Area",3787
"G22820","2006-2010","US",,,,,,,,,,,,,,,,"Fort Morgan, CO Micro Area","22820",,,,,,,,,,,,,,,,"31000US22820",,,"Fort Morgan, CO Micro Area",136200,"Fort Morgan, CO Micro Area",8563
"G22840","2006-2010","US",,,,,,,,,,,,,,,,"Fort Payne, AL Micro Area","22840",,,,,,,,,,,,,,,,"31000US22840",,,"Fort Payne, AL Micro Area",84400,"Fort Payne, AL Micro Area",3033
"G22860","2006-2010","US",,,,,,,,,,,,,,,,"Fort Polk South, LA Micro Area","22860",,,,,,,,,,,,,,,,"31000US22860",,,"Fort Polk South, LA Micro Area",85400,"Fort Polk South, LA Micro Area",2716
"G22900","2006-2010","US",,,,,,,,,,,,,,,,"Fort Smith, AR-OK Metro Area","22900",,,,,,,,,,,,,,,,"31000US22900",,,"Fort Smith, AR-OK Metro Area",92400,"Fort Smith, AR-OK Metro Area",1565
"G22980","2006-2010","US",,,,,,,,,,,,,,,,"Fort Valley, GA Micro Area","22980",,,,,,,,,,,,,,,,"31000US22980",,,"Fort Valley, GA Micro Area",113900,"Fort Valley, GA Micro Area",9104
"G23060","2006-2010","US",,,,,,,,,,,,,,,,"Fort Wayne, IN Metro Area","23060",,,,,,,,,,,,,,,,"31000US23060",,,"Fort Wayne, IN Metro Area",113800,"Fort Wayne, IN Metro Area",1196
"G23140","2006-2010","US",,,,,,,,,,,,,,,,"Frankfort, IN Micro Area","23140",,,,,,,,,,,,,,,,"31000US23140",,,"Frankfort, IN Micro Area",98700,"Frankfort, IN Micro Area",2287
"G23180","2006-2010","US",,,,,,,,,,,,,,,,"Frankfort, KY Micro Area","23180",,,,,,,,,,,,,,,,"31000US23180",,,"Frankfort, KY Micro Area",136700,"Frankfort, KY Micro Area",3033
"G23240","2006-2010","US",,,,,,,,,,,,,,,,"Fredericksburg, TX Micro Area","23240",,,,,,,,,,,,,,,,"31000US23240",,,"Fredericksburg, TX Micro Area",191100,"Fredericksburg, TX Micro Area",11407
"G23300","2006-2010","US",,,,,,,,,,,,,,,,"Freeport, IL Micro Area","23300",,,,,,,,,,,,,,,,"31000US23300",,,"Freeport, IL Micro Area",103300,"Freeport, IL Micro Area",3356
"G23340","2006-2010","US",,,,,,,,,,,,,,,,"Fremont, NE Micro Area","23340",,,,,,,,,,,,,,,,"31000US23340",,,"Fremont, NE Micro Area",110500,"Fremont, NE Micro Area",3224
"G23380","2006-2010","US",,,,,,,,,,,,,,,,"Fremont, OH Micro Area","23380",,,,,,,,,,,,,,,,"31000US23380",,,"Fremont, OH Micro Area",116300,"Fremont, OH Micro Area",2605
"G23420","2006-2010","US",,,,,,,,,,,,,,,,"Fresno, CA Metro Area","23420",,,,,,,,,,,,,,,,"31000US23420",,,"Fresno, CA Metro Area",257000,"Fresno, CA Metro Area",2977
"G23460","2006-2010","US",,,,,,,,,,,,,,,,"Gadsden, AL Metro Area","23460",,,,,,,,,,,,,,,,"31000US23460",,,"Gadsden, AL Metro Area",98200,"Gadsden, AL Metro Area",3882
"G23500","2006-2010","US",,,,,,,,,,,,,,,,"Gaffney, SC Micro Area","23500",,,,,,,,,,,,,,,,"31000US23500",,,"Gaffney, SC Micro Area",82700,"Gaffney, SC Micro Area",3492
"G23540","2006-2010","US",,,,,,,,,,,,,,,,"Gainesville, FL Metro Area","23540",,,,,,,,,,,,,,,,"31000US23540",,,"Gainesville, FL Metro Area",182400,"Gainesville, FL Metro Area",3331
"G23580","2006-2010","US",,,,,,,,,,,,,,,,"Gainesville, GA Metro Area","23580",,,,,,,,,,,,,,,,"31000US23580",,,"Gainesville, GA Metro Area",175200,"Gainesville, GA Metro Area",4646
"G23620","2006-2010","US",,,,,,,,,,,,,,,,"Gainesville, TX Micro Area","23620",,,,,,,,,,,,,,,,"31000US23620",,,"Gainesville, TX Micro Area",111400,"Gainesville, TX Micro Area",5986
"G23660","2006-2010","US",,,,,,,,,,,,,,,,"Galesburg, IL Micro Area","23660",,,,,,,,,,,,,,,,"31000US23660",,,"Galesburg, IL Micro Area",81300,"Galesburg, IL Micro Area",1901
"G23700","2006-2010","US",,,,,,,,,,,,,,,,"Gallup, NM Micro Area","23700",,,,,,,,,,,,,,,,"31000US23700",,,"Gallup, NM Micro Area",69300,"Gallup, NM Micro Area",4791
"G23780","2006-2010","US",,,,,,,,,,,,,,,,"Garden City, KS Micro Area","23780",,,,,,,,,,,,,,,,"31000US23780",,,"Garden City, KS Micro Area",102100,"Garden City, KS Micro Area",4308
"G23820","2006-2010","US",,,,,,,,,,,,,,,,"Gardnerville Ranchos, NV Micro Area","23820",,,,,,,,,,,,,,,,"31000US23820",,,"Gardnerville Ranchos, NV Micro Area",375800,"Gardnerville Ranchos, NV Micro Area",11139
"G23860","2006-2010","US",,,,,,,,,,,,,,,,"Georgetown, SC Micro Area","23860",,,,,,,,,,,,,,,,"31000US23860",,,"Georgetown, SC Micro Area",174700,"Georgetown, SC Micro Area",10130
"G23900","2006-2010","US",,,,,,,,,,,,,,,,"Gettysburg, PA Micro Area","23900",,,,,,,,,,,,,,,,"31000US23900",,,"Gettysburg, PA Micro Area",200700,"Gettysburg, PA Micro Area",4004
"G23940","2006-2010","US",,,,,,,,,,,,,,,,"Gillette, WY Micro Area","23940",,,,,,,,,,,,,,,,"31000US23940",,,"Gillette, WY Micro Area",197700,"Gillette, WY Micro Area",7610
"G23980","2006-2010","US",,,,,,,,,,,,,,,,"Glasgow, KY Micro Area","23980",,,,,,,,,,,,,,,,"31000US23980",,,"Glasgow, KY Micro Area",90300,"Glasgow, KY Micro Area",3496
"G24020","2006-2010","US",,,,,,,,,,,,,,,,"Glens Falls, NY Metro Area","24020",,,,,,,,,,,,,,,,"31000US24020",,,"Glens Falls, NY Metro Area",160600,"Glens Falls, NY Metro Area",2516
"G24100","2006-2010","US",,,,,,,,,,,,,,,,"Gloversville, NY Micro Area","24100",,,,,,,,,,,,,,,,"31000US24100",,,"Gloversville, NY Micro Area",95200,"Gloversville, NY Micro Area",4185
"G24140","2006-2010","US",,,,,,,,,,,,,,,,"Goldsboro, NC Metro Area","24140",,,,,,,,,,,,,,,,"31000US24140",,,"Goldsboro, NC Metro Area",104800,"Goldsboro, NC Metro Area",3098
"G24180","2006-2010","US",,,,,,,,,,,,,,,,"Granbury, TX Micro Area","24180",,,,,,,,,,,,,,,,"31000US24180",,,"Granbury, TX Micro Area",151400,"Granbury, TX Micro Area",5895
"G24220","2006-2010","US",,,,,,,,,,,,,,,,"Grand Forks, ND-MN Metro Area","24220",,,,,,,,,,,,,,,,"31000US24220",,,"Grand Forks, ND-MN Metro Area",131800,"Grand Forks, ND-MN Metro Area",2529
"G24260","2006-2010","US",,,,,,,,,,,,,,,,"Grand Island, NE Micro Area","24260",,,,,,,,,,,,,,,,"31000US24260",,,"Grand Island, NE Micro Area",102000,"Grand Island, NE Micro Area",2548
"G24300","2006-2010","US",,,,,,,,,,,,,,,,"Grand Junction, CO Metro Area","24300",,,,,,,,,,,,,,,,"31000US24300",,,"Grand Junction, CO Metro Area",221000,"Grand Junction, CO Metro Area",3225
"G24340","2006-2010","US",,,,,,,,,,,,,,,,"Grand Rapids-Wyoming, MI Metro Area","24340",,,,,,,,,,,,,,,,"31000US24340",,,"Grand Rapids-Wyoming, MI Metro Area",143900,"Grand Rapids-Wyoming, MI Metro Area",1011
"G24380","2006-2010","US",,,,,,,,,,,,,,,,"Grants, NM Micro Area","24380",,,,,,,,,,,,,,,,"31000US24380",,,"Grants, NM Micro Area",74800,"Grants, NM Micro Area",3891
"G24420","2006-2010","US",,,,,,,,,,,,,,,,"Grants Pass, OR Micro Area","24420",,,,,,,,,,,,,,,,"31000US24420",,,"Grants Pass, OR Micro Area",253600,"Grants Pass, OR Micro Area",7015
"G24460","2006-2010","US",,,,,,,,,,,,,,,,"Great Bend, KS Micro Area","24460",,,,,,,,,,,,,,,,"31000US24460",,,"Great Bend, KS Micro Area",71000,"Great Bend, KS Micro Area",3759
"G24500","2006-2010","US",,,,,,,,,,,,,,,,"Great Falls, MT Metro Area","24500",,,,,,,,,,,,,,,,"31000US24500",,,"Great Falls, MT Metro Area",146600,"Great Falls, MT Metro Area",2660
"G24540","2006-2010","US",,,,,,,,,,,,,,,,"Greeley, CO Metro Area","24540",,,,,,,,,,,,,,,,"31000US24540",,,"Greeley, CO Metro Area",195700,"Greeley, CO Metro Area",2468
"G24580","2006-2010","US",,,,,,,,,,,,,,,,"Green Bay, WI Metro Area","24580",,,,,,,,,,,,,,,,"31000US24580",,,"Green Bay, WI Metro Area",156800,"Green Bay, WI Metro Area",1363
"G24620","2006-2010","US",,,,,,,,,,,,,,,,"Greeneville, TN Micro Area","24620",,,,,,,,,,,,,,,,"31000US24620",,,"Greeneville, TN Micro Area",104200,"Greeneville, TN Micro Area",4664
"G24660","2006-2010","US",,,,,,,,,,,,,,,,"Greensboro-High Point, NC Metro Area","24660",,,,,,,,,,,,,,,,"31000US24660",,,"Greensboro-High Point, NC Metro Area",138600,"Greensboro-High Point, NC Metro Area",1143
"G24700","2006-2010","US",,,,,,,,,,,,,,,,"Greensburg, IN Micro Area","24700",,,,,,,,,,,,,,,,"31000US24700",,,"Greensburg, IN Micro Area",118500,"Greensburg, IN Micro Area",4217
"G24740","2006-2010","US",,,,,,,,,,,,,,,,"Greenville, MS Micro Area","24740",,,,,,,,,,,,,,,,"31000US24740",,,"Greenville, MS Micro Area",72800,"Greenville, MS Micro Area",2906
"G24780","2006-2010","US",,,,,,,,,,,,,,,,"Greenville, NC Metro Area","24780",,,,,,,,,,,,,,,,"31000US24780",,,"Greenville, NC Metro Area",118600,"Greenville, NC Metro Area",2886
"G24820","2006-2010","US",,,,,,,,,,,,,,,,"Greenville, OH Micro Area","24820",,,,,,,,,,,,,,,,"31000US24820",,,"Greenville, OH Micro Area",114600,"Greenville, OH Micro Area",2419
"G24860","2006-2010","US",,,,,,,,,,,,,,,,"Greenville-Mauldin-Easley, SC Metro Area","24860",,,,,,,,,,,,,,,,"31000US24860",,,"Greenville-Mauldin-Easley, SC Metro Area",136700,"Greenville-Mauldin-Easley, SC Metro Area",1412
"G24900","2006-2010","US",,,,,,,,,,,,,,,,"Greenwood, MS Micro Area","24900",,,,,,,,,,,,,,,,"31000US24900",,,"Greenwood, MS Micro Area",64200,"Greenwood, MS Micro Area",3120
"G24940","2006-2010","US",,,,,,,,,,,,,,,,"Greenwood, SC Micro Area","24940",,,,,,,,,,,,,,,,"31000US24940",,,"Greenwood, SC Micro Area",105000,"Greenwood, SC Micro Area",4848
"G24980","2006-2010","US",,,,,,,,,,,,,,,,"Grenada, MS Micro Area","24980",,,,,,,,,,,,,,,,"31000US24980",,,"Grenada, MS Micro Area",85900,"Grenada, MS Micro Area",3809
"G25020","2006-2010","PR",,,,,,,,,,,,,,,,"Guayama, PR Metro Area","25020",,,,,,,,,,,,,,,,"31000US25020",,,"Guayama, PR Metro Area",85500,"Guayama, PR Metro Area",1563
"G25060","2006-2010","US",,,,,,,,,,,,,,,,"Gulfport-Biloxi, MS Metro Area","25060",,,,,,,,,,,,,,,,"31000US25060",,,"Gulfport-Biloxi, MS Metro Area",141600,"Gulfport-Biloxi, MS Metro Area",2161
"G25100","2006-2010","US",,,,,,,,,,,,,,,,"Guymon, OK Micro Area","25100",,,,,,,,,,,,,,,,"31000US25100",,,"Guymon, OK Micro Area",83600,"Guymon, OK Micro Area",5557
"G25180","2006-2010","US",,,,,,,,,,,,,,,,"Hagerstown-Martinsburg, MD-WV Metro Area","25180",,,,,,,,,,,,,,,,"31000US25180",,,"Hagerstown-Martinsburg, MD-WV Metro Area",215200,"Hagerstown-Martinsburg, MD-WV Metro Area",2314
"G25220","2006-2010","US",,,,,,,,,,,,,,,,"Hammond, LA Micro Area","25220",,,,,,,,,,,,,,,,"31000US25220",,,"Hammond, LA Micro Area",133400,"Hammond, LA Micro Area",7041
"G25260","2006-2010","US",,,,,,,,,,,,,,,,"Hanford-Corcoran, CA Metro Area","25260",,,,,,,,,,,,,,,,"31000US25260",,,"Hanford-Corcoran, CA Metro Area",220400,"Hanford-Corcoran, CA Metro Area",4802
"G25300","2006-2010","US",,,,,,,,,,,,,,,,"Hannibal, MO Micro Area","25300",,,,,,,,,,,,,,,,"31000US25300",,,"Hannibal, MO Micro Area",95800,"Hannibal, MO Micro Area",4206
"G25340","2006-2010","US",,,,,,,,,,,,,,,,"Harriman, TN Micro Area","25340",,,,,,,,,,,,,,,,"31000US25340",,,"Harriman, TN Micro Area",118900,"Harriman, TN Micro Area",4747
"G25380","2006-2010","US",,,,,,,,,,,,,,,,"Harrisburg, IL Micro Area","25380",,,,,,,,,,,,,,,,"31000US25380",,,"Harrisburg, IL Micro Area",69400,"Harrisburg, IL Micro Area",3292
"G25420","2006-2010","US",,,,,,,,,,,,,,,,"Harrisburg-Carlisle, PA Metro Area","25420",,,,,,,,,,,,,,,,"31000US25420",,,"Harrisburg-Carlisle, PA Metro Area",161900,"Harrisburg-Carlisle, PA Metro Area",1197
"G25460","2006-2010","US",,,,,,,,,,,,,,,,"Harrison, AR Micro Area","25460",,,,,,,,,,,,,,,,"31000US25460",,,"Harrison, AR Micro Area",98000,"Harrison, AR Micro Area",4221
"G25500","2006-2010","US",,,,,,,,,,,,,,,,"Harrisonburg, VA Metro Area","25500",,,,,,,,,,,,,,,,"31000US25500",,,"Harrisonburg, VA Metro Area",198000,"Harrisonburg, VA Metro Area",4041
"G25540","2006-2010","US",,,,,,,,,,,,,,,,"Hartford-West Hartford-East Hartford, CT Metro Area","25540",,,,,,,,,,,,,,,,"31000US25540",,,"Hartford-West Hartford-East Hartford, CT Metro Area",257700,"Hartford-West Hartford-East Hartford, CT Metro Area",1753
"G25580","2006-2010","US",,,,,,,,,,,,,,,,"Hastings, NE Micro Area","25580",,,,,,,,,,,,,,,,"31000US25580",,,"Hastings, NE Micro Area",91100,"Hastings, NE Micro Area",3024
"G25620","2006-2010","US",,,,,,,,,,,,,,,,"Hattiesburg, MS Metro Area","25620",,,,,,,,,,,,,,,,"31000US25620",,,"Hattiesburg, MS Metro Area",123600,"Hattiesburg, MS Metro Area",4161
"G25660","2006-2010","US",,,,,,,,,,,,,,,,"Havre, MT Micro Area","25660",,,,,,,,,,,,,,,,"31000US25660",,,"Havre, MT Micro Area",109000,"Havre, MT Micro Area",6229
"G25700","2006-2010","US",,,,,,,,,,,,,,,,"Hays, KS Micro Area","25700",,,,,,,,,,,,,,,,"31000US25700",,,"Hays, KS Micro Area",123800,"Hays, KS Micro Area",5851
"G25720","2006-2010","US",,,,,,,,,,,,,,,,"Heber, UT Micro Area","25720",,,,,,,,,,,,,,,,"31000US25720",,,"Heber, UT Micro Area",317900,"Heber, UT Micro Area",19613
"G25740","2006-2010","US",,,,,,,,,,,,,,,,"Helena, MT Micro Area","25740",,,,,,,,,,,,,,,,"31000US25740",,,"Helena, MT Micro Area",190300,"Helena, MT Micro Area",5025
"G25760","2006-2010","US",,,,,,,,,,,,,,,,"Helena-West Helena, AR Micro Area","25760",,,,,,,,,,,,,,,,"31000US25760",,,"Helena-West Helena, AR Micro Area",60200,"Helena-West Helena, AR Micro Area",5011
"G25780","2006-2010","US",,,,,,,,,,,,,,,,"Henderson, NC Micro Area","25780",,,,,,,,,,,,,,,,"31000US25780",,,"Henderson, NC Micro Area",98100,"Henderson, NC Micro Area",5224
"G25820","2006-2010","US",,,,,,,,,,,,,,,,"Hereford, TX Micro Area","25820",,,,,,,,,,,,,,,,"31000US25820",,,"Hereford, TX Micro Area",73600,"Hereford, TX Micro Area",5244
"G25860","2006-2010","US",,,,,,,,,,,,,,,,"Hickory-Lenoir-Morganton, NC Metro Area","25860",,,,,,,,,,,,,,,,"31000US25860",,,"Hickory-Lenoir-Morganton, NC Metro Area",118600,"Hickory-Lenoir-Morganton, NC Metro Area",1602
"G25900","2006-2010","US",,,,,,,,,,,,,,,,"Hilo, HI Micro Area","25900",,,,,,,,,,,,,,,,"31000US25900",,,"Hilo, HI Micro Area",361400,"Hilo, HI Micro Area",7941
"G25940","2006-2010","US",,,,,,,,,,,,,,,,"Hilton Head Island-Beaufort, SC Micro Area","25940",,,,,,,,,,,,,,,,"31000US25940",,,"Hilton Head Island-Beaufort, SC Micro Area",260000,"Hilton Head Island-Beaufort, SC Micro Area",8372
"G25980","2006-2010","US",,,,,,,,,,,,,,,,"Hinesville-Fort Stewart, GA Metro Area","25980",,,,,,,,,,,,,,,,"31000US25980",,,"Hinesville-Fort Stewart, GA Metro Area",112200,"Hinesville-Fort Stewart, GA Metro Area",4372
"G26020","2006-2010","US",,,,,,,,,,,,,,,,"Hobbs, NM Micro Area","26020",,,,,,,,,,,,,,,,"31000US26020",,,"Hobbs, NM Micro Area",87500,"Hobbs, NM Micro Area",3539
