GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JTIE001,NAME_M,JTIM001
"G31180","2006-2010","US",,,,,,,,,,,,,,,,"Lubbock, TX Metro Area","31180",,,,,,,,,,,,,,,,"31000US31180",,,"Lubbock, TX Metro Area",101600,"Lubbock, TX Metro Area",1670
"G31260","2006-2010","US",,,,,,,,,,,,,,,,"Lufkin, TX Micro Area","31260",,,,,,,,,,,,,,,,"31000US31260",,,"Lufkin, TX Micro Area",81300,"Lufkin, TX Micro Area",2920
"G31300","2006-2010","US",,,,,,,,,,,,,,,,"Lumberton, NC Micro Area","31300",,,,,,,,,,,,,,,,"31000US31300",,,"Lumberton, NC Micro Area",69200,"Lumberton, NC Micro Area",2197
"G31340","2006-2010","US",,,,,,,,,,,,,,,,"Lynchburg, VA Metro Area","31340",,,,,,,,,,,,,,,,"31000US31340",,,"Lynchburg, VA Metro Area",150700,"Lynchburg, VA Metro Area",2068
"G31380","2006-2010","US",,,,,,,,,,,,,,,,"Macomb, IL Micro Area","31380",,,,,,,,,,,,,,,,"31000US31380",,,"Macomb, IL Micro Area",85100,"Macomb, IL Micro Area",2799
"G31420","2006-2010","US",,,,,,,,,,,,,,,,"Macon, GA Metro Area","31420",,,,,,,,,,,,,,,,"31000US31420",,,"Macon, GA Metro Area",118100,"Macon, GA Metro Area",3049
"G31460","2006-2010","US",,,,,,,,,,,,,,,,"Madera-Chowchilla, CA Metro Area","31460",,,,,,,,,,,,,,,,"31000US31460",,,"Madera-Chowchilla, CA Metro Area",276000,"Madera-Chowchilla, CA Metro Area",7962
"G31500","2006-2010","US",,,,,,,,,,,,,,,,"Madison, IN Micro Area","31500",,,,,,,,,,,,,,,,"31000US31500",,,"Madison, IN Micro Area",106800,"Madison, IN Micro Area",5582
"G31540","2006-2010","US",,,,,,,,,,,,,,,,"Madison, WI Metro Area","31540",,,,,,,,,,,,,,,,"31000US31540",,,"Madison, WI Metro Area",223000,"Madison, WI Metro Area",1291
"G31580","2006-2010","US",,,,,,,,,,,,,,,,"Madisonville, KY Micro Area","31580",,,,,,,,,,,,,,,,"31000US31580",,,"Madisonville, KY Micro Area",77200,"Madisonville, KY Micro Area",3107
"G31620","2006-2010","US",,,,,,,,,,,,,,,,"Magnolia, AR Micro Area","31620",,,,,,,,,,,,,,,,"31000US31620",,,"Magnolia, AR Micro Area",76700,"Magnolia, AR Micro Area",5053
"G31660","2006-2010","US",,,,,,,,,,,,,,,,"Malone, NY Micro Area","31660",,,,,,,,,,,,,,,,"31000US31660",,,"Malone, NY Micro Area",88800,"Malone, NY Micro Area",2285
"G31700","2006-2010","US",,,,,,,,,,,,,,,,"Manchester-Nashua, NH Metro Area","31700",,,,,,,,,,,,,,,,"31000US31700",,,"Manchester-Nashua, NH Metro Area",269900,"Manchester-Nashua, NH Metro Area",1988
"G31740","2006-2010","US",,,,,,,,,,,,,,,,"Manhattan, KS Metro Area","31740",,,,,,,,,,,,,,,,"31000US31740",,,"Manhattan, KS Metro Area",142900,"Manhattan, KS Metro Area",3962
"G31820","2006-2010","US",,,,,,,,,,,,,,,,"Manitowoc, WI Micro Area","31820",,,,,,,,,,,,,,,,"31000US31820",,,"Manitowoc, WI Micro Area",124000,"Manitowoc, WI Micro Area",1977
"G31860","2006-2010","US",,,,,,,,,,,,,,,,"Mankato-North Mankato, MN Metro Area","31860",,,,,,,,,,,,,,,,"31000US31860",,,"Mankato-North Mankato, MN Metro Area",166000,"Mankato-North Mankato, MN Metro Area",2231
"G31900","2006-2010","US",,,,,,,,,,,,,,,,"Mansfield, OH Metro Area","31900",,,,,,,,,,,,,,,,"31000US31900",,,"Mansfield, OH Metro Area",112200,"Mansfield, OH Metro Area",2116
"G31920","2006-2010","US",,,,,,,,,,,,,,,,"Marble Falls, TX Micro Area","31920",,,,,,,,,,,,,,,,"31000US31920",,,"Marble Falls, TX Micro Area",137800,"Marble Falls, TX Micro Area",8182
"G31940","2006-2010","US",,,,,,,,,,,,,,,,"Marinette, WI-MI Micro Area","31940",,,,,,,,,,,,,,,,"31000US31940",,,"Marinette, WI-MI Micro Area",105400,"Marinette, WI-MI Micro Area",2935
"G31980","2006-2010","US",,,,,,,,,,,,,,,,"Marion, IN Micro Area","31980",,,,,,,,,,,,,,,,"31000US31980",,,"Marion, IN Micro Area",83100,"Marion, IN Micro Area",2144
"G32020","2006-2010","US",,,,,,,,,,,,,,,,"Marion, OH Micro Area","32020",,,,,,,,,,,,,,,,"31000US32020",,,"Marion, OH Micro Area",98500,"Marion, OH Micro Area",2092
"G32060","2006-2010","US",,,,,,,,,,,,,,,,"Marion-Herrin, IL Micro Area","32060",,,,,,,,,,,,,,,,"31000US32060",,,"Marion-Herrin, IL Micro Area",87600,"Marion-Herrin, IL Micro Area",2713
"G32100","2006-2010","US",,,,,,,,,,,,,,,,"Marquette, MI Micro Area","32100",,,,,,,,,,,,,,,,"31000US32100",,,"Marquette, MI Micro Area",125100,"Marquette, MI Micro Area",3479
"G32140","2006-2010","US",,,,,,,,,,,,,,,,"Marshall, MN Micro Area","32140",,,,,,,,,,,,,,,,"31000US32140",,,"Marshall, MN Micro Area",136300,"Marshall, MN Micro Area",4705
"G32180","2006-2010","US",,,,,,,,,,,,,,,,"Marshall, MO Micro Area","32180",,,,,,,,,,,,,,,,"31000US32180",,,"Marshall, MO Micro Area",84000,"Marshall, MO Micro Area",3336
"G32220","2006-2010","US",,,,,,,,,,,,,,,,"Marshall, TX Micro Area","32220",,,,,,,,,,,,,,,,"31000US32220",,,"Marshall, TX Micro Area",94400,"Marshall, TX Micro Area",6454
"G32260","2006-2010","US",,,,,,,,,,,,,,,,"Marshalltown, IA Micro Area","32260",,,,,,,,,,,,,,,,"31000US32260",,,"Marshalltown, IA Micro Area",99600,"Marshalltown, IA Micro Area",2634
"G32270","2006-2010","US",,,,,,,,,,,,,,,,"Marshfield-Wisconsin Rapids, WI Micro Area","32270",,,,,,,,,,,,,,,,"31000US32270",,,"Marshfield-Wisconsin Rapids, WI Micro Area",116500,"Marshfield-Wisconsin Rapids, WI Micro Area",2119
"G32280","2006-2010","US",,,,,,,,,,,,,,,,"Martin, TN Micro Area","32280",,,,,,,,,,,,,,,,"31000US32280",,,"Martin, TN Micro Area",82100,"Martin, TN Micro Area",3573
"G32300","2006-2010","US",,,,,,,,,,,,,,,,"Martinsville, VA Micro Area","32300",,,,,,,,,,,,,,,,"31000US32300",,,"Martinsville, VA Micro Area",90900,"Martinsville, VA Micro Area",3429
"G32340","2006-2010","US",,,,,,,,,,,,,,,,"Maryville, MO Micro Area","32340",,,,,,,,,,,,,,,,"31000US32340",,,"Maryville, MO Micro Area",94900,"Maryville, MO Micro Area",6112
"G32380","2006-2010","US",,,,,,,,,,,,,,,,"Mason City, IA Micro Area","32380",,,,,,,,,,,,,,,,"31000US32380",,,"Mason City, IA Micro Area",105400,"Mason City, IA Micro Area",4198
"G32420","2006-2010","PR",,,,,,,,,,,,,,,,"Mayagüez, PR Metro Area","32420",,,,,,,,,,,,,,,,"31000US32420",,,"Mayagüez, PR Metro Area",89600,"Mayagüez, PR Metro Area",1442
"G32460","2006-2010","US",,,,,,,,,,,,,,,,"Mayfield, KY Micro Area","32460",,,,,,,,,,,,,,,,"31000US32460",,,"Mayfield, KY Micro Area",83900,"Mayfield, KY Micro Area",3737
"G32500","2006-2010","US",,,,,,,,,,,,,,,,"Maysville, KY Micro Area","32500",,,,,,,,,,,,,,,,"31000US32500",,,"Maysville, KY Micro Area",77900,"Maysville, KY Micro Area",5254
"G32540","2006-2010","US",,,,,,,,,,,,,,,,"McAlester, OK Micro Area","32540",,,,,,,,,,,,,,,,"31000US32540",,,"McAlester, OK Micro Area",83000,"McAlester, OK Micro Area",3474
"G32580","2006-2010","US",,,,,,,,,,,,,,,,"McAllen-Edinburg-Mission, TX Metro Area","32580",,,,,,,,,,,,,,,,"31000US32580",,,"McAllen-Edinburg-Mission, TX Metro Area",73000,"McAllen-Edinburg-Mission, TX Metro Area",1293
"G32620","2006-2010","US",,,,,,,,,,,,,,,,"McComb, MS Micro Area","32620",,,,,,,,,,,,,,,,"31000US32620",,,"McComb, MS Micro Area",80300,"McComb, MS Micro Area",3700
"G32660","2006-2010","US",,,,,,,,,,,,,,,,"McMinnville, TN Micro Area","32660",,,,,,,,,,,,,,,,"31000US32660",,,"McMinnville, TN Micro Area",90400,"McMinnville, TN Micro Area",4549
"G32700","2006-2010","US",,,,,,,,,,,,,,,,"McPherson, KS Micro Area","32700",,,,,,,,,,,,,,,,"31000US32700",,,"McPherson, KS Micro Area",115300,"McPherson, KS Micro Area",3819
"G32740","2006-2010","US",,,,,,,,,,,,,,,,"Meadville, PA Micro Area","32740",,,,,,,,,,,,,,,,"31000US32740",,,"Meadville, PA Micro Area",97900,"Meadville, PA Micro Area",1901
"G32780","2006-2010","US",,,,,,,,,,,,,,,,"Medford, OR Metro Area","32780",,,,,,,,,,,,,,,,"31000US32780",,,"Medford, OR Metro Area",274500,"Medford, OR Metro Area",5547
"G32820","2006-2010","US",,,,,,,,,,,,,,,,"Memphis, TN-MS-AR Metro Area","32820",,,,,,,,,,,,,,,,"31000US32820",,,"Memphis, TN-MS-AR Metro Area",135200,"Memphis, TN-MS-AR Metro Area",1079
"G32860","2006-2010","US",,,,,,,,,,,,,,,,"Menomonie, WI Micro Area","32860",,,,,,,,,,,,,,,,"31000US32860",,,"Menomonie, WI Micro Area",152700,"Menomonie, WI Micro Area",3917
"G32900","2006-2010","US",,,,,,,,,,,,,,,,"Merced, CA Metro Area","32900",,,,,,,,,,,,,,,,"31000US32900",,,"Merced, CA Metro Area",241000,"Merced, CA Metro Area",5278
"G32940","2006-2010","US",,,,,,,,,,,,,,,,"Meridian, MS Micro Area","32940",,,,,,,,,,,,,,,,"31000US32940",,,"Meridian, MS Micro Area",75800,"Meridian, MS Micro Area",2448
"G32980","2006-2010","US",,,,,,,,,,,,,,,,"Merrill, WI Micro Area","32980",,,,,,,,,,,,,,,,"31000US32980",,,"Merrill, WI Micro Area",131300,"Merrill, WI Micro Area",4940
"G33020","2006-2010","US",,,,,,,,,,,,,,,,"Mexico, MO Micro Area","33020",,,,,,,,,,,,,,,,"31000US33020",,,"Mexico, MO Micro Area",84700,"Mexico, MO Micro Area",3409
"G33060","2006-2010","US",,,,,,,,,,,,,,,,"Miami, OK Micro Area","33060",,,,,,,,,,,,,,,,"31000US33060",,,"Miami, OK Micro Area",78700,"Miami, OK Micro Area",2008
"G33100","2006-2010","US",,,,,,,,,,,,,,,,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","33100",,,,,,,,,,,,,,,,"31000US33100",,,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",260000,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",1228
"G33140","2006-2010","US",,,,,,,,,,,,,,,,"Michigan City-La Porte, IN Metro Area","33140",,,,,,,,,,,,,,,,"31000US33140",,,"Michigan City-La Porte, IN Metro Area",119800,"Michigan City-La Porte, IN Metro Area",2618
"G33180","2006-2010","US",,,,,,,,,,,,,,,,"Middlesborough, KY Micro Area","33180",,,,,,,,,,,,,,,,"31000US33180",,,"Middlesborough, KY Micro Area",64500,"Middlesborough, KY Micro Area",6796
"G33220","2006-2010","US",,,,,,,,,,,,,,,,"Midland, MI Micro Area","33220",,,,,,,,,,,,,,,,"31000US33220",,,"Midland, MI Micro Area",132800,"Midland, MI Micro Area",3254
"G33260","2006-2010","US",,,,,,,,,,,,,,,,"Midland, TX Metro Area","33260",,,,,,,,,,,,,,,,"31000US33260",,,"Midland, TX Metro Area",121200,"Midland, TX Metro Area",4579
"G33300","2006-2010","US",,,,,,,,,,,,,,,,"Milledgeville, GA Micro Area","33300",,,,,,,,,,,,,,,,"31000US33300",,,"Milledgeville, GA Micro Area",102200,"Milledgeville, GA Micro Area",8069
"G33340","2006-2010","US",,,,,,,,,,,,,,,,"Milwaukee-Waukesha-West Allis, WI Metro Area","33340",,,,,,,,,,,,,,,,"31000US33340",,,"Milwaukee-Waukesha-West Allis, WI Metro Area",204800,"Milwaukee-Waukesha-West Allis, WI Metro Area",1149
"G33380","2006-2010","US",,,,,,,,,,,,,,,,"Minden, LA Micro Area","33380",,,,,,,,,,,,,,,,"31000US33380",,,"Minden, LA Micro Area",76400,"Minden, LA Micro Area",3023
"G33420","2006-2010","US",,,,,,,,,,,,,,,,"Mineral Wells, TX Micro Area","33420",,,,,,,,,,,,,,,,"31000US33420",,,"Mineral Wells, TX Micro Area",80500,"Mineral Wells, TX Micro Area",4115
"G33460","2006-2010","US",,,,,,,,,,,,,,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","33460",,,,,,,,,,,,,,,,"31000US33460",,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",239100,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",492
"G33500","2006-2010","US",,,,,,,,,,,,,,,,"Minot, ND Micro Area","33500",,,,,,,,,,,,,,,,"31000US33500",,,"Minot, ND Micro Area",111600,"Minot, ND Micro Area",3068
"G33540","2006-2010","US",,,,,,,,,,,,,,,,"Missoula, MT Metro Area","33540",,,,,,,,,,,,,,,,"31000US33540",,,"Missoula, MT Metro Area",233700,"Missoula, MT Metro Area",4077
"G33580","2006-2010","US",,,,,,,,,,,,,,,,"Mitchell, SD Micro Area","33580",,,,,,,,,,,,,,,,"31000US33580",,,"Mitchell, SD Micro Area",104600,"Mitchell, SD Micro Area",5851
"G33620","2006-2010","US",,,,,,,,,,,,,,,,"Moberly, MO Micro Area","33620",,,,,,,,,,,,,,,,"31000US33620",,,"Moberly, MO Micro Area",81100,"Moberly, MO Micro Area",4357
"G33660","2006-2010","US",,,,,,,,,,,,,,,,"Mobile, AL Metro Area","33660",,,,,,,,,,,,,,,,"31000US33660",,,"Mobile, AL Metro Area",120700,"Mobile, AL Metro Area",1910
"G33700","2006-2010","US",,,,,,,,,,,,,,,,"Modesto, CA Metro Area","33700",,,,,,,,,,,,,,,,"31000US33700",,,"Modesto, CA Metro Area",285200,"Modesto, CA Metro Area",4392
"G33740","2006-2010","US",,,,,,,,,,,,,,,,"Monroe, LA Metro Area","33740",,,,,,,,,,,,,,,,"31000US33740",,,"Monroe, LA Metro Area",105600,"Monroe, LA Metro Area",3518
"G33780","2006-2010","US",,,,,,,,,,,,,,,,"Monroe, MI Metro Area","33780",,,,,,,,,,,,,,,,"31000US33780",,,"Monroe, MI Metro Area",161800,"Monroe, MI Metro Area",1828
"G33820","2006-2010","US",,,,,,,,,,,,,,,,"Monroe, WI Micro Area","33820",,,,,,,,,,,,,,,,"31000US33820",,,"Monroe, WI Micro Area",150300,"Monroe, WI Micro Area",4680
"G33860","2006-2010","US",,,,,,,,,,,,,,,,"Montgomery, AL Metro Area","33860",,,,,,,,,,,,,,,,"31000US33860",,,"Montgomery, AL Metro Area",124400,"Montgomery, AL Metro Area",1830
"G33940","2006-2010","US",,,,,,,,,,,,,,,,"Montrose, CO Micro Area","33940",,,,,,,,,,,,,,,,"31000US33940",,,"Montrose, CO Micro Area",201700,"Montrose, CO Micro Area",7307
"G33980","2006-2010","US",,,,,,,,,,,,,,,,"Morehead City, NC Micro Area","33980",,,,,,,,,,,,,,,,"31000US33980",,,"Morehead City, NC Micro Area",207500,"Morehead City, NC Micro Area",7120
"G34020","2006-2010","US",,,,,,,,,,,,,,,,"Morgan City, LA Micro Area","34020",,,,,,,,,,,,,,,,"31000US34020",,,"Morgan City, LA Micro Area",85500,"Morgan City, LA Micro Area",3398
"G34060","2006-2010","US",,,,,,,,,,,,,,,,"Morgantown, WV Metro Area","34060",,,,,,,,,,,,,,,,"31000US34060",,,"Morgantown, WV Metro Area",121400,"Morgantown, WV Metro Area",3801
"G34100","2006-2010","US",,,,,,,,,,,,,,,,"Morristown, TN Metro Area","34100",,,,,,,,,,,,,,,,"31000US34100",,,"Morristown, TN Metro Area",114400,"Morristown, TN Metro Area",2686
"G34140","2006-2010","US",,,,,,,,,,,,,,,,"Moscow, ID Micro Area","34140",,,,,,,,,,,,,,,,"31000US34140",,,"Moscow, ID Micro Area",183800,"Moscow, ID Micro Area",7777
"G34180","2006-2010","US",,,,,,,,,,,,,,,,"Moses Lake, WA Micro Area","34180",,,,,,,,,,,,,,,,"31000US34180",,,"Moses Lake, WA Micro Area",141100,"Moses Lake, WA Micro Area",4140
"G34220","2006-2010","US",,,,,,,,,,,,,,,,"Moultrie, GA Micro Area","34220",,,,,,,,,,,,,,,,"31000US34220",,,"Moultrie, GA Micro Area",84300,"Moultrie, GA Micro Area",4768
"G34260","2006-2010","US",,,,,,,,,,,,,,,,"Mountain Home, AR Micro Area","34260",,,,,,,,,,,,,,,,"31000US34260",,,"Mountain Home, AR Micro Area",118400,"Mountain Home, AR Micro Area",3766
"G34300","2006-2010","US",,,,,,,,,,,,,,,,"Mountain Home, ID Micro Area","34300",,,,,,,,,,,,,,,,"31000US34300",,,"Mountain Home, ID Micro Area",142600,"Mountain Home, ID Micro Area",5341
"G34340","2006-2010","US",,,,,,,,,,,,,,,,"Mount Airy, NC Micro Area","34340",,,,,,,,,,,,,,,,"31000US34340",,,"Mount Airy, NC Micro Area",103700,"Mount Airy, NC Micro Area",4350
"G34380","2006-2010","US",,,,,,,,,,,,,,,,"Mount Pleasant, MI Micro Area","34380",,,,,,,,,,,,,,,,"31000US34380",,,"Mount Pleasant, MI Micro Area",128000,"Mount Pleasant, MI Micro Area",3390
"G34420","2006-2010","US",,,,,,,,,,,,,,,,"Mount Pleasant, TX Micro Area","34420",,,,,,,,,,,,,,,,"31000US34420",,,"Mount Pleasant, TX Micro Area",86800,"Mount Pleasant, TX Micro Area",2858
"G34460","2006-2010","US",,,,,,,,,,,,,,,,"Mount Sterling, KY Micro Area","34460",,,,,,,,,,,,,,,,"31000US34460",,,"Mount Sterling, KY Micro Area",85600,"Mount Sterling, KY Micro Area",3047
"G34500","2006-2010","US",,,,,,,,,,,,,,,,"Mount Vernon, IL Micro Area","34500",,,,,,,,,,,,,,,,"31000US34500",,,"Mount Vernon, IL Micro Area",82900,"Mount Vernon, IL Micro Area",2603
"G34540","2006-2010","US",,,,,,,,,,,,,,,,"Mount Vernon, OH Micro Area","34540",,,,,,,,,,,,,,,,"31000US34540",,,"Mount Vernon, OH Micro Area",134700,"Mount Vernon, OH Micro Area",3586
"G34580","2006-2010","US",,,,,,,,,,,,,,,,"Mount Vernon-Anacortes, WA Metro Area","34580",,,,,,,,,,,,,,,,"31000US34580",,,"Mount Vernon-Anacortes, WA Metro Area",278300,"Mount Vernon-Anacortes, WA Metro Area",5147
"G34620","2006-2010","US",,,,,,,,,,,,,,,,"Muncie, IN Metro Area","34620",,,,,,,,,,,,,,,,"31000US34620",,,"Muncie, IN Metro Area",92400,"Muncie, IN Metro Area",1920
"G34660","2006-2010","US",,,,,,,,,,,,,,,,"Murray, KY Micro Area","34660",,,,,,,,,,,,,,,,"31000US34660",,,"Murray, KY Micro Area",105300,"Murray, KY Micro Area",5755
"G34700","2006-2010","US",,,,,,,,,,,,,,,,"Muscatine, IA Micro Area","34700",,,,,,,,,,,,,,,,"31000US34700",,,"Muscatine, IA Micro Area",111200,"Muscatine, IA Micro Area",4281
"G34740","2006-2010","US",,,,,,,,,,,,,,,,"Muskegon-Norton Shores, MI Metro Area","34740",,,,,,,,,,,,,,,,"31000US34740",,,"Muskegon-Norton Shores, MI Metro Area",112800,"Muskegon-Norton Shores, MI Metro Area",1626
"G34780","2006-2010","US",,,,,,,,,,,,,,,,"Muskogee, OK Micro Area","34780",,,,,,,,,,,,,,,,"31000US34780",,,"Muskogee, OK Micro Area",84100,"Muskogee, OK Micro Area",2499
"G34820","2006-2010","US",,,,,,,,,,,,,,,,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area","34820",,,,,,,,,,,,,,,,"31000US34820",,,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",170100,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",2270
"G34860","2006-2010","US",,,,,,,,,,,,,,,,"Nacogdoches, TX Micro Area","34860",,,,,,,,,,,,,,,,"31000US34860",,,"Nacogdoches, TX Micro Area",88600,"Nacogdoches, TX Micro Area",4932
"G34900","2006-2010","US",,,,,,,,,,,,,,,,"Napa, CA Metro Area","34900",,,,,,,,,,,,,,,,"31000US34900",,,"Napa, CA Metro Area",571500,"Napa, CA Metro Area",12212
"G34940","2006-2010","US",,,,,,,,,,,,,,,,"Naples-Marco Island, FL Metro Area","34940",,,,,,,,,,,,,,,,"31000US34940",,,"Naples-Marco Island, FL Metro Area",357400,"Naples-Marco Island, FL Metro Area",5929
"G34980","2006-2010","US",,,,,,,,,,,,,,,,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","34980",,,,,,,,,,,,,,,,"31000US34980",,,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",170200,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",867
"G35020","2006-2010","US",,,,,,,,,,,,,,,,"Natchez, MS-LA Micro Area","35020",,,,,,,,,,,,,,,,"31000US35020",,,"Natchez, MS-LA Micro Area",75500,"Natchez, MS-LA Micro Area",4083
"G35060","2006-2010","US",,,,,,,,,,,,,,,,"Natchitoches, LA Micro Area","35060",,,,,,,,,,,,,,,,"31000US35060",,,"Natchitoches, LA Micro Area",90500,"Natchitoches, LA Micro Area",3195
"G35100","2006-2010","US",,,,,,,,,,,,,,,,"New Bern, NC Micro Area","35100",,,,,,,,,,,,,,,,"31000US35100",,,"New Bern, NC Micro Area",144300,"New Bern, NC Micro Area",3958
"G35140","2006-2010","US",,,,,,,,,,,,,,,,"Newberry, SC Micro Area","35140",,,,,,,,,,,,,,,,"31000US35140",,,"Newberry, SC Micro Area",102300,"Newberry, SC Micro Area",6417
"G35220","2006-2010","US",,,,,,,,,,,,,,,,"New Castle, IN Micro Area","35220",,,,,,,,,,,,,,,,"31000US35220",,,"New Castle, IN Micro Area",95200,"New Castle, IN Micro Area",3242
"G35260","2006-2010","US",,,,,,,,,,,,,,,,"New Castle, PA Micro Area","35260",,,,,,,,,,,,,,,,"31000US35260",,,"New Castle, PA Micro Area",92600,"New Castle, PA Micro Area",1989
"G35300","2006-2010","US",,,,,,,,,,,,,,,,"New Haven-Milford, CT Metro Area","35300",,,,,,,,,,,,,,,,"31000US35300",,,"New Haven-Milford, CT Metro Area",273300,"New Haven-Milford, CT Metro Area",1644
"G35340","2006-2010","US",,,,,,,,,,,,,,,,"New Iberia, LA Micro Area","35340",,,,,,,,,,,,,,,,"31000US35340",,,"New Iberia, LA Micro Area",98100,"New Iberia, LA Micro Area",2926
"G35380","2006-2010","US",,,,,,,,,,,,,,,,"New Orleans-Metairie-Kenner, LA Metro Area","35380",,,,,,,,,,,,,,,,"31000US35380",,,"New Orleans-Metairie-Kenner, LA Metro Area",178900,"New Orleans-Metairie-Kenner, LA Metro Area",1239
"G35420","2006-2010","US",,,,,,,,,,,,,,,,"New Philadelphia-Dover, OH Micro Area","35420",,,,,,,,,,,,,,,,"31000US35420",,,"New Philadelphia-Dover, OH Micro Area",110900,"New Philadelphia-Dover, OH Micro Area",2303
"G35460","2006-2010","US",,,,,,,,,,,,,,,,"Newport, TN Micro Area","35460",,,,,,,,,,,,,,,,"31000US35460",,,"Newport, TN Micro Area",95900,"Newport, TN Micro Area",4880
"G35500","2006-2010","US",,,,,,,,,,,,,,,,"Newton, IA Micro Area","35500",,,,,,,,,,,,,,,,"31000US35500",,,"Newton, IA Micro Area",114600,"Newton, IA Micro Area",4147
"G35580","2006-2010","US",,,,,,,,,,,,,,,,"New Ulm, MN Micro Area","35580",,,,,,,,,,,,,,,,"31000US35580",,,"New Ulm, MN Micro Area",122400,"New Ulm, MN Micro Area",3592
"G35620","2006-2010","US",,,,,,,,,,,,,,,,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area","35620",,,,,,,,,,,,,,,,"31000US35620",,,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",448500,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",708
"G35660","2006-2010","US",,,,,,,,,,,,,,,,"Niles-Benton Harbor, MI Metro Area","35660",,,,,,,,,,,,,,,,"31000US35660",,,"Niles-Benton Harbor, MI Metro Area",135600,"Niles-Benton Harbor, MI Metro Area",2273
"G35700","2006-2010","US",,,,,,,,,,,,,,,,"Nogales, AZ Micro Area","35700",,,,,,,,,,,,,,,,"31000US35700",,,"Nogales, AZ Micro Area",148200,"Nogales, AZ Micro Area",7330
"G35740","2006-2010","US",,,,,,,,,,,,,,,,"Norfolk, NE Micro Area","35740",,,,,,,,,,,,,,,,"31000US35740",,,"Norfolk, NE Micro Area",96600,"Norfolk, NE Micro Area",2490
"G35820","2006-2010","US",,,,,,,,,,,,,,,,"North Platte, NE Micro Area","35820",,,,,,,,,,,,,,,,"31000US35820",,,"North Platte, NE Micro Area",108100,"North Platte, NE Micro Area",4003
"G35840","2006-2010","US",,,,,,,,,,,,,,,,"North Port-Bradenton-Sarasota, FL Metro Area","35840",,,,,,,,,,,,,,,,"31000US35840",,,"North Port-Bradenton-Sarasota, FL Metro Area",226300,"North Port-Bradenton-Sarasota, FL Metro Area",2190
"G35860","2006-2010","US",,,,,,,,,,,,,,,,"North Vernon, IN Micro Area","35860",,,,,,,,,,,,,,,,"31000US35860",,,"North Vernon, IN Micro Area",92200,"North Vernon, IN Micro Area",4082
"G35900","2006-2010","US",,,,,,,,,,,,,,,,"North Wilkesboro, NC Micro Area","35900",,,,,,,,,,,,,,,,"31000US35900",,,"North Wilkesboro, NC Micro Area",109100,"North Wilkesboro, NC Micro Area",4008
"G35940","2006-2010","US",,,,,,,,,,,,,,,,"Norwalk, OH Micro Area","35940",,,,,,,,,,,,,,,,"31000US35940",,,"Norwalk, OH Micro Area",121500,"Norwalk, OH Micro Area",2980
"G35980","2006-2010","US",,,,,,,,,,,,,,,,"Norwich-New London, CT Metro Area","35980",,,,,,,,,,,,,,,,"31000US35980",,,"Norwich-New London, CT Metro Area",268900,"Norwich-New London, CT Metro Area",3676
"G36020","2006-2010","US",,,,,,,,,,,,,,,,"Oak Harbor, WA Micro Area","36020",,,,,,,,,,,,,,,,"31000US36020",,,"Oak Harbor, WA Micro Area",307100,"Oak Harbor, WA Micro Area",8770
"G36060","2006-2010","US",,,,,,,,,,,,,,,,"Oak Hill, WV Micro Area","36060",,,,,,,,,,,,,,,,"31000US36060",,,"Oak Hill, WV Micro Area",67800,"Oak Hill, WV Micro Area",2133
"G36100","2006-2010","US",,,,,,,,,,,,,,,,"Ocala, FL Metro Area","36100",,,,,,,,,,,,,,,,"31000US36100",,,"Ocala, FL Metro Area",150700,"Ocala, FL Metro Area",2111
"G36140","2006-2010","US",,,,,,,,,,,,,,,,"Ocean City, NJ Metro Area","36140",,,,,,,,,,,,,,,,"31000US36140",,,"Ocean City, NJ Metro Area",337300,"Ocean City, NJ Metro Area",6405
"G36180","2006-2010","US",,,,,,,,,,,,,,,,"Ocean Pines, MD Micro Area","36180",,,,,,,,,,,,,,,,"31000US36180",,,"Ocean Pines, MD Micro Area",289100,"Ocean Pines, MD Micro Area",7948
